703899205	20171005	201710	2017	2017.7534	GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL												0	042	042	04	1	1.9	3	1	3	-2.28215767634855	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20171104150000	https://www.msn.com/en-us/news/world/netanyahu-iran-is-more-dangerous-than-north-korea/ar-AAursnd
703899206	20171005	201710	2017	2017.7534	RUSSPY	RUSSIA	RUS					SPY			RUS	RUSSIAN	RUS								1	046	046	04	1	7.0	1	1	1	-2.29007633587787	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171104150000	https://www.cbsnews.com/news/did-sessions-mislead-congress-about-his-interactions-with-russia/
703899207	20171005	201710	2017	2017.7534	RUSSPY	RUSSIA	RUS					SPY			RUS	RUSSIAN	RUS								1	046	046	04	1	7.0	3	1	3	-2.29007633587787	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171104150000	https://www.cbsnews.com/news/did-sessions-mislead-congress-about-his-interactions-with-russia/
703899208	20171005	201710	2017	2017.7534	ZWE	HARARE	ZWE								LEG	CONGRESS						LEG			0	130	130	13	3	-4.4	10	1	10	-2.83687943262411	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171104150000	http://www.china.org.cn/world/Off_the_Wire/2017-11/04/content_41846853.htm
703899209	20171028	201710	2017	2017.8164	UKR	UKRAINIAN	UKR								UKRCOP	UKRAINE	UKR					COP			0	020	020	02	1	3.0	1	1	1	-6.73234811165846	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20171104150000	http://gearsofbiz.com/has-putin-ordered-the-assassination-of-ukrainians/172965
703899210	20171028	201710	2017	2017.8164	UKR	UKRAINIAN	UKR								UKRCOP	UKRAINE	UKR					COP			0	186	186	18	4	-10.0	1	1	1	-6.73234811165846	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20171104150000	http://gearsofbiz.com/has-putin-ordered-the-assassination-of-ukrainians/172965
703899211	20171028	201710	2017	2017.8164	UKR	UKRAINIAN	UKR								UKRCOP	UKRAINE	UKR					COP			0	186	186	18	4	-10.0	1	1	1	-6.73234811165846	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171104150000	http://gearsofbiz.com/has-putin-ordered-the-assassination-of-ukrainians/172965
703899212	20171028	201710	2017	2017.8164	UKR	UKRAINIAN	UKR								UKRLEG	UKRAINE	UKR					LEG			0	020	020	02	1	3.0	1	1	1	-6.73234811165846	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20171104150000	http://gearsofbiz.com/has-putin-ordered-the-assassination-of-ukrainians/172965
703899213	20171028	201710	2017	2017.8164	UKR	UKRAINIAN	UKR								UKRLEG	UKRAINE	UKR					LEG			0	020	020	02	1	3.0	1	1	1	-6.73234811165846	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171104150000	http://gearsofbiz.com/has-putin-ordered-the-assassination-of-ukrainians/172965
703899214	20171028	201710	2017	2017.8164	UKR	UKRAINIAN	UKR								UKRLEG	UKRAINE	UKR					LEG			0	186	186	18	4	-10.0	1	1	1	-6.73234811165846	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20171104150000	http://gearsofbiz.com/has-putin-ordered-the-assassination-of-ukrainians/172965
703899215	20171028	201710	2017	2017.8164	UKR	UKRAINIAN	UKR								UKRLEG	UKRAINE	UKR					LEG			0	186	186	18	4	-10.0	1	1	1	-6.73234811165846	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171104150000	http://gearsofbiz.com/has-putin-ordered-the-assassination-of-ukrainians/172965
703899216	20171028	201710	2017	2017.8164	UKRCOP	UKRAINIAN	UKR					COP													0	020	020	02	1	3.0	3	1	3	-6.73234811165846	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	0								4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20171104150000	http://gearsofbiz.com/has-putin-ordered-the-assassination-of-ukrainians/172965
703899217	20171028	201710	2017	2017.8164	UKRCOP	UKRAINIAN	UKR					COP													0	186	186	18	4	-10.0	3	1	3	-6.73234811165846	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	0								4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20171104150000	http://gearsofbiz.com/has-putin-ordered-the-assassination-of-ukrainians/172965
703899218	20171028	201710	2017	2017.8164	UKRCOP	UKRAINIAN	UKR					COP			UKRLEG	UKRAINIAN	UKR					LEG			0	020	020	02	1	3.0	3	1	3	-6.73234811165846	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20171104150000	http://gearsofbiz.com/has-putin-ordered-the-assassination-of-ukrainians/172965
703899219	20171028	201710	2017	2017.8164	UKRCOP	UKRAINIAN	UKR					COP			UKRLEG	UKRAINIAN	UKR					LEG			0	186	186	18	4	-10.0	3	1	3	-6.73234811165846	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20171104150000	http://gearsofbiz.com/has-putin-ordered-the-assassination-of-ukrainians/172965
703899220	20171103	201711	2017	2017.8301											GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	6	1	6	-11.7948717948718	0								4	Langley, Northumberland, United Kingdom	UK	UKJ6	40125	54.9333	-2.26667	-2600708	4	Langley, Northumberland, United Kingdom	UK	UKJ6	40125	54.9333	-2.26667	-2600708	20171104150000	http://www.sloughobserver.co.uk/news/15641187.Heathrow_drug_smuggler_jailed_for_7_years/
703899221	20171103	201711	2017	2017.8301	BUS	COMPANY						BUS			OMN	MUSCAT	OMN								1	057	057	05	1	8.0	10	1	10	7.77777777777778	4	Nizwa, Ad Dakhiliyah, Oman	MU	MU01	23570	22.9333	57.5333	-788289	4	Nizwa, Ad Dakhiliyah, Oman	MU	MU01	23570	22.9333	57.5333	-788289	4	Nizwa, Ad Dakhiliyah, Oman	MU	MU01	23570	22.9333	57.5333	-788289	20171104150000	http://omanobserver.om/omran-inks-agreement-operation-nizwa-fort/
703899222	20171103	201711	2017	2017.8301	OMN	MUSCAT	OMN								BUS	COMPANY						BUS			1	057	057	05	1	8.0	10	1	10	7.77777777777778	4	Nizwa, Ad Dakhiliyah, Oman	MU	MU01	23570	22.9333	57.5333	-788289	4	Nizwa, Ad Dakhiliyah, Oman	MU	MU01	23570	22.9333	57.5333	-788289	4	Nizwa, Ad Dakhiliyah, Oman	MU	MU01	23570	22.9333	57.5333	-788289	20171104150000	http://omanobserver.om/omran-inks-agreement-operation-nizwa-fort/
703899223	20171104	201711	2017	2017.8329											AFG	AFGHANISTAN	AFG								1	042	042	04	1	1.9	2	1	2	1.86046511627906	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171104150000	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703899224	20171104	201711	2017	2017.8329											AFG	AFGHANISTAN	AFG								0	051	051	05	1	3.4	8	1	4	-0.88888888888889	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171104150000	http://www.tolonews.com/afghanistan/parliament-probe-team-orders-ibrahimi-repay-5-million-afs
703899225	20171104	201711	2017	2017.8329											AUS	AUSTRALIA	AUS								1	010	010	01	1	0.0	1	1	1	-3.57142857142857	0								4	Central Coast, New South Wales, Australia	AS	AS02	5004	-33.4298	151.371	11430413	4	Central Coast, New South Wales, Australia	AS	AS02	5004	-33.4298	151.371	11430413	20171104150000	http://www.dailytelegraph.com.au/news/nsw/central-coast-doctor-suspended-by-health-watchdog-for-antivaccination-views/news-story/28066a14ec8f051d287afc5abb371758?nk=2ba2524dda5782af387af71248723fb4-1509806907
703899226	20171104	201711	2017	2017.8329											AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	2	1	2	-3.57142857142857	0								4	Central Coast, New South Wales, Australia	AS	AS02	5004	-33.4298	151.371	11430413	4	Central Coast, New South Wales, Australia	AS	AS02	5004	-33.4298	151.371	11430413	20171104150000	http://www.dailytelegraph.com.au/news/nsw/central-coast-doctor-suspended-by-health-watchdog-for-antivaccination-views/news-story/28066a14ec8f051d287afc5abb371758?nk=2ba2524dda5782af387af71248723fb4-1509806907
703899227	20171104	201711	2017	2017.8329											BGD	BANGLADESH	BGD								0	042	042	04	1	1.9	4	1	4	-2.35042735042735	0								4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20171104150000	http://en.prothom-alo.com/bangladesh/news/165389/4-000-more-Rohingyas-enter-Bangladesh-IOM
703899228	20171104	201711	2017	2017.8329											BRA	BRAZIL	BRA								1	043	043	04	1	2.8	10	1	10	1.32890365448505	0								4	Guarulhos, SãPaulo, Brazil	BR	BR27	11543	-23.4667	-46.5333	-645949	4	Guarulhos, SãPaulo, Brazil	BR	BR27	11543	-23.4667	-46.5333	-645949	20171104150000	http://www.airliners.net/search?user=3154
703899229	20171104	201711	2017	2017.8329											BRA	BRAZIL	BRA								1	173	173	17	4	-5.0	1	1	1	-11.7948717948718	0								1	Brazil	BR	BR		-10	-55	BR	4	Langley, Northumberland, United Kingdom	UK	UKJ6	40125	54.9333	-2.26667	-2600708	20171104150000	http://www.sloughobserver.co.uk/news/15641187.Heathrow_drug_smuggler_jailed_for_7_years/
703899230	20171104	201711	2017	2017.8329											BUS	COMPANY						BUS			1	020	020	02	1	3.0	10	1	10	-1.27659574468085	0								4	Athenry, Galway, Ireland	EI	EI10	18303	53.2964	-8.74306	-1500276	4	Athenry, Galway, Ireland	EI	EI10	18303	53.2964	-8.74306	-1500276	20171104150000	http://www.patentlyapple.com/patently-apple/2017/11/irish-prime-minister-told-irelands-national-television-broadcaster-that-the-1-billion-apple-data-center-may-be-in-doubt-1.html
703899231	20171104	201711	2017	2017.8329											BUS	BOSS						BUS			1	036	036	03	1	4.0	2	1	2	2.00594353640417	0								3	Finger Lakes, New York, United States	US	USNY		42.8334	-77	971953	3	Finger Lakes, New York, United States	US	USNY		42.8334	-77	971953	20171104150000	http://www.democratandchronicle.com/story/lifestyle/rocflavors/2017/11/04/constellation-winemaker-brings-innovation-napa-finger-lakes/722858001/
703899232	20171104	201711	2017	2017.8329											BUS	COMPANY						BUS			1	042	042	04	1	1.9	10	1	10	1.07398568019093	0								3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	20171104150000	https://qz.com/1116128/north-american-cities-vied-for-amazons-hq2/
703899233	20171104	201711	2017	2017.8329											BUS	BUSINESS						BUS			0	042	042	04	1	1.9	10	1	10	-7.76173285198556	0								4	Al Qaim, Qadissiya Muhafadha, Iraq	IZ	IZ04	36830	31.5908	44.5386	51602	4	Al Qaim, Qadissiya Muhafadha, Iraq	IZ	IZ04	36830	31.5908	44.5386	51602	20171104150000	https://www.thenational.ae/opinion/editorial/isil-is-on-the-brink-of-physical-defeat-but-the-fight-is-far-from-over-1.672998
703899234	20171104	201711	2017	2017.8329											BUS	COMPANY						BUS			1	046	046	04	1	7.0	6	1	6	1.43415906127771	0								3	University Of Houston, Texas, United States	US	USTX		29.7208	-95.3433	1349112	3	University Of Houston, Texas, United States	US	USTX		29.7208	-95.3433	1349112	20171104150000	http://markets.businessinsider.com/news/stocks/Harte-Hanks-appoints-Jon-C-Biro-as-new-Chief-Financial-Officer-1006487178
703899235	20171104	201711	2017	2017.8329											BUS	COMPANY						BUS			1	046	046	04	1	7.0	4	1	4	1.43415906127771	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171104150000	http://markets.businessinsider.com/news/stocks/Harte-Hanks-appoints-Jon-C-Biro-as-new-Chief-Financial-Officer-1006487178
703899236	20171104	201711	2017	2017.8329											CAN	CANADA	CAN								0	060	060	06	2	6.0	2	1	2	-0.89552238805971	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171104150000	http://calgaryherald.com/news/local-news/notley-wants-trans-mountain-pipeline-delays-dealt-with
703899237	20171104	201711	2017	2017.8329											CANGOV	VANCOUVER	CAN					GOV			1	190	190	19	4	-10.0	4	1	4	-4.64285714285714	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171104150000	http://www.cbc.ca/news/canada/british-columbia/east-vancouver-fires-nov-2017-1.4387678
703899238	20171104	201711	2017	2017.8329											CANGOV	CANADA	CAN					GOV			1	190	190	19	4	-10.0	2	1	2	-4.64285714285714	0								1	United Kingdom	UK	UK		54	-4	UK	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171104150000	http://www.cbc.ca/news/canada/british-columbia/east-vancouver-fires-nov-2017-1.4387678
703899239	20171104	201711	2017	2017.8329											CHN	CHINA	CHN								1	042	042	04	1	1.9	1	1	1	1.32890365448505	0								1	Liechtenstein	LS	LS		47.166667	9.533333	LS	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20171104150000	http://www.airliners.net/search?user=3154
703899240	20171104	201711	2017	2017.8329											CHN	HEFEI	CHN								1	042	042	04	1	1.9	9	1	9	1.32890365448505	0								1	Liechtenstein	LS	LS		47.166667	9.533333	LS	1	Liechtenstein	LS	LS		47.166667	9.533333	LS	20171104150000	http://www.airliners.net/search?user=3154
703899241	20171104	201711	2017	2017.8329											CHN	ZHEJIANG	CHN								0	043	043	04	1	2.8	3	1	3	2.58064516129032	0								5	Zhejiang, Zhejiang, China	CH	CH02	13325	29	120	-1938694	5	Zhejiang, Zhejiang, China	CH	CH02	13325	29	120	-1938694	20171104150000	http://www.thehindu.com/news/international/fusing-confucius-and-karl-marx/article19982339.ece
703899242	20171104	201711	2017	2017.8329											CHN	CHINA	CHN								1	043	043	04	1	2.8	1	1	1	2.58064516129032	0								4	Wang Yang, Anhui, China	CH	CH01	12998	31.0781	118.037	10555137	4	Wang Yang, Anhui, China	CH	CH01	12998	31.0781	118.037	10555137	20171104150000	http://www.thehindu.com/news/international/fusing-confucius-and-karl-marx/article19982339.ece
703899243	20171104	201711	2017	2017.8329											CHN	CHINA	CHN								1	055	055	05	1	7.0	10	1	10	-1.34529147982063	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171104150000	http://zeenews.india.com/world/worlds-most-expensive-whiskey-sold-to-chinese-drinker-is-declared-fake-2054297.html
703899244	20171104	201711	2017	2017.8329											CHN	CHINESE	CHN								1	060	060	06	2	6.0	20	1	10	-1.34529147982063	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171104150000	http://zeenews.india.com/world/worlds-most-expensive-whiskey-sold-to-chinese-drinker-is-declared-fake-2054297.html
703899245	20171104	201711	2017	2017.8329											CHR	CHRISTIAN				CHR					1	130	130	13	3	-4.4	5	1	5	-0.38363171355498	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171104150000	http://rri.ro/en_gb/one_step_behind_the_seraphims-2571564
703899246	20171104	201711	2017	2017.8329											COG	CONGO	COG								1	042	042	04	1	1.9	3	1	3	-6.21468926553672	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171104150000	http://www.thehindu.com/books/books-reviews/darkness-visible/article19980969.ece
703899247	20171104	201711	2017	2017.8329											COP	PUBLIC SECURITY BUREAU						COP			1	046	046	04	1	7.0	3	1	3	1.3953488372093	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171104150000	http://www.china.org.cn/china/Off_the_Wire/2017-11/04/content_41846871.htm
703899248	20171104	201711	2017	2017.8329											COP	POLICE						COP			1	0841	084	08	2	7.0	8	1	8	-8.69565217391304	0								5	Central Region, Central, Ghana	GH	GH04	16598	5.5	-1	-2071697	5	Central Region, Central, Ghana	GH	GH04	16598	5.5	-1	-2071697	20171104150000	http://www.ghananewsagency.org/social/illegal-fishermen-arrested-at-nyanyano-124506
703899249	20171104	201711	2017	2017.8329											COP	POLICE						COP			1	173	173	17	4	-5.0	5	1	5	-4.64037122969838	0								4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20171104150000	http://chinadigitaltimes.net/2013/08/ministry-of-truth-violence-in-xinjiang-on-eid/
703899250	20171104	201711	2017	2017.8329											COP	POLICE						COP			0	1822	182	18	4	-9.0	10	1	10	1.13821138211382	0								1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20171104150000	http://www.lankanewspapers.com/2017/11/04/new-constitution-include-right-life-fr/
703899251	20171104	201711	2017	2017.8329											CRM	SMUGGLER						CRM			1	173	173	17	4	-5.0	2	1	2	-11.7948717948718	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171104150000	http://www.sloughobserver.co.uk/news/15641187.Heathrow_drug_smuggler_jailed_for_7_years/
703899252	20171104	201711	2017	2017.8329											CVL	COMMUNITY						CVL			0	1123	112	11	3	-2.0	3	1	3	-1.9982993197279	0								1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20171104150000	http://freerepublic.com/focus/f-news/3601605/posts
703899253	20171104	201711	2017	2017.8329											CVL	POPULATION						CVL			0	130	130	13	3	-4.4	4	1	4	-2.11081794195251	0								4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	20171104150000	http://omanobserver.om/newly-discovered-orangutan-species-endangered-great-ape-study/
703899254	20171104	201711	2017	2017.8329											CVL	NEIGHBORHOOD						CVL			0	173	173	17	4	-5.0	10	1	10	-1.58982511923689	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20171104150000	http://wrvo.org/post/cpr-why-its-important-be-date-training
703899255	20171104	201711	2017	2017.8329											EDU	STUDENT						EDU			1	020	020	02	1	3.0	4	1	4	-1.49253731343284	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20171104150000	http://www.ghananewsagency.org/social/i-have-a-duty-to-ensure-right-things-afenyo-markin-124508
703899256	20171104	201711	2017	2017.8329											EDU	STUDENT						EDU			1	020	020	02	1	3.0	6	1	6	-1.49253731343284	0								4	Winneba, Ghana (general), Ghana	GH	GH00	190588	5.34357	-0.622963	-2080041	4	Winneba, Ghana (general), Ghana	GH	GH00	190588	5.34357	-0.622963	-2080041	20171104150000	http://www.ghananewsagency.org/social/i-have-a-duty-to-ensure-right-things-afenyo-markin-124508
703899257	20171104	201711	2017	2017.8329											EDU	STUDENT						EDU			1	043	043	04	1	2.8	20	1	10	1.71428571428571	0								3	Deep Springs, California, United States	US	USCA		37.3716	-117.985	1658387	3	Deep Springs, California, United States	US	USCA		37.3716	-117.985	1658387	20171104150000	http://www.businessinsider.com/tour-deep-springs-college-2017-11
703899258	20171104	201711	2017	2017.8329											ELI	ACTOR						ELI			0	100	100	10	3	-5.0	10	1	10	-5.66666666666667	0								4	Varanasi, Uttar Pradesh, India	IN	IN36	17943	25.3333	83	-2114217	4	Varanasi, Uttar Pradesh, India	IN	IN36	17943	25.3333	83	-2114217	20171104150000	http://www.hindustantimes.com/india-news/people-like-kamal-haasan-should-be-shot-dead-says-hindu-mahasabha-leader/story-7PcMV9MKQ84Xcbz8ICxziP.html
703899259	20171104	201711	2017	2017.8329											FRABUS	FRENCH	FRA					BUS			1	042	042	04	1	1.9	6	1	6	-6.21468926553672	0								1	France	FR	FR		46	2	FR	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171104150000	http://www.thehindu.com/books/books-reviews/darkness-visible/article19980969.ece
703899260	20171104	201711	2017	2017.8329											GBR	LONDON	GBR								1	025	025	02	1	-0.3	3	1	3	-2.45398773006135	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171104150000	https://www.independent.ie/life/family/family-features/aisling-bea-pens-powerful-essay-on-her-fathers-tragic-death-36289016.html
703899261	20171104	201711	2017	2017.8329											GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	4	1	4	2.68756998880179	0								4	South Uist, Eilean Siar, United Kingdom	UK	UKW8	40178	57.25	-7.35	-2608347	4	South Uist, Eilean Siar, United Kingdom	UK	UKW8	40178	57.25	-7.35	-2608347	20171104150000	https://www.obantimes.co.uk/2017/11/04/ceolas-hosts-new-gaelic-book-festival/
