704973515	20071111	200711	2007	2007.8521											USA	MARYLAND	USA								0	190	190	19	4	-10.0	10	1	10	2.5375939849624	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171108121500	http://www.baltimoresun.com/news/maryland/education/bs-hs-hbcu-instant-admissions-20171106-story.html
704973516	20071111	200711	2007	2007.8521	USA	MARYLAND	USA																		0	190	190	19	4	-10.0	10	1	10	2.5375939849624	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171108121500	http://www.baltimoresun.com/news/maryland/education/bs-hs-hbcu-instant-admissions-20171106-story.html
704973517	20161108	201611	2016	2016.8438											REF	REFUGEE						REF			1	042	042	04	1	1.9	6	1	6	3.18275154004107	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171108121500	http://deredactie.be/cm/vrtnieuws.english/Culture/1.3094620
704973518	20161108	201611	2016	2016.8438	AFR	AFRICA	AFR								BEL	BRUSSELS	BEL								1	036	036	03	1	4.0	10	1	10	7.40740740740741	1	South Africa	SF	SF		-30	26	SF	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	South Africa	SF	SF		-30	26	SF	20171108121500	https://www.iol.co.za/motoring/industry-news/all-new-vw-polo-bags-five-star-safety-rating-11910006
704973519	20161108	201611	2016	2016.8438	BEL	BRUSSELS	BEL								AFR	AFRICA	AFR								1	036	036	03	1	4.0	10	1	10	7.40740740740741	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171108121500	https://www.iol.co.za/motoring/industry-news/all-new-vw-polo-bags-five-star-safety-rating-11910006
704973520	20161108	201611	2016	2016.8438	CAN	CANADIAN	CAN								CANAGR	CANADIAN	CAN					AGR			0	020	020	02	1	3.0	8	1	8	-2.42098184263618	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171108121500	http://www.businesswire.com/news/home/20171108005327/en/Rocky-Mountain-Dealerships-Reports-Strong-2017-Quarter
704973521	20161108	201611	2016	2016.8438	CHRPRO	EPISCOPAL				CHR	PRO				USAREL	CALIFORNIA	USA								0	036	036	03	1	4.0	3	1	3	2.45614035087719	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171108121500	http://www.anglicannews.org/news/2017/11/anglicans-urge-leaders-to-push-ahead-with-action-on-climate-change.aspx
704973522	20161108	201611	2016	2016.8438	COP	POLICE						COP													0	090	090	09	2	-2.0	4	1	4	-5.04484304932735	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171108121500	http://www.mirror.co.uk/news/world-news/abducted-jogger-found-battered-bruised-11486028
704973523	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR																		1	1123	112	11	3	-2.0	2	1	2	-5.47619047619048	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171108121500	http://www.dailymail.co.uk/news/article-5061753/Michael-Fallon-s-ex-aide-investigated-sex-assault.html
704973524	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV			LEG	LAWMAKER						LEG			1	172	172	17	4	-5.0	1	1	1	-2.52631578947368	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	1	Saudi Arabia	SA	SA		25	45	SA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171108121500	http://www.fairmontsentinel.com/news/mn-state-news-apwire/2017/11/08/iowa-governor-seeks-review/
704973525	20161108	201611	2016	2016.8438	IMGSASMOS	ALTAF HUSSAIN	SAS			MOS		IMG			PAK	PAKISTAN	PAK								0	161	161	16	4	-4.0	10	1	10	-0.25316455696203	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20171108121500	https://www.dawn.com/news/1369211
704973526	20161108	201611	2016	2016.8438	IND	WEST BENGAL	IND								LEGOPP	CONGRESS						LEG	OPP		0	140	140	14	3	-6.5	10	1	10	-0.31645569620253	0								0								0								20171108121500	http://www.prokerala.com/news/articles/a785945.html
704973527	20161108	201611	2016	2016.8438	MLT	MALTA	MLT								DEU	BERLIN	DEU								1	010	010	01	1	0.0	1	1	1	5.59610705596107	1	Malta	MT	MT		35.916667	14.433333	MT	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	1	Malta	MT	MT		35.916667	14.433333	MT	20171108121500	https://lovinmalta.com/lifestyle/art/maltese-artists-work-featured-in-international-exhibition-in-berlin
704973528	20161108	201611	2016	2016.8438	MLT	MALTA	MLT								DEU	BERLIN	DEU								1	010	010	01	1	0.0	1	1	1	5.59610705596107	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20171108121500	https://lovinmalta.com/lifestyle/art/maltese-artists-work-featured-in-international-exhibition-in-berlin
704973529	20161108	201611	2016	2016.8438	MNCCANMED	THOMSON REUTERS	CAN					MNC	MED		USA	UNITED STATES	USA								1	013	013	01	1	0.4	5	1	5	1.81818181818181	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171108121500	https://www.todayonline.com/business/toyota-forecasts-tough-outlook-us-sales-yen-boost-overall-profit
704973530	20161108	201611	2016	2016.8438	MNCCANMED	THOMSON REUTERS	CAN					MNC	MED		USA	UNITED STATES	USA								1	036	036	03	1	4.0	5	1	5	1.81818181818181	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171108121500	https://www.todayonline.com/business/toyota-forecasts-tough-outlook-us-sales-yen-boost-overall-profit
704973531	20161108	201611	2016	2016.8438	PHL	PHILIPPINE	PHL								CHN	CHINA	CHN								0	110	110	11	3	-2.0	1	1	1	-2.03527815468114	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171108121500	https://www.nytimes.com/2017/11/08/world/asia/philippines-south-china-sea.html
704973532	20161108	201611	2016	2016.8438	PHL	PHILIPPINE	PHL								CHN	CHINA	CHN								0	110	110	11	3	-2.0	3	1	3	-2.03527815468114	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171108121500	https://www.nytimes.com/2017/11/08/world/asia/philippines-south-china-sea.html
