703733003	20161103	201611	2016	2016.8301	CVL	VOTER						CVL			USA	WEST VIRGINIA	USA								1	014	014	01	1	0.0	2	1	2	-2.0997375328084	3	Grant County, Washington, United States	US	USWA	WA025	47.1499	-119.484	1531924	3	Grant County, Washington, United States	US	USWA		47.1499	-119.484	1531924	3	Grant County, Washington, United States	US	USWA		47.1499	-119.484	1531924	20171103211500	http://2020.washingtonexaminer.com/2017/11/02/west-virginia-still-president-trump/
703733004	20161103	201611	2016	2016.8301	GOV	GOVERNOR						GOV													1	081	081	08	2	5.0	10	1	10	2.8	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171103211500	http://mjinews.com/pennsylvania-medical-marijuana-registry-open/
703733005	20161103	201611	2016	2016.8301	GOV	MAYOR						GOV			COP	POLICE						COP			1	020	020	02	1	3.0	10	1	10	0	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171103211500	http://www.wbrz.com/news/here-is-how-much-will-be-spent-on-brpd-in-2018
703733006	20161103	201611	2016	2016.8301	GOV	MAYOR						GOV			COP	POLICE						COP			1	071	071	07	2	7.4	10	1	10	0	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171103211500	http://www.wbrz.com/news/here-is-how-much-will-be-spent-on-brpd-in-2018
703733007	20161103	201611	2016	2016.8301	LAB	WORKER						LAB													0	070	070	07	2	7.0	5	1	5	-5.11756569847856	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103211500	https://www.cnsnews.com/blog/michael-morris/levin-republicans-are-sounding-good-little-marxists-new-tax-proposal
703733008	20161103	201611	2016	2016.8301	RUS	RUSSIA	RUS								USA	NEW YORK	USA								0	020	020	02	1	3.0	1	1	1	-2.85714285714285	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20171103211500	https://www.newyorker.com/news/our-columnists/russian-interference-in-the-2016-election-a-cacophony-not-a-conspiracy
703733009	20161103	201611	2016	2016.8301	RUS	RUSSIA	RUS								USA	NEW YORK	USA								0	020	020	02	1	3.0	4	1	4	-2.85714285714285	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171103211500	https://www.newyorker.com/news/our-columnists/russian-interference-in-the-2016-election-a-cacophony-not-a-conspiracy
703733010	20161103	201611	2016	2016.8301	USA	SAN FRANCISCO	USA																		1	017	017	01	1	0.0	10	1	10	1.8918918918919	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171103211500	https://laughingsquid.com/oddball-quirky-look-late-stephen-parr-legendary-san-francisco-proprietor-oddball-films/
703733011	20161103	201611	2016	2016.8301	USACVL	UNITED STATES	USA					CVL			USA	UNITED STATES	USA								1	014	014	01	1	0.0	8	1	8	-2.0997375328084	3	Grant County, Washington, United States	US	USWA	WA025	47.1499	-119.484	1531924	3	Grant County, Washington, United States	US	USWA		47.1499	-119.484	1531924	3	Grant County, Washington, United States	US	USWA		47.1499	-119.484	1531924	20171103211500	http://2020.washingtonexaminer.com/2017/11/02/west-virginia-still-president-trump/
703733012	20171004	201710	2017	2017.7507	ARE	UNITED ARAB EMIRATES	ARE																		1	010	010	01	1	0.0	2	1	2	-2.82404055032585	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20171103211500	https://nyulocal.com/nyu-journalism-department-ends-relationship-with-nyu-abu-dhabi-1d34deea613c?gi=3496e85f2be
703733013	20171004	201710	2017	2017.7507	EDU	SCHOOL						EDU													1	084	084	08	2	7.0	1	1	1	-5.99369085173502	4	Deerpark, Clare, Ireland	EI	EI03	18289	53.0003	-9.12611	391607	0								4	Deerpark, Clare, Ireland	EI	EI03	18289	53.0003	-9.12611	391607	20171103211500	https://www.yahoo.com/news/haunted-high-school-ireland-second-183546863.html
703733014	20171004	201710	2017	2017.7507	EDU	SCHOOL						EDU			IRL	IRELAND	IRL								1	084	084	08	2	7.0	6	1	6	-5.99369085173502	4	Deerpark, Clare, Ireland	EI	EI03	18289	53.0003	-9.12611	391607	4	Deerpark, Clare, Ireland	EI	EI03	18289	53.0003	-9.12611	391607	4	Deerpark, Clare, Ireland	EI	EI03	18289	53.0003	-9.12611	391607	20171103211500	https://www.yahoo.com/news/haunted-high-school-ireland-second-183546863.html
703733015	20171004	201710	2017	2017.7507	PER	PERU	PER								GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	1	1	1	-6.50406504065041	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171103211500	https://venezuelanalysis.com/news/13486
703733016	20171004	201710	2017	2017.7507	PER	PERU	PER								GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	1	1	1	-6.50406504065041	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20171103211500	https://venezuelanalysis.com/news/13486
703733017	20171004	201710	2017	2017.7507	SAU	SAUDI ARABIA	SAU								VNM	VIETNAM	VNM								0	036	036	03	1	4.0	4	1	4	-0.74829931972789	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171103211500	http://www.idgconnect.com/blog-abstract/28617/news-roundup-should-hacking-considered-act-war
