705272314	20071112	200711	2007	2007.8548	GOV	KINGDOM						GOV													1	050	050	05	1	3.5	2	1	2	-2.66990291262136	4	Unrwa, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.5119	34.4411	11268954	0								4	Unrwa, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.5119	34.4411	11268954	20171109091500	https://aawsat.com/english/home/article/1078396/saudi-arabia-reiterates-full-support-palestinians-unrwa
705272315	20071112	200711	2007	2007.8548	GOV	KINGDOM						GOV													1	051	051	05	1	3.4	2	1	2	-2.66990291262136	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	0								4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20171109091500	https://aawsat.com/english/home/article/1078396/saudi-arabia-reiterates-full-support-palestinians-unrwa
705272316	20071112	200711	2007	2007.8548	GOV	KINGDOM						GOV			PSE	GAZA	PSE								1	050	050	05	1	3.5	6	1	6	-2.66990291262136	4	Unrwa, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.5119	34.4411	11268954	4	Unrwa, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.5119	34.4411	11268954	4	Unrwa, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.5119	34.4411	11268954	20171109091500	https://aawsat.com/english/home/article/1078396/saudi-arabia-reiterates-full-support-palestinians-unrwa
705272317	20071112	200711	2007	2007.8548	GOV	KINGDOM						GOV			PSE	GAZA	PSE								1	051	051	05	1	3.4	6	1	6	-2.66990291262136	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20171109091500	https://aawsat.com/english/home/article/1078396/saudi-arabia-reiterates-full-support-palestinians-unrwa
705272318	20161109	201611	2016	2016.8466											USAGOV	NASA	USA					GOV			1	043	043	04	1	2.8	10	1	10	2.53968253968254	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171109091500	http://www.financialexpress.com/india-news/incredible-nasa-mars-mission-over-one-lakh-indians-set-to-fly-to-red-planet-here-is-how/926017/
705272319	20161109	201611	2016	2016.8466											VNM	VIETNAM	VNM								1	036	036	03	1	4.0	2	1	2	1.2012012012012	0								4	Ha Long, Qu?ng Ninh, Vietnam, Republic Of	VM	VM30	74193	20.9511	107.08	-3715715	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20171109091500	https://e.vnexpress.net/news/travel-life/travel/three-vietnamese-cities-named-among-the-most-visited-in-the-world-3667951.html
705272320	20161109	201611	2016	2016.8466											VNM	HO CHI MINH CITY	VNM								1	036	036	03	1	4.0	5	1	5	1.2012012012012	0								4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171109091500	https://e.vnexpress.net/news/travel-life/travel/three-vietnamese-cities-named-among-the-most-visited-in-the-world-3667951.html
705272321	20161109	201611	2016	2016.8466	AGR	FARMER						AGR													1	010	010	01	1	0.0	1	1	1	-0.77669902912621	4	Kafur, Katsina, Nigeria	NI	NI24	191064	11.644	7.69401	-2014165	0								4	Kafur, Katsina, Nigeria	NI	NI24	191064	11.644	7.69401	-2014165	20171109091500	http://allafrica.com/stories/201711090295.html
705272322	20161109	201611	2016	2016.8466	AUS	AUSTRALIA	AUS								NZL	NEW ZEALAND	NZL								1	057	057	05	1	8.0	8	1	8	1.11420612813371	1	Australia	AS	AS		-25	135	AS	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171109091500	https://www.nst.com.my/news/government-public-policy/2017/11/301294/tppa-future-will-depend-discussion-remaining-11-pact
705272323	20161109	201611	2016	2016.8466	AUS	AUSTRALIA	AUS								NZL	NEW ZEALAND	NZL								1	057	057	05	1	8.0	2	1	2	1.11420612813371	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171109091500	https://www.nst.com.my/news/government-public-policy/2017/11/301294/tppa-future-will-depend-discussion-remaining-11-pact
705272324	20161109	201611	2016	2016.8466	BRN	BRUNEI	BRN								NZL	NEW ZEALAND	NZL								1	057	057	05	1	8.0	4	1	4	1.11420612813371	1	Australia	AS	AS		-25	135	AS	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171109091500	https://www.nst.com.my/news/government-public-policy/2017/11/301294/tppa-future-will-depend-discussion-remaining-11-pact
