705668374	20161110	201611	2016	2016.8493											MNCUSA	CONOCOPHILLIPS	USA					MNC			1	057	057	05	1	8.0	10	1	10	0	0								4	Cambay, Gujarat, India	IN	IN09	70124	22.3	72.6167	-2100471	4	Cambay, Gujarat, India	IN	IN09	70124	22.3	72.6167	-2100471	20171110121500	http://www.oilandgastechnology.net/news/ongc-starts-exploring-shale-gas-india
705668375	20161110	201611	2016	2016.8493	COP	POLICE						COP			REF	REFUGEE						REF			1	182	182	18	4	-9.5	10	1	10	-9.3856655290102	0								0								0								20171110121500	http://www.mirror.co.uk/news/uk-news/paranoid-schizophrenic-who-stabbed-refugee-11498128
705668376	20161110	201611	2016	2016.8493	MNCUSA	CONOCOPHILLIPS	USA					MNC													1	057	057	05	1	8.0	10	1	10	0	4	Cambay, Gujarat, India	IN	IN09	70124	22.3	72.6167	-2100471	0								4	Cambay, Gujarat, India	IN	IN09	70124	22.3	72.6167	-2100471	20171110121500	http://www.oilandgastechnology.net/news/ongc-starts-exploring-shale-gas-india
705668377	20161110	201611	2016	2016.8493	NMR	NORTH AMERICA	NMR																		1	081	081	08	2	5.0	1	1	1	2.89389067524115	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171110121500	http://www.wisconsinagconnection.com/story-regional.php?tble=IL2017&ID=1240
705668378	20161110	201611	2016	2016.8493	NMR	NORTH AMERICA	NMR								USA	UNITED STATES	USA								1	081	081	08	2	5.0	2	1	2	2.89389067524115	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171110121500	http://www.wisconsinagconnection.com/story-regional.php?tble=IL2017&ID=1240
705668379	20171011	201710	2017	2017.7699	AFR	AFRICA	AFR								GOV	PRESIDENT						GOV			1	190	190	19	4	-10.0	4	1	4	-1.46341463414635	4	Msholozi, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.9825	30.6778	-1263661	4	Msholozi, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.9825	30.6778	-1263661	4	Msholozi, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.9825	30.6778	-1263661	20171110121500	https://www.biznews.com/undictated/2017/11/10/cyril-msholozi-shades-pw-botha/
705668380	20171011	201710	2017	2017.7699	FRAMED	FRANCE	FRA					MED			FRA	FRENCH	FRA								1	190	190	19	4	-10.0	1	1	1	-7.50816104461371	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171110121500	http://www.ruthfullyyours.com/2017/11/10/france-a-decomposing-civilization-by-giulio-meotti/
705668381	20171011	201710	2017	2017.7699	GOV	PRESIDENT						GOV			AFR	AFRICA	AFR								1	190	190	19	4	-10.0	4	1	4	-1.46341463414635	4	Msholozi, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.9825	30.6778	-1263661	4	Msholozi, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.9825	30.6778	-1263661	4	Msholozi, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.9825	30.6778	-1263661	20171110121500	https://www.biznews.com/undictated/2017/11/10/cyril-msholozi-shades-pw-botha/
705668382	20171011	201710	2017	2017.7699	UGAGOV	YOWERI MUSEVENI	UGA					GOV			UGAGOV	UGANDAN	UGA					GOV			1	042	042	04	1	1.9	6	1	6	-1.64835164835164	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	20171110121500	http://www.defenceweb.co.za/index.php?option=com_content&view=article&id=49842:uganda-president-boosts-military-unit&catid=49:National%20Security&Itemid=115
705668383	20171011	201710	2017	2017.7699	UGAGOV	UGANDAN	UGA					GOV			UGAGOV	YOWERI MUSEVENI	UGA					GOV			1	043	043	04	1	2.8	6	1	6	-1.64835164835164	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	20171110121500	http://www.defenceweb.co.za/index.php?option=com_content&view=article&id=49842:uganda-president-boosts-military-unit&catid=49:National%20Security&Itemid=115
705668384	20171011	201710	2017	2017.7699	USA	NEW YORK	USA																		1	010	010	01	1	0.0	2	1	2	-1.40350877192983	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	20171110121500	https://bbook.com/arts-culture/blackbook-premiere-exuberant-bit-funk-remix-of-penguin-prisons-turn-it-up/
705668385	20171011	201710	2017	2017.7699	USA	UNITED STATES	USA								RUSGOV	VLADIMIR PUTIN	RUS					GOV			0	100	100	10	3	-5.0	4	1	4	-3.55871886120996	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171110121500	http://www.naharnet.com/stories/en/238042-russia-drafts-reciprocal-measures-over-us-demands-on-kremlin-channel
