705445299	20171109	201711	2017	2017.8466											POL	POLAND	POL								0	042	042	04	1	1.9	2	1	2	-5.68181818181818	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171109194500	Interfax-Ukraine news agency, Kiev/BBC Monitoring/(c) BBC
705445300	20171109	201711	2017	2017.8466											RUS	RUSSIA	RUS								1	170	170	17	4	-7.0	4	1	4	-3.73134328358209	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171109194500	TASS news agency, Moscow/BBC Monitoring/(c) BBC
705445301	20171109	201711	2017	2017.8466	POL	POLAND	POL																		0	043	043	04	1	2.8	2	1	2	-5.68181818181818	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20171109194500	Interfax-Ukraine news agency, Kiev/BBC Monitoring/(c) BBC
705445302	20171109	201711	2017	2017.8466	POL	POLAND	POL																		1	160	160	16	4	-4.0	10	1	10	-5.68181818181818	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	0								4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20171109194500	Interfax-Ukraine news agency, Kiev/BBC Monitoring/(c) BBC
705445303	20171109	201711	2017	2017.8466	POL	POLISH	POL																		1	191	191	19	4	-9.5	2	1	2	-5.68181818181818	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	0								4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20171109194500	Interfax-Ukraine news agency, Kiev/BBC Monitoring/(c) BBC
705445304	20171109	201711	2017	2017.8466	POL	POLAND	POL								UKR	UKRAINIAN	UKR								1	172	172	17	4	-5.0	8	1	8	-5.68181818181818	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	1	Russia	RS	RS		60	100	RS	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20171109194500	Interfax-Ukraine news agency, Kiev/BBC Monitoring/(c) BBC
705445305	20171109	201711	2017	2017.8466	POLGOV	POLAND	POL					GOV			POL	POLAND	POL								1	080	080	08	2	5.0	2	1	2	-5.68181818181818	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171109194500	Interfax-Ukraine news agency, Kiev/BBC Monitoring/(c) BBC
705445306	20171109	201711	2017	2017.8466	POLGOV	POLISH	POL					GOV			POL	POLAND	POL								1	080	080	08	2	5.0	8	1	8	-5.68181818181818	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20171109194500	Interfax-Ukraine news agency, Kiev/BBC Monitoring/(c) BBC
705445307	20171109	201711	2017	2017.8466	POLGOV	POLAND	POL					GOV			POL	POLAND	POL								1	130	130	13	3	-4.4	2	1	2	-5.68181818181818	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20171109194500	Interfax-Ukraine news agency, Kiev/BBC Monitoring/(c) BBC
705445308	20171109	201711	2017	2017.8466	POLGOV	POLAND	POL					GOV			POL	POLAND	POL								1	191	191	19	4	-9.5	2	1	2	-5.68181818181818	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171109194500	Interfax-Ukraine news agency, Kiev/BBC Monitoring/(c) BBC
