705536189	20161110	201611	2016	2016.8493	BUS	CARMAKER						BUS													1	033	033	03	1	5.2	5	1	5	-1.66666666666667	1	Pakistan	PK	PK		30	70	PK	0								1	Pakistan	PK	PK		30	70	PK	20171110014500	http://english.yonhapnews.co.kr/news/2017/11/10/0200000000AEN20171110001900320.html
705536190	20161110	201611	2016	2016.8493	BUS	CARMAKER						BUS			MNCKOR	HYUNDAI	KOR					MNC			1	033	033	03	1	5.2	5	1	5	-1.66666666666667	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171110014500	http://english.yonhapnews.co.kr/news/2017/11/10/0200000000AEN20171110001900320.html
705536191	20161110	201611	2016	2016.8493	BUS	AIRLINE						BUS			MNCUSA	BOEING	USA					MNC			1	036	036	03	1	4.0	5	1	5	-3.68763557483732	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20171110014500	https://intpolicydigest.org/2017/11/09/qatar-rides-blockade/
705536192	20161110	201611	2016	2016.8493	JUD	HIGH COURT						JUD			LEG	CHAMBER						LEG			1	010	010	01	1	0.0	10	1	10	-7.23860589812332	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171110014500	http://www.chinadaily.com.cn/world/2017-11/10/content_34350151.htm
705536193	20161110	201611	2016	2016.8493	USA	ARKANSAS	USA								GOV	REGULATOR						GOV			0	1721	172	17	4	-5.0	6	1	6	-4.16666666666666	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20171110014500	https://www.bostonglobe.com/business/2017/11/09/from-brussels-arkansas-tough-week-for-monsanto/0346waUjGCjDnxBGU1v0kM/story.html
705536194	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								GOV	REGULATOR						GOV			0	1721	172	17	4	-5.0	1	1	1	-4.16666666666666	1	Poland	PL	PL		52	20	PL	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20171110014500	https://www.bostonglobe.com/business/2017/11/09/from-brussels-arkansas-tough-week-for-monsanto/0346waUjGCjDnxBGU1v0kM/story.html
705536195	20171011	201710	2017	2017.7699	AGR	FISHER						AGR			JUD	SUPREME COURT						JUD			1	110	110	11	3	-2.0	6	1	6	2.22222222222223	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20171110014500	http://rjrnewsonline.com/local/orrette-fisher-granted-leave-to-appeal-removal-to-remain-in-office-until-next-year
705536196	20171011	201710	2017	2017.7699	AGR	FISHER						AGR			JUD	SUPREME COURT						JUD			1	115	115	11	3	-2.0	6	1	6	2.22222222222223	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20171110014500	http://rjrnewsonline.com/local/orrette-fisher-granted-leave-to-appeal-removal-to-remain-in-office-until-next-year
705536197	20171011	201710	2017	2017.7699	GOV	GOVERNMENT						GOV													0	080	080	08	2	5.0	2	1	2	-1.72642762284196	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171110014500	http://www.stljewishlight.com/news/world/article_dea08ff1-cf2f-5de6-ba02-4194bf3590bd.html
705536198	20171011	201710	2017	2017.7699	GOV	GOVERNMENT						GOV													0	080	080	08	2	5.0	3	1	3	-1.72642762284196	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20171110014500	http://www.stljewishlight.com/news/world/article_dea08ff1-cf2f-5de6-ba02-4194bf3590bd.html
