703200068	20171102	201711	2017	2017.8274											AZE	AZERBAIJAN	AZE								1	040	040	04	1	1.0	2	1	2	0.65075921908894	0								4	Ganca, Xanlar, Azerbaijan	AJ	AJ62	527	40.5331	46.2558	201541	4	Ganca, Xanlar, Azerbaijan	AJ	AJ62	527	40.5331	46.2558	201541	20171102071500	Ganca media highlights in English/BBC Monitoring/(c) BBC
703200069	20171102	201711	2017	2017.8274											GOV	MINIST						GOV			0	040	040	04	1	1.0	1	1	1	-1.62866449511401	0								1	Ireland	EI	EI		53	-8	EI	4	Tbilisi, Georgia (general), Georgia	GG	GG00	16525	41.725	44.7908	-2330077	20171102071500	BBC Monitoring/BBC Monitoring/(c) BBC
703200070	20171102	201711	2017	2017.8274											GOV	MINIST						GOV			0	040	040	04	1	1.0	6	1	6	-1.62866449511401	0								0		GG	GG			42	GG	4	Tbilisi, Georgia (general), Georgia	GG	GG00	16525	41.725	44.7908	-2330077	20171102071500	BBC Monitoring/BBC Monitoring/(c) BBC
703200071	20171102	201711	2017	2017.8274											GOV	MINIST						GOV			0	040	040	04	1	1.0	1	1	1	-1.62866449511401	0								0		GG	GG			42	GG	0		GG	GG			42	GG	20171102071500	BBC Monitoring/BBC Monitoring/(c) BBC
703200072	20171102	201711	2017	2017.8274											GOV	MINISTRY						GOV			0	043	043	04	1	2.8	6	1	6	0.65075921908894	0								4	Qazax, Qazax, Azerbaijan	AJ	AJ40	523	41.0933	45.3661	-2708207	4	Qazax, Qazax, Azerbaijan	AJ	AJ40	523	41.0933	45.3661	-2708207	20171102071500	Ganca media highlights in English/BBC Monitoring/(c) BBC
703200073	20171102	201711	2017	2017.8274											GOV	MINISTRY						GOV			0	043	043	04	1	2.8	4	1	4	0.65075921908894	0								4	Tovuz, Tovuz, Azerbaijan	AJ	AJ58	554	40.9922	45.6289	-2708893	4	Tovuz, Tovuz, Azerbaijan	AJ	AJ58	554	40.9922	45.6289	-2708893	20171102071500	Ganca media highlights in English/BBC Monitoring/(c) BBC
703200074	20171102	201711	2017	2017.8274	ARM	ARMENIA	ARM								AZE	AZERBAIJAN	AZE								0	112	112	11	3	-2.0	2	1	2	-1.62866449511401	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20171102071500	BBC Monitoring/BBC Monitoring/(c) BBC
703200075	20171102	201711	2017	2017.8274	ARM	YEREVAN	ARM								AZE	BAKU	AZE								0	112	112	11	3	-2.0	4	1	4	-1.62866449511401	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20171102071500	BBC Monitoring/BBC Monitoring/(c) BBC
703200076	20171102	201711	2017	2017.8274	ARM	ARMENIAN	ARM								AZE	AZERBAIJAN	AZE								0	112	112	11	3	-2.0	5	1	3	-1.62866449511401	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171102071500	BBC Monitoring/BBC Monitoring/(c) BBC
703200077	20171102	201711	2017	2017.8274	ARM	ARMENIAN	ARM								AZE	AZERBAIJAN	AZE								0	1712	171	17	4	-9.2	2	1	2	-1.62866449511401	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20171102071500	BBC Monitoring/BBC Monitoring/(c) BBC
