704011582	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								IRN	IRAN	IRN								1	111	111	11	3	-2.0	4	1	4	-4.82625482625483	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105050000	https://www.yahoo.com/news/lebanese-pm-hariri-resigns-attacking-iran-hezbollah-033725012.html
704011583	20171105	201711	2017	2017.8356	LBN	LEBANESE	LBN								IRN	IRAN	IRN								1	112	112	11	3	-2.0	5	1	5	-5.61797752808989	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105050000	http://www.dnaindia.com/world/report-lebanese-pm-saad-al-hariri-resigns-attacking-iran-and-hezbollah-2557802
704011584	20171105	201711	2017	2017.8356	LBN	BEIRUT	LBN								LBNGOV	LEBANON	LBN					GOV			1	0831	083	08	2	5.0	1	1	1	-4.82625482625483	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	Iran	IR	IR		32	53	IR	20171105050000	https://www.yahoo.com/news/lebanese-pm-hariri-resigns-attacking-iran-hezbollah-033725012.html
704011585	20171105	201711	2017	2017.8356	LBN	BEIRUT	LBN								LBNGOV	LEBANON	LBN					GOV			1	0831	083	08	2	5.0	3	1	3	-4.82625482625483	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105050000	https://www.yahoo.com/news/lebanese-pm-hariri-resigns-attacking-iran-hezbollah-033725012.html
704011586	20171105	201711	2017	2017.8356	LBN	LEBANESE	LBN								LBY	LIBYA	LBY								0	061	061	06	2	6.4	2	1	2	-3.62239297475302	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105050000	http://www.thearabweekly.com/Economy/9604/Lebanons-produce-going-nowhere
704011587	20171105	201711	2017	2017.8356	LBN	LEBANESE	LBN								LBY	LIBYA	LBY								0	061	061	06	2	6.4	6	1	6	-3.62239297475302	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Libya	LY	LY		25	17	LY	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105050000	http://www.thearabweekly.com/Economy/9604/Lebanons-produce-going-nowhere
704011588	20171105	201711	2017	2017.8356	LBN	LEBANESE	LBN								LBY	LIBYA	LBY								0	061	061	06	2	6.4	2	1	2	-3.62239297475302	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Libya	LY	LY		25	17	LY	1	Libya	LY	LY		25	17	LY	20171105050000	http://www.thearabweekly.com/Economy/9604/Lebanons-produce-going-nowhere
704011589	20171105	201711	2017	2017.8356	LBN	LEBANESE	LBN								SAU	RIYADH	SAU								0	042	042	04	1	1.9	1	1	1	-5.61797752808989	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105050000	http://www.dnaindia.com/world/report-lebanese-pm-saad-al-hariri-resigns-attacking-iran-and-hezbollah-2557802
704011590	20171105	201711	2017	2017.8356	LBY	LIBYA	LBY								CRM	ILLEGAL IMMIGRANT						CRM			1	042	042	04	1	1.9	10	1	10	-5.55555555555555	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171105050000	http://nripress.com/200-migrants-rescued-off-libyan-coast/
704011591	20171105	201711	2017	2017.8356	LBY	LIBYAN	LBY								CRM	ILLEGAL IMMIGRANT						CRM			1	073	073	07	2	7.4	4	1	4	-5.55555555555555	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171105050000	http://nripress.com/200-migrants-rescued-off-libyan-coast/
704011592	20171105	201711	2017	2017.8356	LBY	LIBYAN	LBY								CVL	IMMIGRANT						CVL			1	073	073	07	2	7.4	2	1	2	-5.55555555555555	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171105050000	http://nripress.com/200-migrants-rescued-off-libyan-coast/
704011593	20171105	201711	2017	2017.8356	LBY	LIBYAN	LBY								CVL	IMMIGRANT						CVL			1	173	173	17	4	-5.0	2	1	2	-5.55555555555555	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171105050000	http://nripress.com/200-migrants-rescued-off-libyan-coast/
704011594	20171105	201711	2017	2017.8356	LBY	LIBYA	LBY								MED	NEWS AGENCY						MED			1	010	010	01	1	0.0	2	1	2	-5.55555555555555	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171105050000	http://nripress.com/200-migrants-rescued-off-libyan-coast/
704011595	20171105	201711	2017	2017.8356	LBYMIL	LIBYAN	LBY					MIL			CRM	ILLEGAL IMMIGRANT						CRM			1	073	073	07	2	7.4	6	1	6	-5.55555555555555	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171105050000	http://nripress.com/200-migrants-rescued-off-libyan-coast/
704011596	20171105	201711	2017	2017.8356	LBYMIL	LIBYAN	LBY					MIL			CVL	IMMIGRANT						CVL			1	073	073	07	2	7.4	3	1	3	-5.55555555555555	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171105050000	http://nripress.com/200-migrants-rescued-off-libyan-coast/
704011597	20171105	201711	2017	2017.8356	LBYMIL	LIBYAN	LBY					MIL			CVL	IMMIGRANT						CVL			1	173	173	17	4	-5.0	3	1	3	-5.55555555555555	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171105050000	http://nripress.com/200-migrants-rescued-off-libyan-coast/
704011598	20171105	201711	2017	2017.8356	LBYMIL	LIBYAN	LBY					MIL			LBY	LIBYAN	LBY								1	190	190	19	4	-10.0	6	1	6	-5.55555555555555	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171105050000	http://nripress.com/200-migrants-rescued-off-libyan-coast/
704011599	20171105	201711	2017	2017.8356	LBYMIL	LIBYAN	LBY					MIL			MED	NEWS AGENCY						MED			1	010	010	01	1	0.0	3	1	3	-5.55555555555555	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171105050000	http://nripress.com/200-migrants-rescued-off-libyan-coast/
704011600	20171105	201711	2017	2017.8356	LEG	CONGRESS						LEG													0	120	120	12	3	-4.0	10	1	10	-2.42483026188166	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105050000	http://www.msn.com/en-us/news/politics/some-middle-class-americans-would-pay-higher-taxes-under-gop-bill-despite-trump%E2%80%99s-promise/ar-AAuscJS
704011601	20171105	201711	2017	2017.8356	LEG	FEDERAL EXECUTIVE COUNCIL						LEG			BUSCVL	BUSINESS						BUS	CVL		1	051	051	05	1	3.4	10	1	10	-1.68421052631579	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171105050000	http://www.businessdayonline.com/2018-budget-security-lapses-caused-delayed-presentation/
704011602	20171105	201711	2017	2017.8356	LEG	CONGRESS						LEG			CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	-0.33840947546532	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105050000	http://www.ecns.cn/2017/11-05/279674.shtml
704011603	20171105	201711	2017	2017.8356	LEG	CONGRESS						LEG			CHN	BEIJING	CHN								1	043	043	04	1	2.8	1	1	1	-0.33840947546532	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105050000	http://www.ecns.cn/2017/11-05/279674.shtml
704011604	20171105	201711	2017	2017.8356	LEG	CONGRESS						LEG			CHNGOV	ZHANG DEJIANG	CHN					GOV			1	042	042	04	1	1.9	2	1	2	-0.33840947546532	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105050000	http://www.ecns.cn/2017/11-05/279674.shtml
704011605	20171105	201711	2017	2017.8356	LEG	CONGRESS						LEG			CHNGOV	ZHANG DEJIANG	CHN					GOV			1	043	043	04	1	2.8	5	1	5	-0.33840947546532	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105050000	http://www.ecns.cn/2017/11-05/279674.shtml
704011606	20171105	201711	2017	2017.8356	LEG	CONGRESS						LEG			GOV	MINIST						GOV			1	060	060	06	2	6.0	3	1	3	-0.85959885386819	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171105050000	http://nripress.com/aap-b-team-of-congress-says-manoj-tiwari/
704011607	20171105	201711	2017	2017.8356	LEG	GENERAL ASSEMBLY						LEG			JUD	SUPREME COURT						JUD			0	043	043	04	1	2.8	4	1	4	-0.4861448711716	3	Holly Springs, North Carolina, United States	US	USNC	NC051	35.0882	-78.8947	1004932	3	Holly Springs, North Carolina, United States	US	USNC		35.0882	-78.8947	1004932	3	Holly Springs, North Carolina, United States	US	USNC		35.0882	-78.8947	1004932	20171105050000	http://www.statesville.com/news/state/ap/landowners-awaiting-payment-following-court-decision/article_34526203-a6c7-52ce-8ba0-0c1c999b6623.html
704011608	20171105	201711	2017	2017.8356	LEG	GENERAL ASSEMBLY						LEG			JUD	SUPREME COURT						JUD			0	043	043	04	1	2.8	6	1	6	-0.4861448711716	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	3	Holly Springs, North Carolina, United States	US	USNC		35.0882	-78.8947	1004932	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171105050000	http://www.statesville.com/news/state/ap/landowners-awaiting-payment-following-court-decision/article_34526203-a6c7-52ce-8ba0-0c1c999b6623.html
704011609	20171105	201711	2017	2017.8356	LEG	LAWMAKER						LEG			KOR	SOUTH KOREA	KOR								0	025	025	02	1	-0.3	1	1	1	-4.44697833523375	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171105050000	http://web.tampabay.com/news/nation/Pentagon-gives-dire-assessment-of-ground-war-with-North-Korea_162335467
704011610	20171105	201711	2017	2017.8356	MCOELI	ALBERT	MCO					ELI													0	010	010	01	1	0.0	5	1	5	-4.23814328960646	0								0								0								20171105050000	http://www.journalnow.com/news/elections/kernersville-candidates-focus-on-traffic-issues/article_72c259ce-9ec7-544e-adbe-f2a34313522f.html
704011611	20171105	201711	2017	2017.8356	MED	MEDIA						MED													0	010	010	01	1	0.0	8	1	8	-4.55840455840456	4	Dhenkanal, Orissa, India	IN	IN21	17810	20.6667	85.6	-2094748	0								4	Dhenkanal, Orissa, India	IN	IN21	17810	20.6667	85.6	-2094748	20171105050000	http://orissadiary.com/window-seat-mrinal-chatterjee-30/
704011612	20171105	201711	2017	2017.8356	MED	MEDIA						MED													0	010	010	01	1	0.0	2	1	2	-4.55840455840456	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20171105050000	http://orissadiary.com/window-seat-mrinal-chatterjee-30/
704011613	20171105	201711	2017	2017.8356	MED	SPOKESMAN						MED													0	013	013	01	1	0.4	5	1	5	0.85034013605442	0								0								0								20171105050000	http://www.rockymounttelegram.com/News/2017/11/05/Candidates-for-council-square-off.html
704011614	20171105	201711	2017	2017.8356	MED	JOURNALIST						MED													1	020	020	02	1	3.0	3	1	3	-6.38766519823789	1	Bangladesh	BG	BG		24	90	BG	0								1	Bangladesh	BG	BG		24	90	BG	20171105050000	https://thehimalayantimes.com/kathmandu/challenges-faced-by-female-journalists-discussed/
704011615	20171105	201711	2017	2017.8356	MED	MAGAZINE						MED													1	020	020	02	1	3.0	5	1	5	2.47349823321555	1	New Zealand	NZ	NZ		-42	174	NZ	0								1	New Zealand	NZ	NZ		-42	174	NZ	20171105050000	http://www.msn.com/en-us/autos/news/exclusive-photos-of-the-2018-jeep-wrangler-in-action/ar-AAupXV4
704011616	20171105	201711	2017	2017.8356	MED	BLOG						MED													0	043	043	04	1	2.8	10	1	10	1.60726764500349	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105050000	http://bombmagazine.org/articles/mossless-magazine/
704011617	20171105	201711	2017	2017.8356	MED	NEWSPAPER						MED													0	112	112	11	3	-2.0	10	1	10	-2.77777777777778	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20171105050000	http://www.dailyadvance.com/Letters/2017/11/05/103117lacylet.html
704011618	20171105	201711	2017	2017.8356	MED	RADIO STATION						MED													1	120	120	12	3	-4.0	5	1	5	0.44543429844098	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20171105050000	http://www.businessghana.com/site/news/news/154884/General
704011619	20171105	201711	2017	2017.8356	MED	MAGAZINE						MED													1	193	193	19	4	-10.0	6	1	6	-7.40740740740741	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20171105050000	http://wric.com/2017/11/03/police-teenager-shoots-dog-kills-grandmother-by-accident/
704011620	20171105	201711	2017	2017.8356	MED	MEDIA						MED			NPL	NEPAL	NPL								0	1721	172	17	4	-5.0	5	1	5	-6.38766519823789	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20171105050000	https://thehimalayantimes.com/kathmandu/challenges-faced-by-female-journalists-discussed/
704011621	20171105	201711	2017	2017.8356	MED	MEDIA						MED			RUS	RUSSIA	RUS								1	010	010	01	1	0.0	2	1	2	-1.95121951219512	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105050000	https://www.41nbc.com/2017/11/04/russian-trolls-duped-global-media-thousands-of-times/
704011622	20171105	201711	2017	2017.8356	MED	SPOKESMAN						MED			RUS	RUSSIA	RUS								0	112	112	11	3	-2.0	2	1	2	-0.82266910420475	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20171105050000	http://www.thearabweekly.com/Opinion/9571/Russia-assumes-the-lead-in-Syrias-peace-process
704011623	20171105	201711	2017	2017.8356	MED	SPOKESMAN						MED			RUS	RUSSIA	RUS								0	112	112	11	3	-2.0	8	1	8	-0.82266910420475	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	20171105050000	http://www.thearabweekly.com/Opinion/9571/Russia-assumes-the-lead-in-Syrias-peace-process
704011624	20171105	201711	2017	2017.8356	MED	MEDIA						MED			SPY	INTELLIGENCE						SPY			1	010	010	01	1	0.0	6	1	6	-1.95121951219512	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105050000	https://www.41nbc.com/2017/11/04/russian-trolls-duped-global-media-thousands-of-times/
704011625	20171105	201711	2017	2017.8356	MED	MEDIA						MED			USA	TAMPA	USA								1	010	010	01	1	0.0	3	1	3	-3.38345864661654	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	20171105050000	http://www.wltx.com/news/nation-now/no-children-allowed-restaurant-bans-kids-from-establishment/489198545
704011626	20171105	201711	2017	2017.8356	MEX	MEXICO CITY	MEX								USAGOV	US OFFICIAL	USA					GOV			0	043	043	04	1	2.8	6	1	6	-3.01047120418848	4	Mexico City, Distrito Federal, Mexico	MX	MX09	20887	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	20887	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	20887	19.4342	-99.1386	-1658079	20171105050000	http://www.deccanchronicle.com/world/america/051117/latest-jfk-files-say-no-evidence-found-of-cia-link-to-lee-oswald.html
704011627	20171105	201711	2017	2017.8356	MEX	MEXICO CITY	MEX								USAGOV	US OFFICIAL	USA					GOV			0	043	043	04	1	2.8	2	1	2	-3.01047120418848	4	Mexico City, Distrito Federal, Mexico	MX	MX09	20887	19.4342	-99.1386	-1658079	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Mexico City, Distrito Federal, Mexico	MX	MX09	20887	19.4342	-99.1386	-1658079	20171105050000	http://www.deccanchronicle.com/world/america/051117/latest-jfk-files-say-no-evidence-found-of-cia-link-to-lee-oswald.html
704011628	20171105	201711	2017	2017.8356	MEX	MEXICO CITY	MEX								USAGOV	US OFFICIAL	USA					GOV			0	043	043	04	1	2.8	2	1	2	-3.01047120418848	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105050000	http://www.deccanchronicle.com/world/america/051117/latest-jfk-files-say-no-evidence-found-of-cia-link-to-lee-oswald.html
704011629	20171105	201711	2017	2017.8356	MEXELI	MEXICAN	MEX					ELI													1	051	051	05	1	3.4	6	1	6	1.73410404624277	1	Mexico	MX	MX		23	-102	MX	0								1	Mexico	MX	MX		23	-102	MX	20171105050000	http://thehill.com/blogs/blog-briefing-room/news/358805-vicente-fox-thanks-trump-for-fueling-twitter-activism
704011630	20171105	201711	2017	2017.8356	MIL	MILITARY						MIL													0	010	010	01	1	0.0	10	1	10	-5.81113801452785	3	Albemarle, North Carolina, United States	US	USNC	NC021	35.6115	-82.5426	1017529	0								3	Albemarle, North Carolina, United States	US	USNC	NC021	35.6115	-82.5426	1017529	20171105050000	http://www.dailyadvance.com/Lifestyles/2017/11/05/White-crosses-to-honor-fallen-during-WWI.html
704011631	20171105	201711	2017	2017.8356	MIL	COMMANDER						MIL													0	042	042	04	1	1.9	6	1	6	-0.82266910420475	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	0								4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	20171105050000	http://www.thearabweekly.com/Opinion/9571/Russia-assumes-the-lead-in-Syrias-peace-process
704011632	20171105	201711	2017	2017.8356	MIL	ARMY						MIL													0	046	046	04	1	7.0	2	1	2	-1.16279069767442	4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	0								4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	20171105050000	https://timesofindia.indiatimes.com/city/guwahati/another-assam-armyman-told-to-prove-citizenship/articleshow/61514991.cms
704011633	20171105	201711	2017	2017.8356	MIL	MILITARY PERSONNEL						MIL			CVL	VILLAGE						CVL			1	020	020	02	1	3.0	10	1	10	-3.92422192151556	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171105050000	http://www.msn.com/en-us/news/world/built-for-invasion-north-korean-tunnels-now-flow-with-tourists/ar-AAus018
704011634	20171105	201711	2017	2017.8356	MIL	MILITARY FORCE						MIL			CVL	POPULATION						CVL			0	060	060	06	2	6.0	5	1	5	-5.81113801452785	3	Albemarle, North Carolina, United States	US	USNC	NC021	35.6115	-82.5426	1017529	3	Albemarle, North Carolina, United States	US	USNC	NC021	35.6115	-82.5426	1017529	3	Albemarle, North Carolina, United States	US	USNC	NC021	35.6115	-82.5426	1017529	20171105050000	http://www.dailyadvance.com/Lifestyles/2017/11/05/White-crosses-to-honor-fallen-during-WWI.html
704011635	20171105	201711	2017	2017.8356	MIL	NAVY						MIL			CVL	RESIDENTS						CVL			1	090	090	09	2	-2.0	10	1	10	-3.05343511450382	0								0								0								20171105050000	http://www.dailymirror.lk/139810/Laggala-drowning-Five-bodies-recovered-three-missing
704011636	20171105	201711	2017	2017.8356	MIL	NATIONAL GUARD						MIL			FRA	FRANCE	FRA								1	072	072	07	2	8.3	2	1	2	-5.15097690941385	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Germany	GM	GM		51.5	10.5	GM	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105050000	http://www.dailyadvance.com/Lifestyles-Columnists/2017/11/05/Private-David-Green-among-region-s-dead-in-WWI.html
704011637	20171105	201711	2017	2017.8356	MIL	NATIONAL GUARD						MIL			FRA	FRANCE	FRA								1	072	072	07	2	8.3	6	1	6	-5.15097690941385	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105050000	http://www.dailyadvance.com/Lifestyles-Columnists/2017/11/05/Private-David-Green-among-region-s-dead-in-WWI.html
704011638	20171105	201711	2017	2017.8356	MIL	NATIONAL GUARD						MIL			FRA	FRANCE	FRA								1	072	072	07	2	8.3	2	1	2	-5.15097690941385	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105050000	http://www.dailyadvance.com/Lifestyles-Columnists/2017/11/05/Private-David-Green-among-region-s-dead-in-WWI.html
704011639	20171105	201711	2017	2017.8356	MIL	NATIONAL GUARD						MIL			FRA	FRANCE	FRA								1	072	072	07	2	8.3	10	1	10	-5.15097690941385	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105050000	http://www.dailyadvance.com/Lifestyles-Columnists/2017/11/05/Private-David-Green-among-region-s-dead-in-WWI.html
704011640	20171105	201711	2017	2017.8356	MIL	MILITARY						MIL			IRQ	IRAQ	IRQ								1	111	111	11	3	-2.0	8	1	8	-1.75115207373272	4	Qaim, NinawáZ, Iraq	IZ	IZ15	36823	36.5085	43.1807	9124670	4	Qaim, NinawáZ, Iraq	IZ	IZ15	36823	36.5085	43.1807	9124670	4	Anbar, Kayseri, Turkey	TU	TU38	28005	38.7525	35.3764	-735259	20171105050000	http://www.thearabweekly.com/News-&-Analysis/9572/Post-ISIS-Iraq-faces-sovereignty-challenges
704011641	20171105	201711	2017	2017.8356	MIL	JOINT CHIEFS OF STAFF						MIL			KOR	SEOUL	KOR								0	042	042	04	1	1.9	3	1	3	-4.44697833523375	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105050000	http://web.tampabay.com/news/nation/Pentagon-gives-dire-assessment-of-ground-war-with-North-Korea_162335467
704011642	20171105	201711	2017	2017.8356	MIL	MILITARY						MIL			PRK	NORTH KOREA	PRK								0	043	043	04	1	2.8	10	1	10	0.44150110375276	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171105050000	http://www.msn.com/en-us/news/world/arriving-in-japan-trump-projects-confidence-says-he%E2%80%99ll-probably-meet-putin-during-asia-trip/ar-AAus5Zk
704011643	20171105	201711	2017	2017.8356	MIL	COMMANDER						MIL			SYR	SYRIA	SYR								0	042	042	04	1	1.9	4	1	4	-0.82266910420475	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	20171105050000	http://www.thearabweekly.com/Opinion/9571/Russia-assumes-the-lead-in-Syrias-peace-process
704011644	20171105	201711	2017	2017.8356	MIL	ARMY						MIL			UAF	MILITANT						UAF			1	190	190	19	4	-10.0	20	1	10	-18.6274509803922	4	Baramulla, Jammu and Kashmir, India	IN	IN12	72789	34.5667	74.75	-2090422	4	Baramulla, Jammu and Kashmir, India	IN	IN12	72789	34.5667	74.75	-2090422	4	Baramulla, Jammu and Kashmir, India	IN	IN12	72789	34.5667	74.75	-2090422	20171105050000	http://www.deccanherald.com/content/641145/army-foils-infiltration-bid-two.html
