702951583	20171101	201711	2017	2017.8247											BLROPP	BELARUS	BLR					OPP			1	173	173	17	4	-5.0	10	1	10	-8.64197530864197	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20171101124500	BelaPAN news agency, Minsk/BBC Monitoring/(c) BBC
702951584	20171101	201711	2017	2017.8247											COP	PRISON						COP			1	020	020	02	1	3.0	10	1	10	-8.64197530864197	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20171101124500	BelaPAN news agency, Minsk/BBC Monitoring/(c) BBC
702951585	20171101	201711	2017	2017.8247											COP	PRISON						COP			1	173	173	17	4	-5.0	10	1	10	-8.64197530864197	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20171101124500	BelaPAN news agency, Minsk/BBC Monitoring/(c) BBC
702951586	20171101	201711	2017	2017.8247											RUS	RUSSIA	RUS								1	043	043	04	1	2.8	4	1	4	-2.58899676375405	0								4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	20171101124500	BBC Monitoring/BBC Monitoring/(c) BBC
702951587	20171101	201711	2017	2017.8247	BLR	MINSK	BLR																		1	125	125	12	3	-5.0	7	1	7	-8.64197530864197	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20171101124500	BelaPAN news agency, Minsk/BBC Monitoring/(c) BBC
702951588	20171101	201711	2017	2017.8247	BLR	MINSK	BLR								BLROPP	BELARUSIAN	BLR					OPP			1	173	173	17	4	-5.0	8	1	8	-8.64197530864197	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20171101124500	BelaPAN news agency, Minsk/BBC Monitoring/(c) BBC
702951589	20171101	201711	2017	2017.8247	BLR	MINSK	BLR								COP	PRISON						COP			1	141	141	14	3	-6.5	10	1	10	-8.64197530864197	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20171101124500	BelaPAN news agency, Minsk/BBC Monitoring/(c) BBC
702951590	20171101	201711	2017	2017.8247	BUS	AIRLINE						BUS			UKR	ODESSA	UKR								0	033	033	03	1	5.2	2	1	2	-4.82142857142857	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	20171101124500	UA/BBC Monitoring/(c) BBC
702951591	20171101	201711	2017	2017.8247	BUS	AIRLINE						BUS			UKR	ODESSA	UKR								0	033	033	03	1	5.2	8	1	8	-4.82142857142857	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	20171101124500	UA/BBC Monitoring/(c) BBC
702951592	20171101	201711	2017	2017.8247	BUS	AIRLINE						BUS			UKR	ODESSA	UKR								0	060	060	06	2	6.0	2	1	2	-4.82142857142857	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171101124500	UA/BBC Monitoring/(c) BBC
702951593	20171101	201711	2017	2017.8247	BUS	AIRLINE						BUS			UKR	ODESSA	UKR								0	060	060	06	2	6.0	8	1	8	-4.82142857142857	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	20171101124500	UA/BBC Monitoring/(c) BBC
702951594	20171101	201711	2017	2017.8247	CHN	CHINESE	CHN								CHNGOV	ZHANG YESUI	CHN					GOV			1	036	036	03	1	4.0	2	1	2	1.5625	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171101124500	Yonhap news agency in English/BBC Monitoring/(c) BBC
