703874017	20171104	201711	2017	2017.8329											IRQ	IRAQ	IRQ								1	040	040	04	1	1.0	4	1	4	-0.23094688221709	0								4	Najaf, An Najaf, Iraq	IZ	IZ17	36817	31.9892	44.3291	-3102873	4	Najaf, An Najaf, Iraq	IZ	IZ17	36817	31.9892	44.3291	-3102873	20171104114500	Vision of the Islamic Republic of Iran Network 1, Tehran/BBC Monitoring/(c) BBC
703874018	20171104	201711	2017	2017.8329	AFG	AFGHANISTAN	AFG								GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	3	1	3	0	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171104114500	Hasht-e Sobh, Kabul/BBC Monitoring/(c) BBC
703874019	20171104	201711	2017	2017.8329	AFG	AFGHANISTAN	AFG								GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	5	1	5	0	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	United States	US	US		39.828175	-98.5795	US	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171104114500	Hasht-e Sobh, Kabul/BBC Monitoring/(c) BBC
703874020	20171104	201711	2017	2017.8329	AFG	AFGHAN	AFG								GOV	GOVERNMENT						GOV			1	111	111	11	3	-2.0	8	1	8	-0.62630480167015	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171104114500	Rah-e Madaneyat, Kabul/BBC Monitoring/(c) BBC
703874021	20171104	201711	2017	2017.8329	COP	SECURITY FORCE						COP			IRN	IRAN	IRN								0	090	090	09	2	-2.0	4	1	4	-0.23094688221709	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	20171104114500	Vision of the Islamic Republic of Iran Network 1, Tehran/BBC Monitoring/(c) BBC
703874022	20171104	201711	2017	2017.8329	COP	SECURITY FORCE						COP			IRN	IRAN	IRN								0	090	090	09	2	-2.0	2	1	2	-0.23094688221709	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	20171104114500	Vision of the Islamic Republic of Iran Network 1, Tehran/BBC Monitoring/(c) BBC
703874023	20171104	201711	2017	2017.8329	COP	SECURITY FORCE						COP			IRN	IRAN	IRN								0	090	090	09	2	-2.0	2	1	2	-0.23094688221709	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171104114500	Vision of the Islamic Republic of Iran Network 1, Tehran/BBC Monitoring/(c) BBC
703874024	20171104	201711	2017	2017.8329	COP	SECURITY FORCE						COP			IRNMIL	IRANIAN	IRN					MIL			0	090	090	09	2	-2.0	2	1	2	-0.23094688221709	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	20171104114500	Vision of the Islamic Republic of Iran Network 1, Tehran/BBC Monitoring/(c) BBC
703874025	20171104	201711	2017	2017.8329	COPMIL	POLICE						COP	MIL		IRN	IRANIAN	IRN								0	043	043	04	1	2.8	1	1	1	-0.23094688221709	4	Najaf, An Najaf, Iraq	IZ	IZ17	36817	31.9892	44.3291	-3102873	4	Najaf, An Najaf, Iraq	IZ	IZ17	36817	31.9892	44.3291	-3102873	4	Najaf, An Najaf, Iraq	IZ	IZ17	36817	31.9892	44.3291	-3102873	20171104114500	Vision of the Islamic Republic of Iran Network 1, Tehran/BBC Monitoring/(c) BBC
703874026	20171104	201711	2017	2017.8329	COPMIL	POLICE						COP	MIL		IRN	IRANIAN	IRN								0	043	043	04	1	2.8	1	1	1	-0.23094688221709	4	Najaf, An Najaf, Iraq	IZ	IZ17	36817	31.9892	44.3291	-3102873	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Shalamcheh, Khuzestan, Iran	IR	IR15	36787	30.5049	48.0294	10080146	20171104114500	Vision of the Islamic Republic of Iran Network 1, Tehran/BBC Monitoring/(c) BBC
703874027	20171104	201711	2017	2017.8329	GOV	MAYOR						GOV													0	014	014	01	1	0.0	5	1	5	0	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171104114500	Hasht-e Sobh, Kabul/BBC Monitoring/(c) BBC
703874028	20171104	201711	2017	2017.8329	GOV	MINISTRY						GOV													1	073	073	07	2	7.4	5	1	5	-3.1055900621118	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20171104114500	Multiple Sources/BBC Monitoring/(c) BBC
703874029	20171104	201711	2017	2017.8329	GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		GOV	EMBASSY						GOV			1	010	010	01	1	0.0	2	1	2	-0.23094688221709	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	20171104114500	Vision of the Islamic Republic of Iran Network 1, Tehran/BBC Monitoring/(c) BBC
703874030	20171104	201711	2017	2017.8329	GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		GOV	EMBASSY						GOV			1	010	010	01	1	0.0	6	1	6	-0.23094688221709	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	4	Azarbayjan, Iran (general), Iran	IR	IR00	41037	37	46	-3054143	20171104114500	Vision of the Islamic Republic of Iran Network 1, Tehran/BBC Monitoring/(c) BBC
703874031	20171104	201711	2017	2017.8329	GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		GOV	EMBASSY						GOV			1	010	010	01	1	0.0	2	1	2	-0.23094688221709	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171104114500	Vision of the Islamic Republic of Iran Network 1, Tehran/BBC Monitoring/(c) BBC
