705104603	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			SAU	SAUDI ARABIA	SAU								0	016	016	01	1	-2.0	5	1	5	-3.30188679245283	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108201500	SPA news agency, Riyadh/BBC Monitoring/(c) BBC
705104604	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			SAU	SAUDI ARABIA	SAU								0	110	110	11	3	-2.0	5	1	5	-3.30188679245283	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108201500	SPA news agency, Riyadh/BBC Monitoring/(c) BBC
705104605	20171108	201711	2017	2017.8438											GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	10	1	10	1.92592592592592	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108201500	Ariana News TV, Kabul/BBC Monitoring/(c) BBC
705104606	20171108	201711	2017	2017.8438											SOM	MOGADISHU	SOM								1	042	042	04	1	1.9	1	1	1	-3.26797385620915	0								4	Baydhabo, Bay, Somalia	SO	SO04	25669	3.11383	43.6498	-3216356	4	Baydhabo, Bay, Somalia	SO	SO04	25669	3.11383	43.6498	-3216356	20171108201500	Radio Simba, Mogadishu/BBC Monitoring/(c) BBC
705104607	20171108	201711	2017	2017.8438											SOM	SOMALIA	SOM								1	042	042	04	1	1.9	2	1	2	-3.26797385620915	0								4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Galmudug, Somalia (general), Somalia	SO	SO00	25707	6	48	11432107	20171108201500	Radio Simba, Mogadishu/BBC Monitoring/(c) BBC
705104608	20171108	201711	2017	2017.8438											SOM	SOMALIA	SOM								1	080	080	08	2	5.0	6	1	6	-3.26797385620915	0								4	Puntland, Somalia (general), Somalia	SO	SO00	25718	9	49	11432105	4	Puntland, Somalia (general), Somalia	SO	SO00	25718	9	49	11432105	20171108201500	Radio Simba, Mogadishu/BBC Monitoring/(c) BBC
705104609	20171108	201711	2017	2017.8438											UAF	ARMED GROUP						UAF			0	051	051	05	1	3.4	10	1	10	1.92592592592592	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108201500	Ariana News TV, Kabul/BBC Monitoring/(c) BBC
705104610	20171108	201711	2017	2017.8438	AFG	AFGHANISTAN	AFG								MOS	ISLAM				MOS					0	046	046	04	1	7.0	10	1	10	1.92592592592592	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108201500	Ariana News TV, Kabul/BBC Monitoring/(c) BBC
705104611	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								IRN	IRAN	IRN								1	030	030	03	1	4.0	6	1	6	-0.52083333333334	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Nasiriyan, Ilam, Iran	IR	IR10	36809	32.8439	46.8817	-3076680	1	Russia	RS	RS		60	100	RS	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104612	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								IRN	IRAN	IRN								1	030	030	03	1	4.0	2	1	2	-0.52083333333334	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Nasiriyan, Ilam, Iran	IR	IR10	36809	32.8439	46.8817	-3076680	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104613	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								IRN	IRAN	IRN								1	030	030	03	1	4.0	2	1	2	-0.52083333333334	1	Russia	RS	RS		60	100	RS	4	Nasiriyan, Ilam, Iran	IR	IR10	36809	32.8439	46.8817	-3076680	1	Russia	RS	RS		60	100	RS	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104614	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								IRN	IRAN	IRN								1	057	057	05	1	8.0	6	1	6	-0.52083333333334	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Nasiriyan, Ilam, Iran	IR	IR10	36809	32.8439	46.8817	-3076680	1	Russia	RS	RS		60	100	RS	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104615	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								IRN	IRAN	IRN								1	057	057	05	1	8.0	2	1	2	-0.52083333333334	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Nasiriyan, Ilam, Iran	IR	IR10	36809	32.8439	46.8817	-3076680	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104616	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								IRN	IRAN	IRN								1	057	057	05	1	8.0	2	1	2	-0.52083333333334	1	Russia	RS	RS		60	100	RS	4	Nasiriyan, Ilam, Iran	IR	IR10	36809	32.8439	46.8817	-3076680	1	Russia	RS	RS		60	100	RS	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104617	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								RUS	RUSSIA	RUS								1	030	030	03	1	4.0	6	1	6	-0.52083333333334	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104618	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								RUS	RUSSIA	RUS								1	030	030	03	1	4.0	2	1	2	-0.52083333333334	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Nasiriyan, Ilam, Iran	IR	IR10	36809	32.8439	46.8817	-3076680	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104619	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								RUS	RUSSIA	RUS								1	030	030	03	1	4.0	2	1	2	-0.52083333333334	1	Russia	RS	RS		60	100	RS	4	Nasiriyan, Ilam, Iran	IR	IR10	36809	32.8439	46.8817	-3076680	1	Russia	RS	RS		60	100	RS	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104620	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								RUS	RUSSIA	RUS								1	057	057	05	1	8.0	6	1	6	-0.52083333333334	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104621	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								RUS	RUSSIA	RUS								1	057	057	05	1	8.0	2	1	2	-0.52083333333334	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Nasiriyan, Ilam, Iran	IR	IR10	36809	32.8439	46.8817	-3076680	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104622	20171108	201711	2017	2017.8438	AZE	AZERBAIJAN	AZE								RUS	RUSSIA	RUS								1	057	057	05	1	8.0	2	1	2	-0.52083333333334	1	Russia	RS	RS		60	100	RS	4	Nasiriyan, Ilam, Iran	IR	IR10	36809	32.8439	46.8817	-3076680	1	Russia	RS	RS		60	100	RS	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104623	20171108	201711	2017	2017.8438	GOV	GOVERNMENT						GOV													1	043	043	04	1	2.8	10	1	10	1.92592592592592	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108201500	Ariana News TV, Kabul/BBC Monitoring/(c) BBC
705104624	20171108	201711	2017	2017.8438	GOV	PRESIDENT						GOV			KOR	SOUTH KOREA	KOR								1	042	042	04	1	1.9	2	1	2	-0.52083333333334	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20171108201500	Vision of the Islamic Republic of Iran Sahar 1 TV, Tehran/BBC Monitoring/(c) BBC
705104625	20171108	201711	2017	2017.8438	GOV	PRINCE						GOV			SAU	SAUDI	SAU								1	046	046	04	1	7.0	4	1	4	-3.30188679245283	1	Yemen	YM	YM		15.5	47.5	YM	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Yemen	YM	YM		15.5	47.5	YM	20171108201500	SPA news agency, Riyadh/BBC Monitoring/(c) BBC
705104626	20171108	201711	2017	2017.8438	GOV	PRINCE						GOV			SAUGOV	SAUDI	SAU					GOV			1	046	046	04	1	7.0	6	1	6	-3.30188679245283	1	Yemen	YM	YM		15.5	47.5	YM	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Yemen	YM	YM		15.5	47.5	YM	20171108201500	SPA news agency, Riyadh/BBC Monitoring/(c) BBC
705104627	20171108	201711	2017	2017.8438	GOV	AUTHORITIES						GOV			SOM	SOMALIA	SOM								0	040	040	04	1	1.0	2	1	2	-3.26797385620915	4	Beledweyne, Hiiraan, Somalia	SO	SO07	25684	4.73583	45.2036	-3216432	4	Beledweyne, Hiiraan, Somalia	SO	SO07	25684	4.73583	45.2036	-3216432	4	Baydhabo, Bay, Somalia	SO	SO04	25669	3.11383	43.6498	-3216356	20171108201500	Radio Simba, Mogadishu/BBC Monitoring/(c) BBC
705104628	20171108	201711	2017	2017.8438	GOV	PRESIDENT						GOV			SOM	MOGADISHU	SOM								1	042	042	04	1	1.9	1	1	1	-3.26797385620915	4	Beledweyne, Hiiraan, Somalia	SO	SO07	25684	4.73583	45.2036	-3216432	4	Baydhabo, Bay, Somalia	SO	SO04	25669	3.11383	43.6498	-3216356	4	Baydhabo, Bay, Somalia	SO	SO04	25669	3.11383	43.6498	-3216356	20171108201500	Radio Simba, Mogadishu/BBC Monitoring/(c) BBC
