703747817	20161103	201611	2016	2016.8301	COP	POLICE						COP													1	010	010	01	1	0.0	10	1	10	-6.8241469816273	3	Warren County, New York, United States	US	USNY	NY113	43.5501	-73.7996	974154	0								3	Warren County, New York, United States	US	USNY		43.5501	-73.7996	974154	20171103223000	http://local12.com/news/local/franklin-strip-club-employees-face-drug-indictments
703747818	20161103	201611	2016	2016.8301	CVL	RESIDENTS						CVL													0	010	010	01	1	0.0	6	1	6	3.46534653465346	3	Front Range, Colorado, United States	US	USCO	CO019	39.6339	-105.818	170426	0								3	Front Range, Colorado, United States	US	USCO		39.6339	-105.818	170426	20171103223000	http://www.gjsentinel.com/news/articles/land-trust-grows
703747819	20161103	201611	2016	2016.8301	EDU	SCHOOL						EDU			GOV	MAYOR						GOV			1	0841	084	08	2	7.0	10	1	10	0.1779359430605	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20171103223000	http://www.philly.com/philly/opinion/editorials/jim-kenney-philadelphia-school-reform-20171103.html
703747820	20161103	201611	2016	2016.8301	LEG	LAWMAKER						LEG													0	012	012	01	1	-0.4	10	1	10	-3.01624129930395	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171103223000	http://www.witf.org/state-house-sound-bites/2017/11/lawmakers-admin-poised-for-fight-over-jobless-program-funding.php
703747821	20161103	201611	2016	2016.8301	LEG	SENATOR						LEG													1	0231	023	02	1	3.4	3	1	3	-0.53333333333333	3	Dutchess County, New York, United States	US	USNY	NY027	41.7668	-73.7329	974112	0								3	Dutchess County, New York, United States	US	USNY		41.7668	-73.7329	974112	20171103223000	http://www.stargazette.com/story/news/local/new-york/2017/11/03/primary-cuomo-democrat-fuels-bid/107306944/
703747822	20161103	201611	2016	2016.8301	MED	SPOKESMAN						MED			GRC	GREECE	GRC								1	192	192	19	4	-9.5	3	1	3	-6.4516129032258	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171103223000	http://www.worldbulletin.net/todays-news/195555/eu-turkey-refugee-deal-very-important-says-greece
703747823	20161103	201611	2016	2016.8301	REF	ASYLUM SEEKER						REF			GRC	GREECE	GRC								1	192	192	19	4	-9.5	3	1	3	-6.4516129032258	1	Germany	GM	GM		51.5	10.5	GM	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171103223000	http://www.worldbulletin.net/todays-news/195555/eu-turkey-refugee-deal-very-important-says-greece
703747824	20161103	201611	2016	2016.8301	TUR	TURKEY	TUR								GRC	GREECE	GRC								1	192	192	19	4	-9.5	4	1	4	-6.4516129032258	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171103223000	http://www.worldbulletin.net/todays-news/195555/eu-turkey-refugee-deal-very-important-says-greece
703747825	20161103	201611	2016	2016.8301	TUR	TURKEY	TUR								REF	ASYLUM SEEKER						REF			1	192	192	19	4	-9.5	3	1	3	-6.4516129032258	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171103223000	http://www.worldbulletin.net/todays-news/195555/eu-turkey-refugee-deal-very-important-says-greece
703747826	20161103	201611	2016	2016.8301	TUR	TURKEY	TUR								REF	ASYLUM SEEKER						REF			1	192	192	19	4	-9.5	1	1	1	-6.4516129032258	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	1	Syria	SY	SY		35	38	SY	1	Germany	GM	GM		51.5	10.5	GM	20171103223000	http://www.worldbulletin.net/todays-news/195555/eu-turkey-refugee-deal-very-important-says-greece
