704841963	20071111	200711	2007	2007.8521	USA	NEBRASKA	USA																		0	061	061	06	2	6.4	1	1	1	0.7607776838546	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	0								4	Han Fang, Jiangxi, China	CH	CH03	13163	25.4888	115.093	-1908336	20171108020000	HTTP://en.ce.cn/main/latest/201711/08/t20171108_26797295.shtml
704841964	20071111	200711	2007	2007.8521	USA	NEBRASKA	USA																		0	061	061	06	2	6.4	1	1	1	0.7607776838546	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20171108020000	HTTP://en.ce.cn/main/latest/201711/08/t20171108_26797295.shtml
704841965	20161108	201611	2016	2016.8438											USAGOV	BARACK OBAMA	USA					GOV			0	050	050	05	1	3.5	20	2	20	-5.55676529875818	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171108020000	https://www.dailysabah.com/asia/2017/11/08/png-court-rejects-bid-to-restore-services-to-asylum-seeker-camp
704841966	20161108	201611	2016	2016.8438	HLH	NURSE						HLH													1	060	060	06	2	6.0	10	1	10	5.30120481927711	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20171108020000	https://www.beckershospitalreview.com/human-capital-and-risk/government-programs-are-reversing-healthcare-worker-shortages-in-other-countries-but-can-it-work-in-america.html
704841967	20161108	201611	2016	2016.8438	IRQ	IRAQ	IRQ								LEG	CONGRESS						LEG			0	022	022	02	1	3.2	4	1	4	0.78864353312302	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20171108020000	http://www.businessinsider.com/ap-iraqi-vp-asks-for-arms-training-for-sunnis-in-his-country-2017-11
704841968	20161108	201611	2016	2016.8438	JUD	COUNSEL						JUD			USA	WASHINGTON	USA								0	040	040	04	1	1.0	4	1	4	0.78864353312302	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108020000	http://www.businessinsider.com/ap-iraqi-vp-asks-for-arms-training-for-sunnis-in-his-country-2017-11
704841969	20161108	201611	2016	2016.8438	JUD	COUNSEL						JUD			USAJUD	WASHINGTON	USA					JUD			0	040	040	04	1	1.0	6	1	6	0.78864353312302	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Turkey	TU	TU		39.059012	34.911546	TU	20171108020000	http://www.businessinsider.com/ap-iraqi-vp-asks-for-arms-training-for-sunnis-in-his-country-2017-11
704841970	20161108	201611	2016	2016.8438	LEG	LEGISLATOR						LEG													1	022	022	02	1	3.2	1	1	1	-1.92837465564738	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	0								3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	20171108020000	http://www.saukvalley.com/2017/11/07/bivins-sponsors-bill-to-amend-ethics-law/aosgg1b/
704841971	20161108	201611	2016	2016.8438	LEG	LEGISLATOR						LEG			USA	UNITED STATES	USA								1	022	022	02	1	3.2	2	1	2	-1.92837465564738	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	20171108020000	http://www.saukvalley.com/2017/11/07/bivins-sponsors-bill-to-amend-ethics-law/aosgg1b/
704841972	20161108	201611	2016	2016.8438	MED	MEDIA						MED			USA	FRESNO	USA								1	042	042	04	1	1.9	5	1	5	1.80722891566265	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171108020000	http://abc30.com/the-city-of-fresno-and-its-sister-city-in-france-are-benefiting-students-at-central-high-school-/2614881/
704841973	20161108	201611	2016	2016.8438	NIC	NICARAGUA	NIC																		0	010	010	01	1	0.0	7	1	7	-3.23886639676113	1	United States	US	US		39.828175	-98.5795	US	0								4	Managua, Managua, Nicaragua	NU	NU10	22490	12.1508	-86.2683	-1113265	20171108020000	https://au.news.yahoo.com/a/37785515/nicaragua-climate-politics-in-hot-water/
704841974	20161108	201611	2016	2016.8438	NZL	NEW ZEALAND	NZL																		1	080	080	08	2	5.0	1	1	1	0.45146726862303	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20171108020000	http://www.nzherald.co.nz/wanganui-chronicle/news/article.cfm?c_id=1503426&objectid=11941630
704841975	20161108	201611	2016	2016.8438	NZL	NEW ZEALAND	NZL																		1	080	080	08	2	5.0	1	1	1	0.45146726862303	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20171108020000	http://www.nzherald.co.nz/wanganui-chronicle/news/article.cfm?c_id=1503426&objectid=11941630
704841976	20161108	201611	2016	2016.8438	PRK	NORTH KOREAN	PRK																		0	010	010	01	1	0.0	10	1	10	-2.90237467018469	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171108020000	https://www.nytimes.com/2017/11/07/opinion/trump-north-korea-talk.html
704841977	20161108	201611	2016	2016.8438	PTY	POLITICIAN																			1	051	051	05	1	3.4	6	1	6	0.15898251192369	5	Waikato, Waikato, New Zealand	NZ	NZG1	22389	-38	175.5	11483309	0								5	Waikato, Waikato, New Zealand	NZ	NZG1	22389	-38	175.5	11483309	20171108020000	https://www.nowtolove.co.nz/parenting/parenting-news/willow-jean-prime-has-just-become-the-first-nz-politician-to-breastfeed-her-baby-in-parliament-35115
