703260973	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	0.52910052910053	3	Dominican House Of Studies, District of Columbia, United States	US	USDC	DC001	38.9315	-76.9991	2062585	0								3	Catholic University Of America, District of Columbia, United States	US	USDC		38.9329	-76.9978	531457	20171102113000	http://www.heraldmalaysia.com/news/theologian-resigns-from-usccb-committee-after-publishing-letter-to-pope-francis/39130/4
703260974	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-6.31163708086785	3	Brevard County, Florida, United States	US	USFL	FL009	28.292	-80.7492	295749	0								3	Jefferson County, Florida, United States	US	USFL		30.4169	-83.8957	295733	20171102113000	http://www.wftv.com/news/9-investigates/9-investigates-prisoner-accused-of-terrorizing-rape-victim/635977276
703260975	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	-1.75	3	Kokomo, Indiana, United States	US	USIN	IN067	40.4864	-86.1336	437425	0								3	Kokomo, Indiana, United States	US	USIN	IN067	40.4864	-86.1336	437425	20171102113000	http://fox59.com/2017/11/02/behind-bars-bond-between-inmate-and-service-dog-grows/
703260976	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	5	1	4	0.52910052910053	3	Catholic University Of America, District of Columbia, United States	US	USDC	DC001	38.9329	-76.9978	531457	0								3	Catholic University Of America, District of Columbia, United States	US	USDC		38.9329	-76.9978	531457	20171102113000	http://www.heraldmalaysia.com/news/theologian-resigns-from-usccb-committee-after-publishing-letter-to-pope-francis/39130/4
703260977	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	6	1	6	-6.34920634920635	3	Boulder River, Montana, United States	US	USMT	MT097	45.8527	-109.924	780284	0								3	Boulder River, Montana, United States	US	USMT		45.8527	-109.924	780284	20171102113000	http://www.belgrade-news.com/news/briefs/fwp-seeks-info-on-poachers-near-big-timber/article_db607638-bf5d-11e7-a6c1-3bd2607785c1.html
703260978	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	-4.80427046263345	3	Bernardsville, New Jersey, United States	US	USNJ	NJ035	40.7187	-74.5693	874698	0								3	Bernardsville, New Jersey, United States	US	USNJ	NJ035	40.7187	-74.5693	874698	20171102113000	http://www.nj.com/politics/index.ssf/2017/11/nj_first_lady_caught_in_distracted_driving_crackdo.html
703260979	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	-0.11086474501108	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								4	Little Buffalo, Saskatchewan, Canada	CA	CA11	154724	55.9258	-108.674	-571193	20171102113000	https://www.thecoast.ca/halifax/betty-peterson-is-ahead-by-a-century/Content?oid=10518614
703260980	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-0.11086474501108	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171102113000	https://www.thecoast.ca/halifax/betty-peterson-is-ahead-by-a-century/Content?oid=10518614
703260981	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	011	011	01	1	-0.1	8	1	8	0.26666666666667	3	Bloomington, Illinois, United States	US	USIL	IL113	40.4842	-88.9937	404579	0								3	Bloomington, Illinois, United States	US	USIL	IL113	40.4842	-88.9937	404579	20171102113000	http://www.tribuneledgernews.com/extra/news/sheriff-s-department-to-begin-inspection-of-liquor-license-holders/article_94edb8b8-e938-53a4-9880-4e1e77ed1349.html
703260982	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	011	011	01	1	-0.1	8	1	4	1.27551020408163	2	Idaho, United States	US	USID		44.2394	-114.51	ID	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	20171102113000	http://lmtribune.com/northwest/stites-small-budget-big-plans-for-city-council-mayor/article_fe2d3c19-860c-5d40-9723-350a677fe388.html
703260983	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	011	011	01	1	-0.1	2	1	2	-4.30047472772969	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171102113000	http://www.cnn.com/2017/11/02/health/hospice-partner/
703260984	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	2	1	2	-4.30047472772969	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171102113000	http://www.cnn.com/2017/11/02/health/hospice-partner/
703260985	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	013	013	01	1	0.4	2	1	2	1.49476831091181	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20171102113000	http://www.laramieboomerang.com/news/uw-diversity-officer-forms-cross-campus-council/article_ad350cc4-bf80-11e7-9c59-d3f343b429ae.html
703260986	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	014	014	01	1	0.0	2	1	2	1.50309460654289	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171102113000	http://www.staradvertiser.com/2017/11/02/hawaii-news/vacation-rental-issue-moves-to-planning-department/?HSA=9b22993675ba24046de325788f9e9e706a14462c
703260987	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	4	1	4	-11.1111111111111	3	Starke County, Indiana, United States	US	USIN	IN149	41.2959	-86.625	450389	0								3	Marshall County, Indiana, United States	US	USIN		41.3437	-86.3097	450372	20171102113000	https://wkvi.com/2017/11/two-sentenced-battery-charges/
703260988	20171102	201711	2017	2017.8274	USA	AUSTIN	USA																		1	020	020	02	1	3.0	1	1	1	-3.29079919408999	4	Abakaliki, Ebonyi, Nigeria	NI	NI53	191314	6.31625	8.11691	-1996692	0								4	Abakaliki, Ebonyi, Nigeria	NI	NI53	191314	6.31625	8.11691	-1996692	20171102113000	http://www.nairaland.com/4152484/nma-raise-alarm-over-quacks
703260989	20171102	201711	2017	2017.8274	USA	AMERICAN	USA																		0	020	020	02	1	3.0	6	1	3	0.95238095238095	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	0								3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20171102113000	https://ivn.us/2017/11/02/how-seattle-leading-fight-against-corrupt-politics/
703260990	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	2.67062314540059	3	Laramie Plains, Wyoming, United States	US	USWY	WY001	41.238	-105.748	2041346	0								3	Laramie Plains, Wyoming, United States	US	USWY		41.238	-105.748	2041346	20171102113000	http://www.laramieboomerang.com/news/construction-underway-to-alice-hardie-stevens-center-addition/article_e0a7ef00-bf7f-11e7-8a7f-6f4203d90615.html
703260991	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	2.67062314540059	3	Laramie Plains, Wyoming, United States	US	USWY	WY001	41.238	-105.748	2041346	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171102113000	http://www.laramieboomerang.com/news/construction-underway-to-alice-hardie-stevens-center-addition/article_e0a7ef00-bf7f-11e7-8a7f-6f4203d90615.html
703260992	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	1	1	1	-2.4623803009576	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171102113000	http://time.com/5006944/what-doctors-facing-the-opioid-crisis-need-next/
703260993	20171102	201711	2017	2017.8274	USA	MONTANA	USA																		1	020	020	02	1	3.0	2	1	2	-6.34920634920635	3	Boulder River, Montana, United States	US	USMT	MT097	45.8527	-109.924	780284	0								3	Boulder River, Montana, United States	US	USMT		45.8527	-109.924	780284	20171102113000	http://www.belgrade-news.com/news/briefs/fwp-seeks-info-on-poachers-near-big-timber/article_db607638-bf5d-11e7-a6c1-3bd2607785c1.html
703260994	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	2	1	2	-3.15052508751459	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171102113000	http://www.cnn.com/2017/11/02/politics/tax-reform-republican-plan/
703260995	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	030	030	03	1	4.0	4	1	4	2.67062314540059	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171102113000	http://www.laramieboomerang.com/news/construction-underway-to-alice-hardie-stevens-center-addition/article_e0a7ef00-bf7f-11e7-8a7f-6f4203d90615.html
703260996	20171102	201711	2017	2017.8274	USA	CINCINNATI	USA																		0	036	036	03	1	4.0	10	1	10	-1.0989010989011	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	0								3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20171102113000	http://www.businesswire.com/news/home/20171102005717/en/Cincinnati-Bell-Reports-Quarter-2017-Results
703260997	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	4	1	4	0.939702427564609	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171102113000	https://www.openpr.com/news/798519/Global-Diamond-Semiconductor-Substrates-Market-Industry-Analysis-Size-Share-Growth-Trends-and-Forecast-2016-2024.html
703260998	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	6	1	6	-0.87013269523602	3	Rapid City, South Dakota, United States	US	USSD	SD103	44.0805	-103.231	1265333	0								3	Rapid City, South Dakota, United States	US	USSD		44.0805	-103.231	1265333	20171102113000	http://rapidcityjournal.com/ads/other/ad_vault/class-legal-pg/pdfdisplayad_8a4a1980-b5aa-59dc-bca2-6f1ff132874d.html
703260999	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	2	1	2	-3.54570637119113	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171102113000	http://www.telegraph.co.uk/travel/destinations/central-america/panama/articles/darien-scheme-scotland-only-colony/
703261000	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	4	1	4	-3.54570637119113	2	Alaska, United States	US	USAK		61.385	-152.268	AK	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171102113000	http://www.telegraph.co.uk/travel/destinations/central-america/panama/articles/darien-scheme-scotland-only-colony/
703261001	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	2	1	2	-5.86034912718204	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171102113000	http://guardianlv.com/2017/11/halloween-mystery-betty-boop-murder/
703261002	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	2	1	2	-0.11086474501108	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								4	Little Buffalo, Saskatchewan, Canada	CA	CA11	154724	55.9258	-108.674	-571193	20171102113000	https://www.thecoast.ca/halifax/betty-peterson-is-ahead-by-a-century/Content?oid=10518614
703261003	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	6	1	6	4.27350427350427	3	Chula Vista, California, United States	US	USCA	CA073	32.6401	-117.084	1660481	0								3	Chula Vista, California, United States	US	USCA		32.6401	-117.084	1660481	20171102113000	http://www.realgeni.com/detail/land/Land-for-Sale-Start-Investing-in-Land_222702375961.html
703261004	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	4	1	4	2.59481037924152	3	Reynolds Square, Georgia, United States	US	USGA	GA051	32.0791	-81.0893	1694633	0								3	Reynolds Square, Georgia, United States	US	USGA		32.0791	-81.0893	1694633	20171102113000	http://savannahnow.com/accent/news/2017-11-01/downtown-savannah-becomes-80s-argentina-marvel-s-ant-man-and-wasp
703261005	20171102	201711	2017	2017.8274	USA	CALIFORNIA	USA																		1	043	043	04	1	2.8	4	1	4	4.27350427350427	2	California, United States	US	USCA		36.17	-119.746	CA	0								3	Chula Vista, California, United States	US	USCA		32.6401	-117.084	1660481	20171102113000	http://www.realgeni.com/detail/land/Land-for-Sale-Start-Investing-in-Land_222702375961.html
703261006	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	045	045	04	1	5.0	20	2	20	0.83507306889353	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171102113000	http://www.bbc.com/news/uk-northern-ireland-41843905
703261007	20171102	201711	2017	2017.8274	USA	NEW YORK	USA																		0	070	070	07	2	7.0	2	1	2	-2.33516483516484	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	20171102113000	http://www.sun-sentinel.com/news/sns-bc-us--bike-path-attack-suspect-20171101-story.html
703261008	20171102	201711	2017	2017.8274	USA	SAN FRANCISCO	USA																		0	071	071	07	2	7.4	3	2	3	-3.10426002609337	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171102113000	http://news.trust.org/item/20171102110757-26kpk
703261009	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	073	073	07	2	7.4	4	1	4	-0.76923076923077	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20171102113000	https://www.aol.com/article/news/2017/10/31/workers-make-gruesome-discovery-while-cutting-grass-in-rural-oklahoma-area/23262066/
703261010	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	080	080	08	2	5.0	8	1	4	-4.62776659959759	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171102113000	https://www.aol.com/article/news/2017/11/01/body-cameras-capture-arrest-of-man-accused-of-taking-daughter-across-state-lines/23263258/
703261011	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	0831	083	08	2	5.0	2	1	2	1.86393289841565	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20171102113000	https://www.marketwatch.com/investing/stock/tpx
703261012	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	090	090	09	2	-2.0	3	1	3	-2.80599903241412	3	Erie, Pennsylvania, United States	US	USPA	PA049	42.1292	-80.0851	1174305	0								3	Erie, Pennsylvania, United States	US	USPA	PA049	42.1292	-80.0851	1174305	20171102113000	http://news.trust.org/item/20171102110757-fl58g
703261013	20171102	201711	2017	2017.8274	USA	CALIFORNIA	USA																		1	090	090	09	2	-2.0	10	1	10	1.76470588235294	3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	0								3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	20171102113000	http://lmtribune.com/obituaries/marlin-andrew-hissim/article_2e1b4cef-2c79-5b68-ac23-904261372790.html
703261014	20171102	201711	2017	2017.8274	USA	HAWAII	USA																		1	090	090	09	2	-2.0	6	1	6	4.00763358778626	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171102113000	http://calgaryherald.com/travel/robbins-here-are-the-surprises-among-top-trending-holiday-destinations-for-calgarians
703261015	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	100	100	10	3	-5.0	4	1	4	3.17460317460317	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171102113000	http://www.hot1029.com/syndicated-article/?id=466474
703261016	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	110	110	11	3	-2.0	4	1	4	4.54545454545454	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20171102113000	http://www.laramieboomerang.com/news/acpl-welcomes-new-youth-services-librarian/article_078eb088-bf79-11e7-b1d9-9765989274a7.html
703261017	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	112	112	11	3	-2.0	8	1	8	1.50309460654289	3	Waialua, Hawaii, United States	US	USHI	HI009	21.1003	-156.761	364542	0								3	Waialua, Hawaii, United States	US	USHI	HI009	21.1003	-156.761	364542	20171102113000	http://www.staradvertiser.com/2017/11/02/hawaii-news/vacation-rental-issue-moves-to-planning-department/?HSA=9b22993675ba24046de325788f9e9e706a14462c
703261018	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	115	115	11	3	-2.0	4	1	4	-15.2046783625731	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171102113000	https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/brett-ratner-sues-woman-for-libel-over-rape-accusations/articleshow/61445512.cms
703261019	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	124	124	12	3	-4.0	8	1	4	1.27551020408163	2	Idaho, United States	US	USID		44.2394	-114.51	ID	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	20171102113000	http://lmtribune.com/northwest/stites-small-budget-big-plans-for-city-council-mayor/article_fe2d3c19-860c-5d40-9723-350a677fe388.html
703261020	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	124	124	12	3	-4.0	2	1	2	-4.30047472772969	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171102113000	http://www.cnn.com/2017/11/02/health/hospice-partner/
703261021	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	124	124	12	3	-4.0	2	1	2	-4.30047472772969	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171102113000	http://www.cnn.com/2017/11/02/health/hospice-partner/
703261022	20171102	201711	2017	2017.8274	USA	AMERICAN	USA																		1	130	130	13	3	-4.4	6	1	6	-3.80293863439931	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171102113000	https://www.theguardian.com/world/2017/nov/02/korean-americans-donald-trump-north-korea-nuclear-threats
703261023	20171102	201711	2017	2017.8274	USA	FLORIDA	USA																		1	138	138	13	3	-7.0	8	1	8	-10	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	0								3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20171102113000	http://www.dailymail.co.uk/wires/ap/article-5042535/Man-arrested-Florida-airport-threatened-kill-wife.html
703261024	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	141	141	14	3	-6.5	2	1	2	-0.11086474501108	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								4	Little Buffalo, Saskatchewan, Canada	CA	CA11	154724	55.9258	-108.674	-571193	20171102113000	https://www.thecoast.ca/halifax/betty-peterson-is-ahead-by-a-century/Content?oid=10518614
703261025	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	141	141	14	3	-6.5	2	1	2	-0.11086474501108	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171102113000	https://www.thecoast.ca/halifax/betty-peterson-is-ahead-by-a-century/Content?oid=10518614
703261026	20171102	201711	2017	2017.8274	USA	MISSISSIPPI	USA																		1	172	172	17	4	-5.0	6	1	6	2.28136882129277	3	State Of Mississippi, Mississippi, United States	US	USMS	MS079	32.7504	-89.7504	1779790	0								3	State Of Mississippi, Mississippi, United States	US	USMS		32.7504	-89.7504	1779790	20171102113000	https://onenewsnow.com/legal-courts/2017/11/02/freedom-of-conscience-at-risk-again
703261027	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	172	172	17	4	-5.0	2	1	2	-5.86034912718204	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	0								3	Douglasville, Georgia, United States	US	USGA	GA099	31.3599	-84.6702	331583	20171102113000	http://guardianlv.com/2017/11/halloween-mystery-betty-boop-murder/
703261028	20171102	201711	2017	2017.8274	USA	MISSISSIPPI	USA																		1	172	172	17	4	-5.0	2	1	2	2.28136882129277	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	0								2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20171102113000	https://onenewsnow.com/legal-courts/2017/11/02/freedom-of-conscience-at-risk-again
703261029	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	182	182	18	4	-9.5	6	1	6	-3.52941176470589	3	Richmondville, New York, United States	US	USNY	NY095	42.6342	-74.564	962483	0								3	Richmondville, New York, United States	US	USNY	NY095	42.6342	-74.564	962483	20171102113000	http://wbktfm.com/tips-wanted-in-40-year-old-schoharie-county-murder/
