705691502	20171109	201711	2017	2017.8466	KEN	KENYA	KEN																		0	010	010	01	1	0.0	4	1	4	-2.00573065902578	4	Homa Bay, Nyanza, Kenya	KE	KE07	18585	-0.527309	34.4571	-2246017	0								4	Homa Bay, Nyanza, Kenya	KE	KE07	18585	-0.527309	34.4571	-2246017	20171110134500	The Star website/BBC Monitoring/(c) BBC
705691503	20171110	201711	2017	2017.8493											GOV	GOVERNMENT						GOV			1	023	023	02	1	3.4	10	1	10	0.54446460980036	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171110134500	Tolo News, Kabul/BBC Monitoring/(c) BBC
705691504	20171110	201711	2017	2017.8493											LAB	WORKER						LAB			0	130	130	13	3	-4.4	10	1	10	-3.04878048780487	0								4	Bekobod, Namangan, Uzbekistan	UZ	UZ06	39810	40.9817	71.5123	10870040	4	Bekobod, Namangan, Uzbekistan	UZ	UZ06	39810	40.9817	71.5123	10870040	20171110134500	Kun.uz website, Tashkent/BBC Monitoring/(c) BBC
705691505	20171110	201711	2017	2017.8493	AFG	HERAT	AFG								GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		1	010	010	01	1	0.0	10	1	10	-4.95049504950495	0								0								0								20171110134500	Herat TV in Dari/BBC Monitoring/(c) BBC
705691506	20171110	201711	2017	2017.8493	AFG	HERAT	AFG								GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		1	042	042	04	1	1.9	10	1	10	-4.95049504950495	0								0								0								20171110134500	Herat TV in Dari/BBC Monitoring/(c) BBC
705691507	20171110	201711	2017	2017.8493	GOV	PRESIDENT						GOV			AFG	HERAT	AFG								1	018	018	01	1	3.4	10	1	10	-4.95049504950495	0								0								0								20171110134500	Herat TV in Dari/BBC Monitoring/(c) BBC
705691508	20171110	201711	2017	2017.8493	GOV	PRESIDENT						GOV			AFG	HERAT	AFG								1	186	186	18	4	-10.0	10	1	10	-4.95049504950495	0								0								0								20171110134500	Herat TV in Dari/BBC Monitoring/(c) BBC
705691509	20171110	201711	2017	2017.8493	GOV	PRESIDENT						GOV			COP	SECURITY OFFICIAL						COP			1	138	138	13	3	-7.0	10	1	10	-4.95049504950495	0								0								0								20171110134500	Herat TV in Dari/BBC Monitoring/(c) BBC
705691510	20171110	201711	2017	2017.8493	GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		AFG	HERAT	AFG								1	043	043	04	1	2.8	10	1	10	-4.95049504950495	0								0								0								20171110134500	Herat TV in Dari/BBC Monitoring/(c) BBC
705691511	20171110	201711	2017	2017.8493	KEN	KENYA	KEN								GOV	PRESIDENT						GOV			0	051	051	05	1	3.4	1	1	1	-2.00573065902578	4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	4	Machakos, Eastern, Kenya	KE	KE03	18585	-1.51667	37.2667	-2254318	4	Siaya, Nyanza, Kenya	KE	KE07	18585	0.061158	34.2882	29069	20171110134500	The Star website/BBC Monitoring/(c) BBC
705691512	20171110	201711	2017	2017.8493	KEN	KENYA	KEN								GOV	PRESIDENT						GOV			0	051	051	05	1	3.4	5	1	5	-2.00573065902578	4	Siaya, Nyanza, Kenya	KE	KE07	18585	0.061158	34.2882	29069	4	Siaya, Nyanza, Kenya	KE	KE07	18585	0.061158	34.2882	29069	4	Siaya, Nyanza, Kenya	KE	KE07	18585	0.061158	34.2882	29069	20171110134500	The Star website/BBC Monitoring/(c) BBC
705691513	20171110	201711	2017	2017.8493	KEN	KENYA	KEN								KENGOV	MOSES WETANGULA	KEN					GOV			0	011	011	01	1	-0.1	4	1	4	-2.00573065902578	4	Homa Bay, Nyanza, Kenya	KE	KE07	18585	-0.527309	34.4571	-2246017	4	Homa Bay, Nyanza, Kenya	KE	KE07	18585	-0.527309	34.4571	-2246017	4	Homa Bay, Nyanza, Kenya	KE	KE07	18585	-0.527309	34.4571	-2246017	20171110134500	The Star website/BBC Monitoring/(c) BBC
705691514	20171110	201711	2017	2017.8493	KENGOV	MOSES WETANGULA	KEN					GOV													0	011	011	01	1	-0.1	6	1	6	-2.00573065902578	4	Vihiga, Western, Kenya	KE	KE09	18585	0.040867	34.7128	-2264298	0								4	Vihiga, Western, Kenya	KE	KE09	18585	0.040867	34.7128	-2264298	20171110134500	The Star website/BBC Monitoring/(c) BBC
705691515	20171110	201711	2017	2017.8493	KENGOV	UHURU KENYATTA	KEN					GOV													0	0831	083	08	2	5.0	4	1	4	-2.00573065902578	4	Homa Bay, Nyanza, Kenya	KE	KE07	18585	-0.527309	34.4571	-2246017	0								4	Homa Bay, Nyanza, Kenya	KE	KE07	18585	-0.527309	34.4571	-2246017	20171110134500	The Star website/BBC Monitoring/(c) BBC
705691516	20171110	201711	2017	2017.8493	KENGOV	UHURU KENYATTA	KEN					GOV													0	0831	083	08	2	5.0	6	1	6	-2.00573065902578	4	Vihiga, Western, Kenya	KE	KE09	18585	0.040867	34.7128	-2264298	0								4	Vihiga, Western, Kenya	KE	KE09	18585	0.040867	34.7128	-2264298	20171110134500	The Star website/BBC Monitoring/(c) BBC
