703229885	20161102	201611	2016	2016.8274											EDU	SCHOOL						EDU			0	036	036	03	1	4.0	3	1	3	3.33024976873265	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20171102094500	http://magicvalley.com/news/local/education/meeting-job-demands-mini-cassia-companies-schools-develop-apprentice-programs/article_9794009d-a73d-5800-99a3-efc5892c196b.html
703229886	20161102	201611	2016	2016.8274											EDU	STUDENT						EDU			0	042	042	04	1	1.9	5	1	5	-7.5	0								4	Mandvi, Gujarat, India	IN	IN09	17649	21.25	73.3	-2103744	4	Mandvi, Gujarat, India	IN	IN09	17649	21.25	73.3	-2103744	20171102094500	https://www.siasat.com/news/najeeb-ahmeds-mother-relives-ordeal-detained-outside-court-1250707/
703229887	20161102	201611	2016	2016.8274											EDU	UNIVERSITY						EDU			0	043	043	04	1	2.8	5	1	5	-7.5	0								4	Mandvi, Gujarat, India	IN	IN09	17649	21.25	73.3	-2103744	4	Mandvi, Gujarat, India	IN	IN09	17649	21.25	73.3	-2103744	20171102094500	https://www.siasat.com/news/najeeb-ahmeds-mother-relives-ordeal-detained-outside-court-1250707/
703229888	20161102	201611	2016	2016.8274											GOV	STATE OFFICIAL						GOV			0	025	025	02	1	-0.3	3	1	3	-1.02230483271376	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171102094500	http://www.rollcall.com/news/politics/senate-republicans-dont-break-with-tradition-on-roy-moore
703229889	20161102	201611	2016	2016.8274											GOV	STATE OFFICIAL						GOV			0	128	128	12	3	-5.0	3	1	3	-1.02230483271376	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171102094500	http://www.rollcall.com/news/politics/senate-republicans-dont-break-with-tradition-on-roy-moore
703229890	20161102	201611	2016	2016.8274	EDU	SCHOOL						EDU													0	036	036	03	1	4.0	3	1	3	3.33024976873265	2	Idaho, United States	US	USID		44.2394	-114.51	ID	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	20171102094500	http://magicvalley.com/news/local/education/meeting-job-demands-mini-cassia-companies-schools-develop-apprentice-programs/article_9794009d-a73d-5800-99a3-efc5892c196b.html
703229891	20161102	201611	2016	2016.8274	EDU	UNIVERSITY						EDU													0	042	042	04	1	1.9	5	1	5	-7.5	4	Mandvi, Gujarat, India	IN	IN09	17649	21.25	73.3	-2103744	0								4	Mandvi, Gujarat, India	IN	IN09	17649	21.25	73.3	-2103744	20171102094500	https://www.siasat.com/news/najeeb-ahmeds-mother-relives-ordeal-detained-outside-court-1250707/
703229892	20161102	201611	2016	2016.8274	EDU	STUDENT						EDU													0	043	043	04	1	2.8	5	1	5	-7.5	4	Mandvi, Gujarat, India	IN	IN09	17649	21.25	73.3	-2103744	0								4	Mandvi, Gujarat, India	IN	IN09	17649	21.25	73.3	-2103744	20171102094500	https://www.siasat.com/news/najeeb-ahmeds-mother-relives-ordeal-detained-outside-court-1250707/
703229893	20161102	201611	2016	2016.8274	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	3.33024976873265	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20171102094500	http://magicvalley.com/news/local/education/meeting-job-demands-mini-cassia-companies-schools-develop-apprentice-programs/article_9794009d-a73d-5800-99a3-efc5892c196b.html
703229894	20161102	201611	2016	2016.8274	GBR	UNITED KINGDOM	GBR																		1	084	084	08	2	7.0	5	1	5	-0.46296296296296	4	Paddington, Westminster, United Kingdom	UK	UKP5	40110	51.5207	-0.196524	-2604948	0								4	Paddington, Westminster, United Kingdom	UK	UKP5	40110	51.5207	-0.196524	-2604948	20171102094500	http://www.business-standard.com/article/pti-stories/paddington-2-to-release-in-india-on-january-12-2018-117110200701_1.html
703229895	20161102	201611	2016	2016.8274	GBR	UNITED KINGDOM	GBR																		1	084	084	08	2	7.0	1	1	1	-0.46296296296296	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20171102094500	http://www.business-standard.com/article/pti-stories/paddington-2-to-release-in-india-on-january-12-2018-117110200701_1.html
