703653895	20071106	200711	2007	2007.8384	BUS	BUSINESS						BUS													1	141	141	14	3	-6.5	5	1	5	2.07522697795072	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171103160000	http://www.northbaybusinessjournal.com/opinion/7557290-181/value-add-employment-automation-robotics-ai
703653896	20161103	201611	2016	2016.8301											COP	POLICE						COP			1	112	112	11	3	-2.0	4	1	4	-5.78158458244111	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20171103160000	http://www.tellychakkar.com/tv/tv-news/arshi-khans-publicist-flynn-remedios-sues-gehana-vasisth-rs-1-crore-171103
703653897	20161103	201611	2016	2016.8301	AUS	MELBOURNE	AUS								TON	TONGA	TON								1	016	016	01	1	-2.0	10	1	10	-10.1910828025478	4	Polynesia, Tonga (general), Tonga	TN	TN00	16355	-10	-150	-2778356	4	Polynesia, Tonga (general), Tonga	TN	TN00	16355	-10	-150	-2778356	4	Polynesia, Tonga (general), Tonga	TN	TN00	16355	-10	-150	-2778356	20171103160000	http://www.pireport.org/articles/2010/09/10/four-plead-not-guilty-tonga-ferry-sinking-trial
703653898	20161103	201611	2016	2016.8301	COP	POLICE						COP			IND	PUNE	IND								1	112	112	11	3	-2.0	2	1	2	-5.78158458244111	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171103160000	http://www.tellychakkar.com/tv/tv-news/arshi-khans-publicist-flynn-remedios-sues-gehana-vasisth-rs-1-crore-171103
703653899	20161103	201611	2016	2016.8301	COP	POLICE						COP			IND	PUNE	IND								1	112	112	11	3	-2.0	2	1	2	-5.78158458244111	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20171103160000	http://www.tellychakkar.com/tv/tv-news/arshi-khans-publicist-flynn-remedios-sues-gehana-vasisth-rs-1-crore-171103
703653900	20161103	201611	2016	2016.8301	CZE	CZECH REPUBLIC	CZE								SVK	SLOVAK REPUBLIC	SVK								1	051	051	05	1	3.4	6	1	6	1.9047619047619	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	1	Slovak Republic	LO	LO		48.666667	19.5	LO	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20171103160000	http://www.radio.cz/en/section/curraffrs/prague-castle-opens-state-rooms-renovated-over-the-summer-to-the-public
703653901	20161103	201611	2016	2016.8301	EDU	SCHOOL						EDU			NGA	LAGOS	NGA								0	043	043	04	1	2.8	10	1	10	7.49128919860628	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20171103160000	https://www.bellanaija.com/2017/11/the-how-foundation-be-the-best/
703653902	20161103	201611	2016	2016.8301	GBR	UNITED KINGDOM	GBR								JUD	JUDGE						JUD			1	051	051	05	1	3.4	2	1	2	0.843373493975903	4	Langley, Northumberland, United Kingdom	UK	UKJ6	40125	54.9333	-2.26667	-2600708	4	Langley, Northumberland, United Kingdom	UK	UKJ6	40125	54.9333	-2.26667	-2600708	4	Langley, Northumberland, United Kingdom	UK	UKJ6	40125	54.9333	-2.26667	-2600708	20171103160000	https://www.langleytimes.com/business/finalists-announced-for-fraser-valley-commercial-building-awards/
703653903	20161103	201611	2016	2016.8301	GOV	KING						GOV			JUD	JUDGE						JUD			1	051	051	05	1	3.4	2	1	2	0.843373493975903	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20171103160000	https://www.langleytimes.com/business/finalists-announced-for-fraser-valley-commercial-building-awards/
703653904	20161103	201611	2016	2016.8301	GOV	KING						GOV			JUD	JUDGE						JUD			1	051	051	05	1	3.4	6	1	6	0.843373493975903	4	Langley, Northumberland, United Kingdom	UK	UKJ6	40125	54.9333	-2.26667	-2600708	4	Langley, Northumberland, United Kingdom	UK	UKJ6	40125	54.9333	-2.26667	-2600708	4	Langley, Northumberland, United Kingdom	UK	UKJ6	40125	54.9333	-2.26667	-2600708	20171103160000	https://www.langleytimes.com/business/finalists-announced-for-fraser-valley-commercial-building-awards/
