704319725	20161106	201611	2016	2016.8384	IRN	IRAN	IRN								SAU	SAUDI ARABIA	SAU								1	046	046	04	1	7.0	2	1	2	-1.05633802816902	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	20171106133000	BBC Monitoring in Persian/BBC Monitoring/(c) BBC
704319726	20161106	201611	2016	2016.8384	SAU	SAUDI ARABIA	SAU								GOV	SEMI OFFICIAL						GOV			1	036	036	03	1	4.0	8	1	8	-1.05633802816902	4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	20171106133000	BBC Monitoring in Persian/BBC Monitoring/(c) BBC
704319727	20161106	201611	2016	2016.8384	SAU	SAUDI ARABIA	SAU								GOV	SEMI OFFICIAL						GOV			1	036	036	03	1	4.0	2	1	2	-1.05633802816902	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	20171106133000	BBC Monitoring in Persian/BBC Monitoring/(c) BBC
704319728	20161106	201611	2016	2016.8384	SAU	SAUDI ARABIA	SAU								IRN	IRAN	IRN								1	046	046	04	1	7.0	8	1	8	-1.05633802816902	4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	20171106133000	BBC Monitoring in Persian/BBC Monitoring/(c) BBC
704319729	20161106	201611	2016	2016.8384	SAU	SAUDI ARABIA	SAU								IRN	IRAN	IRN								1	046	046	04	1	7.0	2	1	2	-1.05633802816902	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	20171106133000	BBC Monitoring in Persian/BBC Monitoring/(c) BBC
704319730	20161106	201611	2016	2016.8384	ZWE	ZIMBABWE	ZWE								OPP	OPPOSITION PARTIES						OPP			0	0241	024	02	1	-0.3	4	1	4	-0.81871345029239	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171106133000	https://www.dailynews.co.zw/articles/2017/11/06/mnangagwa-must-quit-zanu-pf
704319731	20161106	201611	2016	2016.8384	ZWE	ZIMBABWE	ZWE								OPP	OPPOSITION PARTIES						OPP			0	0241	024	02	1	-0.3	4	1	4	-0.69605568445476	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171106133000	http://www.newsdzezimbabwe.co.uk/2017/11/walk-away-war-vets-urge-mnangagwa.html
704319732	20161106	201611	2016	2016.8384	ZWE	ZIMBABWE	ZWE								OPP	OPPOSITION PARTIES						OPP			0	026	026	02	1	4.0	4	1	4	-0.81871345029239	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171106133000	https://www.dailynews.co.zw/articles/2017/11/06/mnangagwa-must-quit-zanu-pf
704319733	20161106	201611	2016	2016.8384	ZWE	ZIMBABWE	ZWE								OPP	OPPOSITION PARTIES						OPP			0	026	026	02	1	4.0	4	1	4	-0.69605568445476	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171106133000	http://www.newsdzezimbabwe.co.uk/2017/11/walk-away-war-vets-urge-mnangagwa.html
704319734	20171007	201710	2017	2017.7589	CHN	CHINA	CHN								LEG	CONGRESS						LEG			1	042	042	04	1	1.9	10	1	10	3.79746835443038	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171106133000	https://euobserver.com/stakeholders/139762
704319735	20171007	201710	2017	2017.7589	GOV	GOVERNOR						GOV			SAU	JEDDAH	SAU								1	046	046	04	1	7.0	3	1	3	1.58730158730158	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20171106133000	http://www.islamicfinance.de/?q=node/2675
704319736	20171007	201710	2017	2017.7589	LEG	CONGRESS						LEG			CHN	CHINA	CHN								1	043	043	04	1	2.8	10	1	10	3.79746835443038	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106133000	https://euobserver.com/stakeholders/139762
704319737	20171007	201710	2017	2017.7589	MED	WRITER						MED			CAN	OTTAWA	CAN								1	020	020	02	1	3.0	10	1	10	0.4040404040404	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171106133000	http://www.capebretonpost.com/opinion/editorial-a-question-of-justice-158761/
704319738	20171007	201710	2017	2017.7589	NER	NIGER	NER								MIL	SPECIAL FORCES						MIL			1	190	190	19	4	-10.0	2	1	2	-3.44827586206897	4	Mopti, Mopti, Mali	ML	ML04	19399	14.4891	-4.19283	-1071966	4	Mopti, Mopti, Mali	ML	ML04	19399	14.4891	-4.19283	-1071966	4	Mopti, Mopti, Mali	ML	ML04	19399	14.4891	-4.19283	-1071966	20171106133000	http://www.defenceweb.co.za/index.php?option=com_content&view=article&id=49748&catid=74&Itemid=30
704319739	20171007	201710	2017	2017.7589	NER	NIGER	NER								MIL	SPECIAL FORCES						MIL			1	190	190	19	4	-10.0	6	1	6	-3.44827586206897	1	Niger	NG	NG		16	8	NG	4	Bamako, Bamako, Mali	ML	ML01	81878	12.65	-8	-1064708	1	Niger	NG	NG		16	8	NG	20171106133000	http://www.defenceweb.co.za/index.php?option=com_content&view=article&id=49748&catid=74&Itemid=30
704319740	20171007	201710	2017	2017.7589	NER	NIGER	NER								MIL	SPECIAL FORCES						MIL			1	190	190	19	4	-10.0	2	1	2	-3.44827586206897	1	Niger	NG	NG		16	8	NG	4	Mopti, Mopti, Mali	ML	ML04	19399	14.4891	-4.19283	-1071966	1	Niger	NG	NG		16	8	NG	20171106133000	http://www.defenceweb.co.za/index.php?option=com_content&view=article&id=49748&catid=74&Itemid=30
704319741	20171007	201710	2017	2017.7589	SAU	JEDDAH	SAU								GOV	GOVERNOR						GOV			1	040	040	04	1	1.0	3	1	3	1.58730158730158	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20171106133000	http://www.islamicfinance.de/?q=node/2675
704319742	20171007	201710	2017	2017.7589	SAU	JEDDAH	SAU								GOV	GOVERNOR						GOV			1	046	046	04	1	7.0	3	1	3	1.58730158730158	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20171106133000	http://www.islamicfinance.de/?q=node/2675
704319743	20171007	201710	2017	2017.7589	USA	UNITED STATES	USA								COP	POLICE						COP			1	173	173	17	4	-5.0	2	1	2	-7.63723150357995	3	Asotin County, Washington, United States	US	USWA	WA003	46.1999	-117.184	1533502	3	Asotin County, Washington, United States	US	USWA		46.1999	-117.184	1533502	3	Asotin County, Washington, United States	US	USWA		46.1999	-117.184	1533502	20171106133000	http://beta.latimes.com/sns-bc-us--officer-killed-death-penalty-20171104-story.html
704319744	20171007	201710	2017	2017.7589	USA	UNITED STATES	USA								COP	POLICE						COP			1	190	190	19	4	-10.0	4	1	4	-7.63723150357995	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20171106133000	http://beta.latimes.com/sns-bc-us--officer-killed-death-penalty-20171104-story.html
704319745	20171030	201710	2017	2017.8219											BWA	BOTSWANA	BWA								1	043	043	04	1	2.8	10	1	10	-0.47732696897374	0								1	Botswana	BC	BC		-22	24	BC	1	Botswana	BC	BC		-22	24	BC	20171106133000	http://polity.org.za/article/sa-premier-supra-mahumapelo-on-botswana-trade-and-investment-show-2017-11-06
704319746	20171030	201710	2017	2017.8219											LEG	NATIONAL COUNCIL						LEG			1	046	046	04	1	7.0	2	1	2	-2.97029702970297	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Amethi, Uttar Pradesh, India	IN	IN36	17921	28.0167	81.05	-2088699	20171106133000	https://www.ibcworldnews.com/2017/11/06/kumar-vishwas-vs-arvind-kejriwal-manish-sisodia-the-rift-widens/
704319747	20171030	201710	2017	2017.8219											MNCGBRMED	VODAFONE	GBR					MNC	MED		0	062	062	06	2	7.4	10	1	10	1.6	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171106133000	http://www.afr.com/technology/garvan-institute-investigates-the-use-of-blockchain-to-control-medical-history-data-20171023-gz6tao
704319748	20171030	201710	2017	2017.8219	BWA	BOTSWANA	BWA																		1	042	042	04	1	1.9	10	1	10	-0.47732696897374	1	Botswana	BC	BC		-22	24	BC	0								1	Botswana	BC	BC		-22	24	BC	20171106133000	http://polity.org.za/article/sa-premier-supra-mahumapelo-on-botswana-trade-and-investment-show-2017-11-06
704319749	20171030	201710	2017	2017.8219	COP	DEPUTY						COP													0	010	010	01	1	0.0	6	1	6	0.12970168612192	5	Otago, Otago, New Zealand	NZ	NZF7	22391	-45.25	169.5	11483306	0								5	Otago, Otago, New Zealand	NZ	NZF7	22391	-45.25	169.5	11483306	20171106133000	https://www.tvnz.co.nz/one-news/new-zealand/auckland-schools-removal-soap-childrens-toilets-labelled-appalling-public-health-professor
704319750	20171030	201710	2017	2017.8219	COP	DEPUTY						COP			NZL	NEW ZEALAND	NZL								0	010	010	01	1	0.0	4	1	4	0.12970168612192	5	Otago, Otago, New Zealand	NZ	NZF7	22391	-45.25	169.5	11483306	5	Otago, Otago, New Zealand	NZ	NZF7	22391	-45.25	169.5	11483306	5	Otago, Otago, New Zealand	NZ	NZF7	22391	-45.25	169.5	11483306	20171106133000	https://www.tvnz.co.nz/one-news/new-zealand/auckland-schools-removal-soap-childrens-toilets-labelled-appalling-public-health-professor
704319751	20171030	201710	2017	2017.8219	ELI	FIRST LADY						ELI			GOV	PRESIDENT						GOV			1	110	110	11	3	-2.0	10	1	10	5.07042253521127	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171106133000	https://www.news24.com/Africa/Zimbabwe/succession-battle-powerful-zanu-pf-womens-league-openly-backs-grace-mugabe-for-vp-post-20171106
704319752	20171030	201710	2017	2017.8219	ELI	FIRST LADY						ELI			GOV	PRESIDENT						GOV			1	120	120	12	3	-4.0	10	1	10	5.07042253521127	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171106133000	https://www.news24.com/Africa/Zimbabwe/succession-battle-powerful-zanu-pf-womens-league-openly-backs-grace-mugabe-for-vp-post-20171106
704319753	20171030	201710	2017	2017.8219	GOV	PRESIDENT						GOV			GOVMIL	NATIONAL SECURITY ADVISER						GOV	MIL		0	010	010	01	1	0.0	2	1	2	-1.7286084701815	1	North Korea	KN	KN		40	127	KN	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171106133000	http://www.ktbb.com/post/?p=667288
704319754	20171030	201710	2017	2017.8219	GOV	PRESIDENT						GOV			JUD	SUPREME COURT						JUD			1	013	013	01	1	0.4	5	1	5	0.343642611683849	0								0								0								20171106133000	http://www.kbc.co.ke/local-news/all-eyes-on-supreme-court-as-presidential-petition-deadline-beckons/
704319755	20171030	201710	2017	2017.8219	GOVGOV	PRESIDENT						GOV	GOV		GOVMIL	NATIONAL SECURITY ADVISER						GOV	MIL		0	010	010	01	1	0.0	1	1	1	-1.73160173160174	1	North Korea	KN	KN		40	127	KN	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171106133000	http://www.ktbb.com/post/?p=667297
704319756	20171030	201710	2017	2017.8219	KOR	SEOUL	KOR								CHN	BEIJING	CHN								1	030	030	03	1	4.0	8	1	8	0	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106133000	http://koreabizwire.com/3-south-korean-retail-giants-apply-for-duty-free-license-in-jeju-airport/100240
704319757	20171030	201710	2017	2017.8219	MNCGBRMED	VODAFONE	GBR					MNC	MED												0	062	062	06	2	7.4	10	1	10	1.6	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171106133000	http://www.afr.com/technology/garvan-institute-investigates-the-use-of-blockchain-to-control-medical-history-data-20171023-gz6tao
704319758	20171030	201710	2017	2017.8219	MNCUSA	GENERAL ELECTRIC	USA					MNC			USAMED	WALL STREET JOURNAL	USA					MED			0	040	040	04	1	1.0	10	1	10	-1.58931977113796	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171106133000	https://www.washingtonpost.com/news/get-there/wp/2017/11/06/gop-tax-plan-leaves-401k-contribution-limits-but-abolishes-a-key-medical-deduction-for-seniors/
704319759	20171030	201710	2017	2017.8219	PHL	MANILA	PHL								IGOSEAASN	SOUTHEAST ASIAN NATIONS	SEA	ASN				IGO			1	013	013	01	1	0.4	6	1	6	-1.78571428571429	4	Camp Crame, Quezon City, Philippines	RP	RPF2	24210	14.6069	121.054	-2419768	4	Camp Crame, Quezon City, Philippines	RP	RPF2	24210	14.6069	121.054	-2419768	4	Camp Crame, Quezon City, Philippines	RP	RPF2	24210	14.6069	121.054	-2419768	20171106133000	http://malaysiandigest.com/frontpage/29-4-tile/706376-no-imminent-threat-to-asean-summit-2017-philippine-police.html
704319760	20171030	201710	2017	2017.8219	PHL	MANILA	PHL								IGOSEAASN	SOUTHEAST ASIAN NATIONS	SEA	ASN				IGO			1	013	013	01	1	0.4	4	1	4	-1.78571428571429	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Camp Crame, Quezon City, Philippines	RP	RPF2	24210	14.6069	121.054	-2419768	4	Camp Crame, Quezon City, Philippines	RP	RPF2	24210	14.6069	121.054	-2419768	20171106133000	http://malaysiandigest.com/frontpage/29-4-tile/706376-no-imminent-threat-to-asean-summit-2017-philippine-police.html
704319761	20171030	201710	2017	2017.8219	PTY	POLITICAL PARTIES									UGA	UGANDA	UGA								0	120	120	12	3	-4.0	5	1	5	1.30505709624796	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	20171106133000	http://observer.ug/news/headlines/55805-age-limit-opposition-make-u-turn-on-committee-appearance.html
704319762	20171030	201710	2017	2017.8219	UGA	UGANDA	UGA																		0	120	120	12	3	-4.0	5	1	5	1.30505709624796	1	Uganda	UG	UG		2	33	UG	0								1	Uganda	UG	UG		2	33	UG	20171106133000	http://observer.ug/news/headlines/55805-age-limit-opposition-make-u-turn-on-committee-appearance.html
704319763	20171030	201710	2017	2017.8219	USA	WASHINGTON	USA								ARM	ARMENIAN	ARM								1	010	010	01	1	0.0	10	1	10	-4.60992907801419	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	4	Metsamor, Armavir, Armenia	AM	AM03	4898	40.073	44.2896	-2325150	20171106133000	https://www.azernews.az/aggression/121741.html
704319764	20171030	201710	2017	2017.8219	USAMED	WALL STREET JOURNAL	USA					MED			MNCUSA	GENERAL ELECTRIC	USA					MNC			0	040	040	04	1	1.0	10	1	10	-1.58931977113796	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171106133000	https://www.washingtonpost.com/news/get-there/wp/2017/11/06/gop-tax-plan-leaves-401k-contribution-limits-but-abolishes-a-key-medical-deduction-for-seniors/
704319765	20171030	201710	2017	2017.8219	ZWE	ZIMBABWE	ZWE								BUS	BUSINESS						BUS			1	110	110	11	3	-2.0	2	1	2	0.97560975609756	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171106133000	https://www.dailynews.co.zw/articles/2017/11/06/mliswa-defends-army-involvement-in-command-agric
704319766	20171105	201711	2017	2017.8356											HLHGOV	DOCTOR						HLH	GOV		1	043	043	04	1	2.8	6	1	6	-0.90909090909091	0								4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	20171106133000	http://www.cjhk.ca/news/815299888/shelburne-health-meeting-hears-residents-affected-er-closures-and-shortage-doctors
704319767	20171105	201711	2017	2017.8356	CAN	CANADA	CAN								HLHGOV	DOCTOR						HLH	GOV		1	043	043	04	1	2.8	2	1	2	-0.90909090909091	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	20171106133000	http://www.cjhk.ca/news/815299888/shelburne-health-meeting-hears-residents-affected-er-closures-and-shortage-doctors
704319768	20171105	201711	2017	2017.8356	CANGOV	CANADA	CAN					GOV			HLHGOV	DOCTOR						HLH	GOV		1	043	043	04	1	2.8	2	1	2	-0.90909090909091	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	20171106133000	http://www.cjhk.ca/news/815299888/shelburne-health-meeting-hears-residents-affected-er-closures-and-shortage-doctors
704319769	20171105	201711	2017	2017.8356	GBR	UNITED KINGDOM	GBR								GBRGOVMED	JEREMY HUNT	GBR					GOV	MED		0	043	043	04	1	2.8	5	1	5	-1.47991543340381	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106133000	https://www.nursingtimes.net/news/workforce/alarming-rise-in-number-of-nurses-leaving-nmc-register-continues/7021911.article?blocktitle=top-news-story&contentID=20559
704319770	20171105	201711	2017	2017.8356	GBRGOVMED	JEREMY HUNT	GBR					GOV	MED		GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	5	1	5	-1.47991543340381	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106133000	https://www.nursingtimes.net/news/workforce/alarming-rise-in-number-of-nurses-leaving-nmc-register-continues/7021911.article?blocktitle=top-news-story&contentID=20559
704319771	20171105	201711	2017	2017.8356	HLHGOV	DOCTOR						HLH	GOV												1	010	010	01	1	0.0	6	1	6	-0.90909090909091	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	0								4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	20171106133000	http://www.cjhk.ca/news/815299888/shelburne-health-meeting-hears-residents-affected-er-closures-and-shortage-doctors
704319772	20171105	201711	2017	2017.8356	HLHGOV	DOCTOR						HLH	GOV												1	042	042	04	1	1.9	6	1	6	-0.90909090909091	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	0								4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	20171106133000	http://www.cjhk.ca/news/815299888/shelburne-health-meeting-hears-residents-affected-er-closures-and-shortage-doctors
704319773	20171105	201711	2017	2017.8356	HLHGOV	DOCTOR						HLH	GOV		CAN	CANADA	CAN								1	010	010	01	1	0.0	2	1	2	-0.90909090909091	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	4	Roseway, Nova Scotia, Canada	CA	CA07	12635	43.6333	-65.35	-572487	20171106133000	http://www.cjhk.ca/news/815299888/shelburne-health-meeting-hears-residents-affected-er-closures-and-shortage-doctors
