704859245	20161108	201611	2016	2016.8438											AUS	AUSTRALIA	AUS								0	051	051	05	1	3.4	1	1	1	-2.61682242990654	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Australia	AS	AS		-25	135	AS	20171108031500	https://www.bloomberg.com/news/articles/2017-11-08/u-s-china-trade-war-still-biggest-global-risk-nab-s-oster-says
704859246	20161108	201611	2016	2016.8438											PHL	PHILIPPINE	PHL								0	040	040	04	1	1.0	1	1	1	1.09090909090909	0								4	Taguig, City of Taguig, Philippines	RP	RPN6	24229	14.5243	121.079	-2455402	1	Russia	RS	RS		60	100	RS	20171108031500	http://www.sunstar.com.ph/manila/local-news/2017/11/08/duterte-says-ph-us-remain-best-friends-573634
704859247	20161108	201611	2016	2016.8438											USA	THE US	USA								0	061	061	06	2	6.4	5	1	5	-1.84563758389262	0								1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20171108031500	https://www.platts.com/latest-news/oil/singapore/angola-top-crude-supplier-to-china-independents-27886861
704859248	20161108	201611	2016	2016.8438	GBRGOV	UNITED KINGDOM	GBR					GOV			LEG	PARLIAMENT						LEG			0	010	010	01	1	0.0	4	1	4	-5.25587828492393	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108031500	http://www.thesundaily.my/news/2017/11/08/johnson-accused-jeopardising-case-briton-jailed-iran
704859249	20161108	201611	2016	2016.8438	GBRGOV	UNITED KINGDOM	GBR					GOV			LEG	PARLIAMENT						LEG			0	010	010	01	1	0.0	1	1	1	-5.25587828492393	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108031500	http://www.thesundaily.my/news/2017/11/08/johnson-accused-jeopardising-case-briton-jailed-iran
704859250	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV			BUS	COMPANIES						BUS			0	020	020	02	1	3.0	5	1	5	-1.4336917562724	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20171108031500	http://www.oregonlive.com/politics/index.ssf/2017/11/kate_brown_changes_course_dema_1.html
704859251	20161108	201611	2016	2016.8438	GOV	PRESIDENT						GOV			BUS	DEFENSE CONTRACTOR						BUS			1	111	111	11	3	-2.0	5	1	5	-0.69084628670121	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171108031500	https://www.msn.com/en-us/money/companies/6-companies-that-are-the-most-reliant-on-government-contracts/ar-AAuusxc
704859252	20161108	201611	2016	2016.8438	HLH	HOSPITAL						HLH													1	071	071	07	2	7.4	10	1	10	0	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	0								4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	20171108031500	http://www.recorder.ca/2017/11/07/counties-hospital-fund-backed
704859253	20161108	201611	2016	2016.8438	IRN	IRAN	IRN								LEG	PARLIAMENT						LEG			0	042	042	04	1	1.9	1	1	1	-5.25587828492393	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108031500	http://www.thesundaily.my/news/2017/11/08/johnson-accused-jeopardising-case-briton-jailed-iran
704859254	20161108	201611	2016	2016.8438	IRN	TEHRAN	IRN								MED	MEDIA						MED			0	173	173	17	4	-5.0	3	1	3	-5.25587828492393	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108031500	http://www.thesundaily.my/news/2017/11/08/johnson-accused-jeopardising-case-briton-jailed-iran
704859255	20161108	201611	2016	2016.8438	LEG	PARLIAMENT						LEG			IRN	IRAN	IRN								0	043	043	04	1	2.8	1	1	1	-5.25587828492393	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108031500	http://www.thesundaily.my/news/2017/11/08/johnson-accused-jeopardising-case-briton-jailed-iran
704859256	20161108	201611	2016	2016.8438	PHL	PHILIPPINE	PHL																		0	040	040	04	1	1.0	1	1	1	1.09090909090909	4	Taguig, City of Taguig, Philippines	RP	RPN6	24229	14.5243	121.079	-2455402	0								1	Russia	RS	RS		60	100	RS	20171108031500	http://www.sunstar.com.ph/manila/local-news/2017/11/08/duterte-says-ph-us-remain-best-friends-573634
704859257	20161108	201611	2016	2016.8438	idg	INDIGENOUS			idg																1	120	120	12	3	-4.0	10	1	10	-2.74599542334096	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171108031500	http://www.sbs.com.au/news/article/2017/11/08/closing-gap-impedes-health-outcomes
