704995556	20161108	201611	2016	2016.8438											MYSMIL	MALAYSIAN	MYS					MIL			1	014	014	01	1	0.0	6	1	6	1.72166427546629	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171108133000	https://www.shephardmedia.com/news/landwarfareintl/ds-2017-deftech-helps-condor-soar-again/
704995557	20161108	201611	2016	2016.8438											ZWEGOV	SALISBURY	ZWE					GOV			0	036	036	03	1	4.0	6	1	6	0.98280098280098	0								4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171108133000	http://www.news.com.au/national/south-australia/petition-calls-on-salisbury-council-to-help-fund-christmas-carols-at-mawson-lakes/news-story/6edb915922814042da25c612c1913f8d
704995558	20161108	201611	2016	2016.8438	AUS	VICTORIA	AUS																		1	070	070	07	2	7.0	10	1	10	1.75718849840255	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171108133000	http://www.news.com.au/finance/business/banking/the-graph-that-proves-the-melbourne-cup-really-does-stop-the-nation/news-story/25628cbd105f7ce595d8905458236263
704995559	20161108	201611	2016	2016.8438	CHN	CHINA	CHN																		1	020	020	02	1	3.0	1	1	1	3.2008830022075	4	Ming Wang, Guangxi, China	CH	CH16	13058	22.0233	107.691	306900	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108133000	http://www.wgow.com/news/trump-to-become-first-foreign-leader-to-dine-in-forbidden-city-since-founding-of-modern-china/
704995560	20161108	201611	2016	2016.8438	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	1	1	1	3.2008830022075	4	Ming Wang, Guangxi, China	CH	CH16	13058	22.0233	107.691	306900	4	Ming Wang, Guangxi, China	CH	CH16	13058	22.0233	107.691	306900	4	Ming Wang, Guangxi, China	CH	CH16	13058	22.0233	107.691	306900	20171108133000	http://www.wgow.com/news/trump-to-become-first-foreign-leader-to-dine-in-forbidden-city-since-founding-of-modern-china/
704995561	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV													1	130	130	13	3	-4.4	2	1	2	-4.61309523809524	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171108133000	http://kdow.biz/news/politics/india-lauds-last-years-rupee-swap-even-as-economy-slows
704995562	20161108	201611	2016	2016.8438	GOV	PRESIDENT						GOV			BUS	COMPANY						BUS			0	071	071	07	2	7.4	3	1	3	0.50977060322854	3	Delaware County, Pennsylvania, United States	US	USPA	PA045	40.0004	-75.3749	1209177	3	Delaware County, Pennsylvania, United States	US	USPA		40.0004	-75.3749	1209177	3	Delaware County, Pennsylvania, United States	US	USPA		40.0004	-75.3749	1209177	20171108133000	http://www.delcotimes.com/general-news/20171108/democrats-win-countywide-races-in-historic-upset
704995563	20161108	201611	2016	2016.8438	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								1	040	040	04	1	1.0	1	1	1	3.2008830022075	4	Ming Wang, Guangxi, China	CH	CH16	13058	22.0233	107.691	306900	4	Ming Wang, Guangxi, China	CH	CH16	13058	22.0233	107.691	306900	4	Ming Wang, Guangxi, China	CH	CH16	13058	22.0233	107.691	306900	20171108133000	http://www.wgow.com/news/trump-to-become-first-foreign-leader-to-dine-in-forbidden-city-since-founding-of-modern-china/
704995564	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV			IND	NEW DELHI	IND								1	130	130	13	3	-4.4	3	1	3	-4.61309523809524	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171108133000	http://kdow.biz/news/politics/india-lauds-last-years-rupee-swap-even-as-economy-slows
704995565	20161108	201611	2016	2016.8438	JUD	JUDGE						JUD			LEG	CHAMBER						LEG			0	026	026	02	1	4.0	5	1	5	-11.0320284697509	0								0								0								20171108133000	https://theboxhouston.com/9771459/did-the-judge-in-meek-mills-case-violate-his-probation-over-a-boyz-ii-men-song/
