703346689	20071105	200711	2007	2007.8356	EDU	STUDENT						EDU													1	112	112	11	3	-2.0	8	1	8	-2.54237288135594	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20171102170000	http://www.wnd.com/2017/11/profs-blame-mass-shootings-on-hegemonic-masculinity/
703346690	20071105	200711	2007	2007.8356	EDU	STUDENT						EDU													1	193	193	19	4	-10.0	8	1	8	-2.54237288135594	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20171102170000	http://www.wnd.com/2017/11/profs-blame-mass-shootings-on-hegemonic-masculinity/
703346691	20071105	200711	2007	2007.8356	USA	UNITED STATES	USA								EDU	STUDENT						EDU			1	112	112	11	3	-2.0	2	1	2	-2.54237288135594	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171102170000	http://www.wnd.com/2017/11/profs-blame-mass-shootings-on-hegemonic-masculinity/
703346692	20161102	201611	2016	2016.8274											IRL	IRELAND	IRL								1	043	043	04	1	2.8	4	1	4	1.37867647058824	0								5	County Clare, Clare, Ireland	EI	EI03	18285	52.8333	-9	-1501647	5	County Clare, Clare, Ireland	EI	EI03	18285	52.8333	-9	-1501647	20171102170000	http://www.thenational.scot/news/15634537.Growing_up_in_a_non_trad_area_has_not_been_a_hindrance_for_Ryan_Young___but_he__39_s_had_a_bit_of_the_luck_of_the_Irish/
703346693	20161102	201611	2016	2016.8274	CAN	NEW BRUNSWICK	CAN																		0	081	081	08	2	5.0	1	1	1	-0.64935064935065	3	New Brunswick, New Jersey, United States	US	USNJ	NJ023	40.4862	-74.4518	878725	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171102170000	http://993theriver.com/blog/99-3-the-river-news-nov-217/
703346694	20161102	201611	2016	2016.8274	CAN	MANITOBA	CAN								GOV	PREMIER						GOV			1	012	012	01	1	-0.4	10	1	10	-0.82372322899505	0								0								0								20171102170000	http://www.thompsoncitizen.net/news/nickel-belt/short-term-plan-needed-to-address-mining-related-job-losses-in-northern-manitoba-says-ndp-1.23081997
703346695	20161102	201611	2016	2016.8274	CAN	NEW BRUNSWICK	CAN								USA	UNITED STATES	USA								0	081	081	08	2	5.0	1	1	1	-0.64935064935065	3	New Brunswick, New Jersey, United States	US	USNJ	NJ023	40.4862	-74.4518	878725	3	New Brunswick, New Jersey, United States	US	USNJ		40.4862	-74.4518	878725	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171102170000	http://993theriver.com/blog/99-3-the-river-news-nov-217/
703346696	20161102	201611	2016	2016.8274	CAN	NEW BRUNSWICK	CAN								USA	UNITED STATES	USA								0	081	081	08	2	5.0	1	1	1	-0.64935064935065	3	New Brunswick, New Jersey, United States	US	USNJ	NJ023	40.4862	-74.4518	878725	3	New Brunswick, New Jersey, United States	US	USNJ		40.4862	-74.4518	878725	3	New Brunswick, New Jersey, United States	US	USNJ		40.4862	-74.4518	878725	20171102170000	http://993theriver.com/blog/99-3-the-river-news-nov-217/
703346697	20161102	201611	2016	2016.8274	COD	KASAI	COD								COGGOV	CONGO	COG					GOV			1	128	128	12	3	-5.0	2	1	2	-6.99588477366255	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171102170000	https://www.voanews.com/a/democratic-republic-of-congo-kasai-humanitarian-crisis/4097076.html
703346698	20161102	201611	2016	2016.8274	COD	KASAI	COD								GOV	PRESIDENT						GOV			1	128	128	12	3	-5.0	8	1	8	-6.99588477366255	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171102170000	https://www.voanews.com/a/democratic-republic-of-congo-kasai-humanitarian-crisis/4097076.html
703346699	20161102	201611	2016	2016.8274	ESP	SEVILLE	ESP								LEG	LAWMAKER						LEG			1	010	010	01	1	0.0	30	3	30	-2.95846645367412	3	Norman County, Minnesota, United States	US	USMN	MN107	47.3333	-96.467	659499	3	Norman County, Minnesota, United States	US	USMN		47.3333	-96.467	659499	3	Norman County, Minnesota, United States	US	USMN		47.3333	-96.467	659499	20171102170000	http://www.sfgate.com/news/article/Dropping-numbers-high-costs-worry-child-care-12326553.php
703346700	20161102	201611	2016	2016.8274	GOV	ATTORNEY GENERAL						GOV			RUSGOV	RUSSIAN	RUS					GOV			1	046	046	04	1	7.0	6	1	6	-1.21816168327796	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171102170000	http://www.cnn.com/2017/11/02/politics/jeff-sessions-congress-russia-trump-campaign/
703346701	20161102	201611	2016	2016.8274	GOV	ATTORNEY GENERAL						GOV			RUSGOV	RUSSIAN	RUS					GOV			1	120	120	12	3	-4.0	6	1	6	-1.21816168327796	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171102170000	http://www.cnn.com/2017/11/02/politics/jeff-sessions-congress-russia-trump-campaign/
