703523966	20171004	201710	2017	2017.7507	NZLGOV	NEW ZEALAND	NZL					GOV			AUS	AUSTRALIA	AUS								0	040	040	04	1	1.0	1	1	1	-7.32824427480916	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171103063000	https://www.yahoo.com/news/australia-refugee-camp-protesters-png-struggle-hunger-trauma-032654920.html
703523967	20171004	201710	2017	2017.7507	sen	SENA			sen						IND	GUJARAT	IND								1	040	040	04	1	1.0	8	1	8	-4.85232067510549	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103063000	http://www.news18.com/news/india/padmavati-adds-to-action-in-gujarat-polls-as-bjp-congress-face-off-over-14th-century-rajput-queen-1565779.html
703523968	20171027	201710	2017	2017.8137	COP	POLICE						COP													1	090	090	09	2	-2.0	4	1	4	-8.57142857142857	3	Buena Park, Illinois, United States	US	USIL	IL031	41.9578	-87.6528	1772757	0								3	Buena Park, Illinois, United States	US	USIL		41.9578	-87.6528	1772757	20171103063000	https://chicago.suntimes.com/news/20-year-old-man-with-depression-reported-missing-from-buena-park/
703523969	20171027	201710	2017	2017.8137	JPN	JAPANESE	JPN								USA	UNITED STATES	USA								1	013	013	01	1	0.4	2	1	2	0	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171103063000	NHK World website in English/BBC Monitoring/(c) BBC
703523970	20171027	201710	2017	2017.8137	JPN	JAPANESE	JPN								USA	UNITED STATES	USA								1	013	013	01	1	0.4	2	1	2	0	1	North Korea	KN	KN		40	127	KN	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171103063000	NHK World website in English/BBC Monitoring/(c) BBC
703523971	20171027	201710	2017	2017.8137	JPN	JAPAN	JPN								USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	0	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	North Korea	KN	KN		40	127	KN	20171103063000	NHK World website in English/BBC Monitoring/(c) BBC
703523972	20171027	201710	2017	2017.8137	JPN	JAPAN	JPN								USA	UNITED STATES	USA								1	036	036	03	1	4.0	6	1	6	0	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	North Korea	KN	KN		40	127	KN	20171103063000	NHK World website in English/BBC Monitoring/(c) BBC
703523973	20171027	201710	2017	2017.8137	JPNBUS	JAPANESE	JPN					BUS			JPN	JAPAN	JPN								1	013	013	01	1	0.4	6	1	6	0	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171103063000	NHK World website in English/BBC Monitoring/(c) BBC
703523974	20171027	201710	2017	2017.8137	JPNBUS	JAPAN	JPN					BUS			USA	UNITED STATES	USA								1	013	013	01	1	0.4	2	1	2	0	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171103063000	NHK World website in English/BBC Monitoring/(c) BBC
703523975	20171027	201710	2017	2017.8137	JPNBUS	JAPANESE	JPN					BUS			USA	UNITED STATES	USA								1	013	013	01	1	0.4	4	1	4	0	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171103063000	NHK World website in English/BBC Monitoring/(c) BBC
703523976	20171027	201710	2017	2017.8137	MED	WEBSITE						MED			MMR	MYANMAR	MMR								1	043	043	04	1	2.8	10	1	10	1.50753768844221	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171103063000	http://www.asiatraveltips.com/news17/311-MyanmarTourismWTM.shtml
703523977	20171027	201710	2017	2017.8137	MED	MEDIA						MED			USAGOV	NEW YORK	USA					GOV			1	040	040	04	1	1.0	2	1	2	-3.44827586206897	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171103063000	http://www.imperialvalleynews.com/index.php/news/latest-news/12707-governor-brown-issues-statement-on-republican-tax-proposal.html
703523978	20171027	201710	2017	2017.8137	MED	MEDIA						MED			USAGOV	NEW YORK	USA					GOV			1	041	041	04	1	1.0	2	1	2	-3.44827586206897	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171103063000	http://www.imperialvalleynews.com/index.php/news/latest-news/12707-governor-brown-issues-statement-on-republican-tax-proposal.html
703523979	20171027	201710	2017	2017.8137	MMR	MYANMAR	MMR								MED	WEBSITE						MED			1	042	042	04	1	1.9	10	1	10	1.50753768844221	4	Macao, Macau (general), Macau	MC	MC00	13045	22.2006	113.546	-1204094	4	Macao, Macau (general), Macau	MC	MC00	13045	22.2006	113.546	-1204094	1	Myanmar	BM	BM		22	98	BM	20171103063000	http://www.asiatraveltips.com/news17/311-MyanmarTourismWTM.shtml
703523980	20171027	201710	2017	2017.8137	USA	CHICAGO	USA																		1	036	036	03	1	4.0	2	1	2	5.13698630136987	4	Zaragoza, Baja California, Mexico	MX	MX02	19588	32.5333	-117.017	-1705741	0								4	Zaragoza, Baja California, Mexico	MX	MX02	19588	32.5333	-117.017	-1705741	20171103063000	http://www.elpasoproud.com/news/lunch-of-a-lifetime-borderland-teens-dream-comes-true/850335889
703523981	20171027	201710	2017	2017.8137	USA	CHICAGO	USA																		1	036	036	03	1	4.0	6	1	6	5.13698630136987	3	El Paso, Texas, United States	US	USTX	TX141	31.7587	-106.487	1380946	0								3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	20171103063000	http://www.elpasoproud.com/news/lunch-of-a-lifetime-borderland-teens-dream-comes-true/850335889
703523982	20171027	201710	2017	2017.8137	USA	UNITED STATES	USA								JPN	JAPAN	JPN								1	036	036	03	1	4.0	4	1	4	0	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	North Korea	KN	KN		40	127	KN	20171103063000	NHK World website in English/BBC Monitoring/(c) BBC
703523983	20171027	201710	2017	2017.8137	USA	UNITED STATES	USA								JPN	JAPAN	JPN								1	036	036	03	1	4.0	6	1	6	0	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	North Korea	KN	KN		40	127	KN	20171103063000	NHK World website in English/BBC Monitoring/(c) BBC
703523984	20171027	201710	2017	2017.8137	USAGOV	NEW YORK	USA					GOV			MED	MEDIA						MED			1	040	040	04	1	1.0	2	1	2	-3.44827586206897	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171103063000	http://www.imperialvalleynews.com/index.php/news/latest-news/12707-governor-brown-issues-statement-on-republican-tax-proposal.html
703523985	20171027	201710	2017	2017.8137	USAGOV	NEW YORK	USA					GOV			MED	MEDIA						MED			1	041	041	04	1	1.0	2	1	2	-3.44827586206897	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171103063000	http://www.imperialvalleynews.com/index.php/news/latest-news/12707-governor-brown-issues-statement-on-republican-tax-proposal.html
703523986	20171102	201711	2017	2017.8274											COP	SECURITY OFFICER						COP			1	040	040	04	1	1.0	6	1	6	0.595238095238095	0								1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20171103063000	http://fijisun.com.fj/2017/11/03/png-recruiters-should-liaise-with-high-commission-ratu-inoke/
703523987	20171102	201711	2017	2017.8274											GBR	LONDON	GBR								1	043	043	04	1	2.8	1	1	1	-6.34328358208955	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171103063000	http://www.financialexpress.com/world-news/panama-papers-scandal-pakistan-court-adjourns-hearing-in-corruption-cases-against-ousted-pm-nawaz-sharif/917900/
703523988	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS													1	013	013	01	1	0.4	3	1	3	2.56797583081571	1	Sudan	SU	SU		16	30	SU	0								1	Sudan	SU	SU		16	30	SU	20171103063000	http://www.myzimbabwe.co.zw/news/13934-magaya-prays-for-dynamos-midfielder-denver-invites-him-to-night-of-turn-around-6.html
703523989	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS													1	051	051	05	1	3.4	8	1	8	2.56797583081571	4	Lusaka, Lusaka, Zambia	ZA	ZA09	65208	-15.4167	28.2833	-2291861	0								4	Lusaka, Lusaka, Zambia	ZA	ZA09	65208	-15.4167	28.2833	-2291861	20171103063000	http://www.myzimbabwe.co.zw/news/13934-magaya-prays-for-dynamos-midfielder-denver-invites-him-to-night-of-turn-around-6.html
703523990	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			ZMB	LUSAKA	ZMB								1	013	013	01	1	0.4	5	1	5	2.56797583081571	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20171103063000	http://www.myzimbabwe.co.zw/news/13934-magaya-prays-for-dynamos-midfielder-denver-invites-him-to-night-of-turn-around-6.html
703523991	20171102	201711	2017	2017.8274	FJI	FIJI	FJI								COP	SECURITY OFFICER						COP			1	040	040	04	1	1.0	4	1	4	0.595238095238095	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20171103063000	http://fijisun.com.fj/2017/11/03/png-recruiters-should-liaise-with-high-commission-ratu-inoke/
703523992	20171102	201711	2017	2017.8274	FJIGOV	INOKE KUBUABOLA	FJI					GOV			PNG	PAPUA NEW GUINEA	PNG								1	020	020	02	1	3.0	6	1	6	0.595238095238095	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20171103063000	http://fijisun.com.fj/2017/11/03/png-recruiters-should-liaise-with-high-commission-ratu-inoke/
703523993	20171102	201711	2017	2017.8274	GBR	UNITED KINGDOM	GBR								BUS	INVESTOR						BUS			1	071	071	07	2	7.4	5	1	5	1.98019801980198	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171103063000	http://www.4-traders.com/MITSUI-CO-LTD-6492474/news/Mitsui-Transferwise-closes-280m-fundraising-25429081/
703523994	20171102	201711	2017	2017.8274	GOVGOV	PRIME MINISTER						GOV	GOV		BHR	MANAMA	BHR								0	060	060	06	2	6.0	2	1	2	3.50877192982456	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20171103063000	http://www.newsofbahrain.com/viewNews.php?ppId=39201&pid=21&MNU=
703523995	20171102	201711	2017	2017.8274	GUY	GUYANA	GUY																		0	090	090	09	2	-2.0	20	1	20	-2.61292471685543	4	West Ruimveldt, Demerara-Mahaica, Guyana	GY	GY12	17144	6.7952	-58.1599	11454675	0								4	West Ruimveldt, Demerara-Mahaica, Guyana	GY	GY12	17144	6.7952	-58.1599	11454675	20171103063000	https://www.stabroeknews.com/2017/news/stories/11/03/mou-signed-between-business-chambers-of-guyana-cuba/
703523996	20171102	201711	2017	2017.8274	IDN	INDONESIA	IDN																		0	010	010	01	1	0.0	4	1	4	-6.18401206636501	4	Jawa, Aceh, Indonesia	ID	ID01	18585	4.6291	95.5752	10106554	0								4	Jawa, Aceh, Indonesia	ID	ID01	18585	4.6291	95.5752	10106554	20171103063000	https://coconuts.co/jakarta/news/ministry-free-speech-advocates-argue-setya-novantos-criminalization-memes/
703523997	20171102	201711	2017	2017.8274	KHM	CAMBODIA	KHM								JUD	JUDGE						JUD			1	010	010	01	1	0.0	4	1	4	-2.84697508896798	4	Chbar Mon, TakêCB, Cambodia	CB	CB19	12453	11.2463	104.701	-1025853	4	Chbar Mon, TakêCB, Cambodia	CB	CB19	12453	11.2463	104.701	-1025853	4	Chbar Mon, TakêCB, Cambodia	CB	CB19	12453	11.2463	104.701	-1025853	20171103063000	http://www.khmertimeskh.com/5085624/taxi-man-denies-gold-theft/
703523998	20171102	201711	2017	2017.8274	PAK	ISLAMABAD	PAK								JUD	JUDGE						JUD			1	020	020	02	1	3.0	2	1	2	-6.34328358208955	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171103063000	http://www.financialexpress.com/world-news/panama-papers-scandal-pakistan-court-adjourns-hearing-in-corruption-cases-against-ousted-pm-nawaz-sharif/917900/
703523999	20171102	201711	2017	2017.8274	PAK	ISLAMABAD	PAK								JUD	JUDGE						JUD			1	020	020	02	1	3.0	6	2	6	-5.23193385590036	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171103063000	http://kashmirreader.com/2017/11/03/pak-court-adjourns-hearing-in-corruption-cases-against-sharif/
703524000	20171102	201711	2017	2017.8274	PAKJUD	ISLAMABAD	PAK					JUD			JUD	JUDGE						JUD			1	020	020	02	1	3.0	12	2	12	-5.50977128744766	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171103063000	http://www.financialexpress.com/world-news/panama-papers-scandal-pakistan-court-adjourns-hearing-in-corruption-cases-against-ousted-pm-nawaz-sharif/917900/
703524001	20171102	201711	2017	2017.8274	PNG	PAPUA NEW GUINEA	PNG								COP	SECURITY OFFICER						COP			1	020	020	02	1	3.0	4	1	4	0.595238095238095	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20171103063000	http://fijisun.com.fj/2017/11/03/png-recruiters-should-liaise-with-high-commission-ratu-inoke/
703524002	20171103	201711	2017	2017.8301											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	042	042	04	1	1.9	20	1	20	-6.02150537634409	0								1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171103063000	http://www.iranfocus.com/en/index.php?option=com_content&view=article&id=32162:iran-regime-embroiled-in-proxy-wars-across-the-middle-east-and-war-against-its-own-people&catid=30&tmpl=component&print=1&layout=default&page=&Itemid=101
703524003	20171103	201711	2017	2017.8301											AFR	AFRICA	AFR								1	0841	084	08	2	7.0	4	1	4	-7.2463768115942	0								4	Jozini, KwaZulu-Natal, South Africa	SF	SF02	77335	-27.4296	32.0666	-1240524	4	Jozini, KwaZulu-Natal, South Africa	SF	SF02	77335	-27.4296	32.0666	-1240524	20171103063000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=13288
703524004	20171103	201711	2017	2017.8301											AFR	AFRICA	AFR								1	173	173	17	4	-5.0	10	1	10	-7.29927007299267	0								0								0								20171103063000	http://news2.onlinenigeria.com/world/africa/673133-prophet-jailed-60-years-for-rape.html
703524005	20171103	201711	2017	2017.8301											AFR	AFRICA	AFR								1	1821	182	18	4	-9.0	10	1	10	-7.29927007299267	0								0								0								20171103063000	http://news2.onlinenigeria.com/world/africa/673133-prophet-jailed-60-years-for-rape.html
703524006	20171103	201711	2017	2017.8301											AFR	AFRICA	AFR								0	190	190	19	4	-10.0	3	1	3	-1.85399768250289	0								3	Granite Mountain, Texas, United States	US	USTX		30.5882	-98.3011	1358272	3	Granite Mountain, Texas, United States	US	USTX		30.5882	-98.3011	1358272	20171103063000	http://www.sunherald.com/entertainment/movies-news-reviews/article181924561.html
703524007	20171103	201711	2017	2017.8301											AUS	PERTH	AUS								1	139	139	13	3	-7.0	8	1	8	4.34782608695652	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171103063000	https://www.triplem.com.au/news/perth/perth-shops-are-opening-their-doors-for-christmas
703524008	20171103	201711	2017	2017.8301											AUS	AUSTRALIA	AUS								1	173	173	17	4	-5.0	1	1	1	-10.6870229007634	0								4	Kogarah, New South Wales, Australia	AS	AS02	5086	-33.9833	151.117	-1582025	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171103063000	http://www.abc.net.au/news/2017-11-03/former-marist-brother-school-principal-guilty-of-abusing-boys/9116206
703524009	20171103	201711	2017	2017.8301											BUS	BUSINESS						BUS			1	014	014	01	1	0.0	10	1	10	2.01342281879195	0								4	Taean, Ch'ungch'ong-namdo, South Korea	KS	KS17	24976	36.7564	126.298	-716915	4	Taean, Ch'ungch'ong-namdo, South Korea	KS	KS17	24976	36.7564	126.298	-716915	20171103063000	http://thebrunswicknews.com/news/local_news/county-commission-approves-glynn-haven-church-permit/article_2893527f-126f-5eea-9915-59d819c95398.html
703524010	20171103	201711	2017	2017.8301											BUS	CREDIT UNION						BUS			0	020	020	02	1	3.0	10	1	10	-3.18570318570318	0								4	River Valley, Ontario, Canada	CA	CA08	12683	46.5833	-80.1833	-572303	4	River Valley, Ontario, Canada	CA	CA08	12683	46.5833	-80.1833	-572303	20171103063000	http://www.roanoke.com/news/wire_headlines/security-and-trade-challenge-trump-on-first-asia-trip/article_8019dd34-7e3a-527d-9e1a-2d6411af3ffb.html
703524011	20171103	201711	2017	2017.8301											BUS	BUSINESS						BUS			1	020	020	02	1	3.0	10	1	10	2.01342281879195	0								4	Taean, Ch'ungch'ong-namdo, South Korea	KS	KS17	24976	36.7564	126.298	-716915	4	Taean, Ch'ungch'ong-namdo, South Korea	KS	KS17	24976	36.7564	126.298	-716915	20171103063000	http://thebrunswicknews.com/news/local_news/county-commission-approves-glynn-haven-church-permit/article_2893527f-126f-5eea-9915-59d819c95398.html
703524012	20171103	201711	2017	2017.8301											BUS	INDUSTRY						BUS			1	045	045	04	1	5.0	10	1	10	4.60210930009588	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171103063000	http://www.smesouthafrica.co.za/99882/Entrepreneurship-And-Business-Stories/
703524013	20171103	201711	2017	2017.8301											BUS	BUSINESS						BUS			1	061	061	06	2	6.4	10	1	10	2.16216216216216	0								4	Sargodha, Punjab, Pakistan	PK	PK04	23676	32.0836	72.6711	-2773597	4	Sargodha, Punjab, Pakistan	PK	PK04	23676	32.0836	72.6711	-2773597	20171103063000	http://www.pakistankakhudahafiz.com/pakistani-girl-became-worlds-youngest-eco-friendly-business-owner/
