704347714	20161106	201611	2016	2016.8384	AFR	AFRICA	AFR								GHA	GHANA	GHA								1	046	046	04	1	7.0	8	1	8	1.57790927021696	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171106151500	http://www.huffingtonpost.co.za/2017/11/06/africas-king-of-recycled-art-comes-to-sa_a_23267914/
704347715	20161106	201611	2016	2016.8384	AFR	AFRICA	AFR								GHA	GHANA	GHA								1	046	046	04	1	7.0	2	1	2	1.57790927021696	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171106151500	http://www.huffingtonpost.co.za/2017/11/06/africas-king-of-recycled-art-comes-to-sa_a_23267914/
704347716	20161106	201611	2016	2016.8384	BUS	COMPANIES						BUS			LAB	EMPLOYEE						LAB			1	090	090	09	2	-2.0	10	1	10	2.44648318042814	4	Dorobanti, Romania (general), Romania	RO	RO00	25017	45.0833	26.5333	-1158391	4	Dorobanti, Romania (general), Romania	RO	RO00	25017	45.0833	26.5333	-1158391	4	Dorobanti, Romania (general), Romania	RO	RO00	25017	45.0833	26.5333	-1158391	20171106151500	http://www.business-review.eu/news/sanagout-posts-turnover-growth-by-20-pct-in-the-first-nine-months-of-2017-estimates-growth-by-25-pct-until-year-end-152012
704347717	20161106	201611	2016	2016.8384	CRM	CRIMINAL						CRM			EDUEDU	SCHOOL						EDU	EDU		1	090	090	09	2	-2.0	6	1	6	-4.18943533697632	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20171106151500	http://www.570news.com/2017/11/06/anthony-weiner-set-for-prison-stint-for-sexting-conviction/
704347718	20161106	201611	2016	2016.8384	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			0	057	057	05	1	8.0	1	1	1	2.75590551181102	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	India	IN	IN		20	77	IN	20171106151500	http://www.defenseworld.net/news/21165/Saab__Adani_JV_Eyes_UAVs__Helicopters_Manufacturing_Other_than_Fighter_Jets_to_India
704347719	20161106	201611	2016	2016.8384	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			0	057	057	05	1	8.0	1	1	1	2.75590551181102	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171106151500	http://www.defenseworld.net/news/21165/Saab__Adani_JV_Eyes_UAVs__Helicopters_Manufacturing_Other_than_Fighter_Jets_to_India
704347720	20161106	201611	2016	2016.8384	FRAGOV	FRANCE	FRA					GOV			FRA	FRENCH	FRA								0	057	057	05	1	8.0	1	1	1	2.75590551181102	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	India	IN	IN		20	77	IN	20171106151500	http://www.defenseworld.net/news/21165/Saab__Adani_JV_Eyes_UAVs__Helicopters_Manufacturing_Other_than_Fighter_Jets_to_India
704347721	20161106	201611	2016	2016.8384	FRAGOV	FRANCE	FRA					GOV			FRA	FRENCH	FRA								0	057	057	05	1	8.0	1	1	1	2.75590551181102	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171106151500	http://www.defenseworld.net/news/21165/Saab__Adani_JV_Eyes_UAVs__Helicopters_Manufacturing_Other_than_Fighter_Jets_to_India
704347722	20161106	201611	2016	2016.8384	FRAGOV	FRENCH	FRA					GOV			MIL	FIGHTER JET						MIL			0	057	057	05	1	8.0	3	1	3	2.75590551181102	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	India	IN	IN		20	77	IN	20171106151500	http://www.defenseworld.net/news/21165/Saab__Adani_JV_Eyes_UAVs__Helicopters_Manufacturing_Other_than_Fighter_Jets_to_India
704347723	20161106	201611	2016	2016.8384	GHA	GHANA	GHA								AFR	AFRICA	AFR								1	046	046	04	1	7.0	2	1	2	1.57790927021696	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20171106151500	http://www.huffingtonpost.co.za/2017/11/06/africas-king-of-recycled-art-comes-to-sa_a_23267914/
704347724	20161106	201611	2016	2016.8384	GHA	GHANA	GHA								AFR	AFRICA	AFR								1	046	046	04	1	7.0	6	1	6	1.57790927021696	1	Ghana	GH	GH		8	-2	GH	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171106151500	http://www.huffingtonpost.co.za/2017/11/06/africas-king-of-recycled-art-comes-to-sa_a_23267914/
704347725	20161106	201611	2016	2016.8384	GHA	GHANA	GHA								AFR	AFRICA	AFR								1	046	046	04	1	7.0	2	1	2	1.57790927021696	1	Ghana	GH	GH		8	-2	GH	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	1	Ghana	GH	GH		8	-2	GH	20171106151500	http://www.huffingtonpost.co.za/2017/11/06/africas-king-of-recycled-art-comes-to-sa_a_23267914/
704347726	20161106	201611	2016	2016.8384	IGOEUREEC	THE EU	EUR	EEC				IGO			PAN	PANAMA	PAN								1	040	040	04	1	1.0	5	1	5	-5.09337860780985	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	20171106151500	http://www.firstpost.com/world/paradise-papers-european-union-to-discuss-blacklist-of-worldwide-tax-havens-after-leaks-4196157.html
704347727	20161106	201611	2016	2016.8384	JUD	SUPREME COURT						JUD			MNCKOR	SAMSUNG	KOR					MNC			1	010	010	01	1	0.0	10	1	10	1.76211453744493	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171106151500	https://www.bloomberg.com/news/articles/2017-11-06/samsung-rejected-by-top-u-s-court-on-apple-s-120-million-award
704347728	20161106	201611	2016	2016.8384	LEG	GENERAL ASSEMBLY						LEG													0	010	010	01	1	0.0	10	1	10	3.25581395348837	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	0								4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20171106151500	https://www.traveldailynews.com/post/ending-another-year-of-serving-the-industry-ufi-reports-membership-growth
704347729	20161106	201611	2016	2016.8384	LEG	REPRESENTATIVES						LEG			GOV	GOVERNMENT						GOV			0	045	045	04	1	5.0	6	1	6	-3.21839080459771	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171106151500	https://stepfeed.com/bahrain-orders-citizens-to-leave-lebanon-calls-out-qatar-in-border-dispute-4468
704347730	20161106	201611	2016	2016.8384	MED	MEDIA						MED			UKR	UKRAINIAN	UKR								1	040	040	04	1	1.0	2	1	2	-3	4	Ukrayinska, Zaporiz'ka Oblast', Ukraine	UP	UP26	28566	47.0338	35.0073	407996	4	Ukrayinska, Zaporiz'ka Oblast', Ukraine	UP	UP26	28566	47.0338	35.0073	407996	4	Ukrayinska, Zaporiz'ka Oblast', Ukraine	UP	UP26	28566	47.0338	35.0073	407996	20171106151500	BBC Monitoring/BBC Monitoring/(c) BBC
704347731	20161106	201611	2016	2016.8384	MED	MEDIA						MED			UKRGOV	UKRAINIAN	UKR					GOV			1	040	040	04	1	1.0	3	1	3	-3	4	Ukrayinska, Zaporiz'ka Oblast', Ukraine	UP	UP26	28566	47.0338	35.0073	407996	4	Ukrayinska, Zaporiz'ka Oblast', Ukraine	UP	UP26	28566	47.0338	35.0073	407996	4	Ukrayinska, Zaporiz'ka Oblast', Ukraine	UP	UP26	28566	47.0338	35.0073	407996	20171106151500	BBC Monitoring/BBC Monitoring/(c) BBC
704347732	20161106	201611	2016	2016.8384	MED	MEDIA						MED			UKRGOV	UKRAINIAN	UKR					GOV			1	040	040	04	1	1.0	3	1	3	-3	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106151500	BBC Monitoring/BBC Monitoring/(c) BBC
704347733	20161106	201611	2016	2016.8384	MIL	FIGHTER JET						MIL			FRAGOV	FRENCH	FRA					GOV			0	057	057	05	1	8.0	3	1	3	2.75590551181102	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	India	IN	IN		20	77	IN	20171106151500	http://www.defenseworld.net/news/21165/Saab__Adani_JV_Eyes_UAVs__Helicopters_Manufacturing_Other_than_Fighter_Jets_to_India
704347734	20161106	201611	2016	2016.8384	PAN	PANAMA	PAN																		1	084	084	08	2	7.0	10	1	10	-2.45183887915937	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20171106151500	https://www.standard.co.uk/news/uk/jeremy-corbyn-in-tax-jibe-at-queen-over-paradise-papers-labour-leader-says-palace-must-say-sorry-to-a3677531.html
704347735	20161106	201611	2016	2016.8384	PRK	NORTH KOREA	PRK																		0	010	010	01	1	0.0	4	1	4	0	1	North Korea	KN	KN		40	127	KN	0								1	North Korea	KN	KN		40	127	KN	20171106151500	https://news.sky.com/story/president-trump-tones-down-the-rhetoric-on-tour-of-asia-11116293
704347736	20161106	201611	2016	2016.8384	SAU	SAUDI ARABIA	SAU								GOV	GOVERNMENT						GOV			0	045	045	04	1	5.0	4	1	4	-3.21839080459771	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171106151500	https://stepfeed.com/bahrain-orders-citizens-to-leave-lebanon-calls-out-qatar-in-border-dispute-4468
704347737	20161106	201611	2016	2016.8384	UGA	UGANDA	UGA								SDN	SUDAN	SDN								0	061	061	06	2	6.4	2	1	2	0.32310177705978	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20171106151500	http://www.monitor.co.ug/Business/Commodities/Uganda-coffee-meet-Sudan-export-standards/688610-4175382-4664kvz/
704347738	20161106	201611	2016	2016.8384	UGA	UGANDA	UGA								SDN	SUDAN	SDN								0	061	061	06	2	6.4	8	1	8	0.32310177705978	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20171106151500	http://www.monitor.co.ug/Business/Commodities/Uganda-coffee-meet-Sudan-export-standards/688610-4175382-4664kvz/
704347739	20161106	201611	2016	2016.8384	UKR	UKRAINIAN	UKR								MED	MEDIA						MED			1	040	040	04	1	1.0	2	1	2	-3	4	Ukrayinska, Zaporiz'ka Oblast', Ukraine	UP	UP26	28566	47.0338	35.0073	407996	4	Ukrayinska, Zaporiz'ka Oblast', Ukraine	UP	UP26	28566	47.0338	35.0073	407996	4	Ukrayinska, Zaporiz'ka Oblast', Ukraine	UP	UP26	28566	47.0338	35.0073	407996	20171106151500	BBC Monitoring/BBC Monitoring/(c) BBC
