703106271	20071104	200711	2007	2007.8329	CHN	SHANGHAI	CHN								MNCCHN	PETROCHINA	CHN					MNC			0	192	192	19	4	-9.5	8	1	8	-2.62751159196291	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171101234500	https://finance.yahoo.com/news/oil-company-lost-800-billion-210000442.html
703106272	20071104	200711	2007	2007.8329	GOV	SECURITY COUNCIL						GOV			PRK	NORTH KOREA	PRK								1	163	163	16	4	-8.0	12	2	12	-6.54205607476635	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171101234500	http://www.daily-jeff.com/news/20171101/north-korea-sanctions-bill-named-after-otto-warmbier
703106273	20071104	200711	2007	2007.8329	GOV	SECURITY COUNCIL						GOV			PRK	NORTH KOREA	PRK								1	163	163	16	4	-8.0	8	2	8	-6.54205607476635	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171101234500	http://www.daily-jeff.com/news/20171101/north-korea-sanctions-bill-named-after-otto-warmbier
703106274	20161101	201611	2016	2016.8247											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	16	1	16	1.82648401826484	0								4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20171101234500	http://www.dungogchronicle.com.au/story/5025630/dinner-tradition-continues/?cs=413
703106275	20161101	201611	2016	2016.8247	AUS	AUSTRALIA	AUS																		1	043	043	04	1	2.8	16	1	16	1.82648401826484	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	0								4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20171101234500	http://www.dungogchronicle.com.au/story/5025630/dinner-tradition-continues/?cs=413
703106276	20161101	201611	2016	2016.8247	AUS	BRISBANE	AUS								EDU	SCHOOL						EDU			1	010	010	01	1	0.0	2	1	2	-2.17028380634391	4	Ashgrove, Queensland, Australia	AS	AS04	154654	-27.45	153.033	-1556430	4	Ashgrove, Queensland, Australia	AS	AS04	154654	-27.45	153.033	-1556430	4	Ashgrove, Queensland, Australia	AS	AS04	154654	-27.45	153.033	-1556430	20171101234500	http://www.abc.net.au/news/2017-11-02/fee-hikes-brisbane-catholic-schools-hit-parent-government-cuts/9104768
703106277	20161101	201611	2016	2016.8247	AUS	BRISBANE	AUS								EDU	SCHOOL						EDU			1	010	010	01	1	0.0	8	1	8	-2.17028380634391	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Ashgrove, Queensland, Australia	AS	AS04	154654	-27.45	153.033	-1556430	4	Ashgrove, Queensland, Australia	AS	AS04	154654	-27.45	153.033	-1556430	20171101234500	http://www.abc.net.au/news/2017-11-02/fee-hikes-brisbane-catholic-schools-hit-parent-government-cuts/9104768
703106278	20161101	201611	2016	2016.8247	BEL	WATERLOO	BEL																		1	112	112	11	3	-2.0	3	1	3	-6.01503759398496	4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	0								4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	20171101234500	http://kitchener.ctvnews.ca/opioid-crisis-seeking-solutions-in-waterloo-region-1.3659414
703106279	20161101	201611	2016	2016.8247	BEL	WATERLOO	BEL								CAN	CANADA	CAN								1	112	112	11	3	-2.0	2	1	2	-6.01503759398496	4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	20171101234500	http://kitchener.ctvnews.ca/opioid-crisis-seeking-solutions-in-waterloo-region-1.3659414
703106280	20161101	201611	2016	2016.8247	CAN	CANADA	CAN																		1	112	112	11	3	-2.0	2	1	2	-6.01503759398496	4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	0								4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	20171101234500	http://kitchener.ctvnews.ca/opioid-crisis-seeking-solutions-in-waterloo-region-1.3659414
703106281	20161101	201611	2016	2016.8247	COP	POLICE						COP													0	014	014	01	1	0.0	3	1	3	0.58027079303675	3	Knox County, Tennessee, United States	US	USTN	TN093	36.0168	-83.9332	1639761	0								3	Knox County, Tennessee, United States	US	USTN		36.0168	-83.9332	1639761	20171101234500	http://www.knoxnews.com/story/news/local/2017/11/01/police-dog-knox-county-k-9-deputy-regalo-metro-dade/776349001/
703106282	20161101	201611	2016	2016.8247	COP	POLICE						COP													0	120	120	12	3	-4.0	3	1	3	0.58027079303675	3	Knox County, Tennessee, United States	US	USTN	TN093	36.0168	-83.9332	1639761	0								3	Knox County, Tennessee, United States	US	USTN		36.0168	-83.9332	1639761	20171101234500	http://www.knoxnews.com/story/news/local/2017/11/01/police-dog-knox-county-k-9-deputy-regalo-metro-dade/776349001/
703106283	20161101	201611	2016	2016.8247	CVL	IMMIGRANT						CVL			CANGOV	CANADA	CAN					GOV			1	010	010	01	1	0.0	2	1	2	0.869565217391306	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171101234500	https://news.vice.com/story/canada-will-bring-in-nearly-one-million-new-immigrants-by-2020
703106284	20161101	201611	2016	2016.8247	CVL	IMMIGRANT						CVL			GOV	MINIST						GOV			1	010	010	01	1	0.0	6	1	6	0.869565217391306	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171101234500	https://news.vice.com/story/canada-will-bring-in-nearly-one-million-new-immigrants-by-2020
703106285	20161101	201611	2016	2016.8247	MED	MEDIA						MED			MIL	CAPTAIN						MIL			0	051	051	05	1	3.4	6	1	6	2.67686424474188	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171101234500	http://sciencefiction.com/2017/11/01/originally-tessa-thompsons-valkyrie-explicitly-bisexual-thor-ragnarok/
