705142826	20161108	201611	2016	2016.8438											MED	WEBSITE						MED			1	051	051	05	1	3.4	1	1	1	-6.44391408114559	0								3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20171108231500	https://www.seattletimes.com/nation-world/baltimores-mayor-wants-civilians-on-police-trial-boards/
705142827	20161108	201611	2016	2016.8438	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	040	040	04	1	1.0	10	1	10	2.36686390532545	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171108231500	http://www.oann.com/mattis-talks-regional-security-at-nato-defense-ministers-meeting/
705142828	20161108	201611	2016	2016.8438	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	154	154	15	4	-7.2	10	1	10	2.36686390532545	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171108231500	http://www.oann.com/mattis-talks-regional-security-at-nato-defense-ministers-meeting/
705142829	20161108	201611	2016	2016.8438	AUS	AUSTRALIA	AUS								AUSCRM	AUSTRALIA	AUS					CRM			1	193	193	19	4	-10.0	2	1	2	0	4	Stringybark Creek, Victoria, Australia	AS	AS07	5431	-37.7667	145.417	-1602624	4	Stringybark Creek, Victoria, Australia	AS	AS07	5431	-37.7667	145.417	-1602624	4	Stringybark Creek, Victoria, Australia	AS	AS07	5431	-37.7667	145.417	-1602624	20171108231500	http://www.heraldsun.com.au/kids-news/lightbright/australian-russell-crowe-joins-cast-of-new-ned-kelly-film-as-fascination-with-bushranger-continues/news-story/43ff435300ba7bf6fb51e4a5dbfb0877?nk=efa027475cefcc256adf7755fe49a85f-1510182128
705142830	20161108	201611	2016	2016.8438	AUS	AUSTRALIA	AUS								CRM	OUTLAW						CRM			1	193	193	19	4	-10.0	8	1	8	0	4	Stringybark Creek, Victoria, Australia	AS	AS07	5431	-37.7667	145.417	-1602624	4	Stringybark Creek, Victoria, Australia	AS	AS07	5431	-37.7667	145.417	-1602624	4	Stringybark Creek, Victoria, Australia	AS	AS07	5431	-37.7667	145.417	-1602624	20171108231500	http://www.heraldsun.com.au/kids-news/lightbright/australian-russell-crowe-joins-cast-of-new-ned-kelly-film-as-fascination-with-bushranger-continues/news-story/43ff435300ba7bf6fb51e4a5dbfb0877?nk=efa027475cefcc256adf7755fe49a85f-1510182128
705142831	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS													1	111	111	11	3	-2.0	10	1	10	3.28947368421053	3	Bethesda, South Carolina, United States	US	USSC	SC025	34.6413	-80.0476	1220587	0								3	Bethesda, South Carolina, United States	US	USSC	SC025	34.6413	-80.0476	1220587	20171108231500	http://www.bethesdamagazine.com/Bethesda-Beat/2017/Business-Notes-Choice-Hotels-Upgrading-Central-Reservation-System/
705142832	20161108	201611	2016	2016.8438	CAN	CANADA	CAN																		0	051	051	05	1	3.4	2	1	2	0	4	Cape Sable Island, Nova Scotia, Canada	CA	CA07	12637	43.4667	-65.6	-562146	0								4	Cape Sable Island, Nova Scotia, Canada	CA	CA07	12637	43.4667	-65.6	-562146	20171108231500	http://atlantic.ctvnews.ca/i-just-knew-i-had-to-do-something-nova-scotia-honours-four-for-bravery-1.3669179
705142833	20161108	201611	2016	2016.8438	CAN	CANADA	CAN								bre	BRETON			bre						0	051	051	05	1	3.4	2	1	2	0	4	Cape Sable Island, Nova Scotia, Canada	CA	CA07	12637	43.4667	-65.6	-562146	4	Cape Sable Island, Nova Scotia, Canada	CA	CA07	12637	43.4667	-65.6	-562146	4	Cape Sable Island, Nova Scotia, Canada	CA	CA07	12637	43.4667	-65.6	-562146	20171108231500	http://atlantic.ctvnews.ca/i-just-knew-i-had-to-do-something-nova-scotia-honours-four-for-bravery-1.3669179
705142834	20161108	201611	2016	2016.8438	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	3.19148936170212	3	Muncie, Indiana, United States	US	USIN	IN035	40.1934	-85.3864	439878	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	3	Muncie, Indiana, United States	US	USIN	IN035	40.1934	-85.3864	439878	20171108231500	http://www.wibc.com/news/local-news/new-statewide-high-school-graduation-requirements-impact-class-2022
705142835	20161108	201611	2016	2016.8438	GOV	GOVERNOR						GOV			USA	INDIANA	USA								0	040	040	04	1	1.0	4	1	4	3.19148936170212	3	Muncie, Indiana, United States	US	USIN	IN035	40.1934	-85.3864	439878	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171108231500	http://www.wibc.com/news/local-news/new-statewide-high-school-graduation-requirements-impact-class-2022
