704634030	20161107	201611	2016	2016.8411											GBR	MANCHESTER	GBR								1	060	060	06	2	6.0	3	1	3	0.64794816414686	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171107123000	http://www.manchestereveningnews.co.uk/whats-on/manchester-music-festival-mixes-secret-13864862
704634031	20161107	201611	2016	2016.8411	BGD	CHITTAGONG	BGD								BUS	CORPORATION						BUS			1	014	014	01	1	0.0	10	1	10	-2.75229357798165	0								0								0								20171107123000	http://dev.thedailystar.net/city/bangladesh-chhatra-league-bcl-faction-vandalise-chittagong-university-cu-vc-office-room-1487671
704634032	20161107	201611	2016	2016.8411	CHN	BEIJING	CHN								GOV	PRESIDENT						GOV			0	046	046	04	1	7.0	2	1	2	1.17845117845117	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Cholpon, Chü3, Kyrgyzstan	KG	KG02	37216	42.8617	75.1391	11444417	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107123000	Ferghana/BBC Monitoring/(c) BBC
704634033	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			AUS	AUSTRALIA	AUS								1	071	071	07	2	7.4	2	1	2	0.52724077328647	4	Bathurst, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	4	Bathurst, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	4	Bathurst, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	20171107123000	http://www.westernadvocate.com.au/story/5039323/letter-to-the-editor-neighbours-the-real-losers-in-solar-farm-project/
704634034	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV			CHN	BEIJING	CHN								0	046	046	04	1	7.0	2	1	2	1.17845117845117	4	Cholpon, Chü3, Kyrgyzstan	KG	KG02	37216	42.8617	75.1391	11444417	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107123000	Ferghana/BBC Monitoring/(c) BBC
704634035	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV			KAZ	KAZAKHSTAN	KAZ								0	046	046	04	1	7.0	2	1	2	1.17845117845117	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107123000	Ferghana/BBC Monitoring/(c) BBC
704634036	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV			KAZ	ASTANA	KAZ								0	046	046	04	1	7.0	6	1	6	1.17845117845117	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107123000	Ferghana/BBC Monitoring/(c) BBC
704634037	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV			KAZ	ASTANA	KAZ								0	046	046	04	1	7.0	2	1	2	1.17845117845117	4	Cholpon, Chü3, Kyrgyzstan	KG	KG02	37216	42.8617	75.1391	11444417	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107123000	Ferghana/BBC Monitoring/(c) BBC
704634038	20161107	201611	2016	2016.8411	GOV	MINISTRY						GOV			MIL	ARMY						MIL			1	036	036	03	1	4.0	4	1	4	0.89086859688196	1	Central African Republic	CT	CT		7	21	CT	4	Belgrade, Serbia (general),	RB	RB00	47629	44.8186	20.4681	-74897	1	Central African Republic	CT	CT		7	21	CT	20171107123000	http://www.b92.net/eng/news/politics.php?yyyy=2017&mm=11&dd=07&nav_id=102742
704634039	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV			USAGOV	HILLARY CLINTON	USA					GOV			0	015	015	01	1	0.0	3	1	3	-0.84459459459459	3	Cook County, Illinois, United States	US	USIL	IL031	41.8334	-87.8501	1784766	3	Cook County, Illinois, United States	US	USIL		41.8334	-87.8501	1784766	3	Cook County, Illinois, United States	US	USIL		41.8334	-87.8501	1784766	20171107123000	http://www.chicagotribune.com/news/local/politics/ct-rahm-emanuel-american-media-20171107-story.html
704634040	20161107	201611	2016	2016.8411	JPN	JAPAN	JPN								MNCJPN	HONDA	JPN					MNC			1	012	012	01	1	-0.4	4	1	4	-1.00671140939597	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171107123000	http://www.grandprix.com/ns/ns37704.html
704634041	20161107	201611	2016	2016.8411	JPN	JAPAN	JPN								MNCJPN	HONDA	JPN					MNC			1	013	013	01	1	0.4	4	1	4	-1.00671140939597	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171107123000	http://www.grandprix.com/ns/ns37704.html
704634042	20161107	201611	2016	2016.8411	JUD	DISTRICT COURT						JUD													1	173	173	17	4	-5.0	6	1	6	-8.08823529411765	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171107123000	https://www.rte.ie/news/2017/1107/918101-court-kildare-philip-finnegan/
704634043	20161107	201611	2016	2016.8411	JUD	DISTRICT COURT						JUD			IRL	IRELAND	IRL								1	112	112	11	3	-2.0	4	1	4	-8.08823529411765	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171107123000	https://www.rte.ie/news/2017/1107/918101-court-kildare-philip-finnegan/
704634044	20161107	201611	2016	2016.8411	KAZ	KAZAKHSTAN	KAZ								GOV	PRESIDENT						GOV			0	046	046	04	1	7.0	2	1	2	1.17845117845117	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107123000	Ferghana/BBC Monitoring/(c) BBC
704634045	20161107	201611	2016	2016.8411	KAZ	ASTANA	KAZ								GOV	PRESIDENT						GOV			0	046	046	04	1	7.0	2	1	2	1.17845117845117	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Cholpon, Chü3, Kyrgyzstan	KG	KG02	37216	42.8617	75.1391	11444417	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107123000	Ferghana/BBC Monitoring/(c) BBC
