705225590	20161109	201611	2016	2016.8466											BUS	COMPANY						BUS			1	036	036	03	1	4.0	10	1	10	2.1608643457383	0								3	Racine County, Wisconsin, United States	US	USWI		42.7495	-88.0751	1581111	3	Racine County, Wisconsin, United States	US	USWI		42.7495	-88.0751	1581111	20171109050000	http://journaltimes.com/news/local/wedc-oks-foxconn-contract-which-includes-ceo-s-personal-guarantee/article_e1915247-cf2d-556a-ba51-003dbeaf19d0.html
705225591	20161109	201611	2016	2016.8466											CHN	CHINA	CHN								1	057	057	05	1	8.0	6	1	6	0	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20171109050000	http://macaudailytimes.com.mo/page/1586
705225592	20161109	201611	2016	2016.8466											CHN	CHINA	CHN								1	057	057	05	1	8.0	2	1	2	0	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	1	Macau	MC	MC		22.157778	113.559722	MC	20171109050000	http://macaudailytimes.com.mo/page/1586
705225593	20161109	201611	2016	2016.8466											CHN	CHINA	CHN								1	057	057	05	1	8.0	2	1	2	0	0								1	Macau	MC	MC		22.157778	113.559722	MC	1	Macau	MC	MC		22.157778	113.559722	MC	20171109050000	http://macaudailytimes.com.mo/page/1586
705225594	20161109	201611	2016	2016.8466	BUS	COMPANY						BUS													1	036	036	03	1	4.0	10	1	10	2.1608643457383	3	Racine County, Wisconsin, United States	US	USWI	WI101	42.7495	-88.0751	1581111	0								3	Racine County, Wisconsin, United States	US	USWI		42.7495	-88.0751	1581111	20171109050000	http://journaltimes.com/news/local/wedc-oks-foxconn-contract-which-includes-ceo-s-personal-guarantee/article_e1915247-cf2d-556a-ba51-003dbeaf19d0.html
705225595	20161109	201611	2016	2016.8466	CHN	CHINA	CHN																		1	057	057	05	1	8.0	10	1	10	0	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	0								4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	20171109050000	http://macaudailytimes.com.mo/page/1586
705225596	20161109	201611	2016	2016.8466	EDU	STUDENT						EDU													0	0231	023	02	1	3.4	10	2	10	3.31246427056632	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	0								1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	20171109050000	http://www.wapt.com/article/music-dreams-country-music-stars-help-mississippi-students/13451036
705225597	20161109	201611	2016	2016.8466	EUR	EUROPEAN	EUR																		0	172	172	17	4	-5.0	5	1	5	-3.25644504748982	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	0								4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171109050000	https://www.geo.tv/latest/166769-berlusconi-eyes-political-resurrection-unhindered-by-sex-scandals
705225598	20161109	201611	2016	2016.8466	EUR	EUROPEAN	EUR																		0	172	172	17	4	-5.0	5	1	5	-3.25644504748982	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171109050000	https://www.geo.tv/latest/166769-berlusconi-eyes-political-resurrection-unhindered-by-sex-scandals
705225599	20161109	201611	2016	2016.8466	IMGSASMOS	ALTAF HUSSAIN	SAS			MOS		IMG			PAK	PAKISTAN	PAK								0	161	161	16	4	-4.0	5	1	5	0.40783034257749	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20171109050000	Dawn website, Karachi/BBC Monitoring/(c) BBC
705225600	20161109	201611	2016	2016.8466	PAK	PAKISTAN	PAK																		0	161	161	16	4	-4.0	5	1	5	0.40783034257749	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	0								4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20171109050000	Dawn website, Karachi/BBC Monitoring/(c) BBC
