704183148	20161106	201611	2016	2016.8384	BUS	BANK						BUS													1	145	145	14	3	-7.5	8	1	8	-5.32915360501568	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	0								5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20171106013000	http://kashmirreader.com/2017/11/06/atm-stolen-in-pulwama-5th-in-south-kashmir-this-year/
704183149	20161106	201611	2016	2016.8384	BUSEDU	BUSINESS						BUS	EDU												1	120	120	12	3	-4.0	10	1	10	-1.18845500848896	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171106013000	https://www.timeshighereducation.com/news/eu-recruitment-woes-push-business-schools-towards-tipping-point
704183150	20161106	201611	2016	2016.8384	CHN	CHINESE	CHN								GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	2	1	2	-1.18845500848896	1	China	CH	CH		35	105	CH	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171106013000	https://www.timeshighereducation.com/news/eu-recruitment-woes-push-business-schools-towards-tipping-point
704183151	20161106	201611	2016	2016.8384	CHN	CHINESE	CHN								GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	6	1	6	-1.18845500848896	1	China	CH	CH		35	105	CH	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	1	China	CH	CH		35	105	CH	20171106013000	https://www.timeshighereducation.com/news/eu-recruitment-woes-push-business-schools-towards-tipping-point
704183152	20161106	201611	2016	2016.8384	CHN	CHINESE	CHN								GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	2	1	2	-1.18845500848896	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106013000	https://www.timeshighereducation.com/news/eu-recruitment-woes-push-business-schools-towards-tipping-point
704183153	20161106	201611	2016	2016.8384	COG	CONGO	COG								COGGOV	CONGO	COG					GOV			0	0831	083	08	2	5.0	2	1	2	-8.37696335078531	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171106013000	https://af.reuters.com/article/topNews/idAFKBN1D50HC-OZATP
704183154	20161106	201611	2016	2016.8384	COG	CONGO	COG								COGGOV	CONGO	COG					GOV			0	120	120	12	3	-4.0	2	1	2	-8.37696335078531	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171106013000	https://af.reuters.com/article/topNews/idAFKBN1D50HC-OZATP
704183155	20161106	201611	2016	2016.8384	COG	CONGO	COG								GOV	PRESIDENT						GOV			0	0831	083	08	2	5.0	8	1	8	-8.37696335078531	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171106013000	https://af.reuters.com/article/topNews/idAFKBN1D50HC-OZATP
704183156	20161106	201611	2016	2016.8384	COG	CONGO	COG								GOV	PRESIDENT						GOV			0	120	120	12	3	-4.0	8	1	8	-8.37696335078531	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171106013000	https://af.reuters.com/article/topNews/idAFKBN1D50HC-OZATP
704183157	20161106	201611	2016	2016.8384	COP	PRISON						COP			JUD	JUDGE						JUD			1	173	173	17	4	-5.0	2	1	2	-0.53890198720108	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171106013000	http://www.expressnews.com/news/education/article/Wyoming-boot-camp-helps-young-offenders-turn-12332151.php
