703322280	20171102	201711	2017	2017.8274											MIL	ARMED FORCES						MIL			1	013	013	01	1	0.4	5	1	5	-0.84643288996372	0								4	Mitrovica, Mitrovica, Kosovo	KV	KV15	47644	42.8833	20.8667	-85316	4	Mitrovica, Mitrovica, Kosovo	KV	KV15	47644	42.8833	20.8667	-85316	20171102151500	RTK TV website, Pristina/BBC Monitoring/(c) BBC
703322281	20171102	201711	2017	2017.8274											MIL	ARMED FORCES						MIL			1	030	030	03	1	4.0	5	1	5	-0.84643288996372	0								4	Mitrovica, Mitrovica, Kosovo	KV	KV15	47644	42.8833	20.8667	-85316	4	Mitrovica, Mitrovica, Kosovo	KV	KV15	47644	42.8833	20.8667	-85316	20171102151500	RTK TV website, Pristina/BBC Monitoring/(c) BBC
703322282	20171102	201711	2017	2017.8274											MIL	ARMED FORCES						MIL			1	051	051	05	1	3.4	5	1	5	-0.84643288996372	0								4	Mitrovica, Mitrovica, Kosovo	KV	KV15	47644	42.8833	20.8667	-85316	4	Mitrovica, Mitrovica, Kosovo	KV	KV15	47644	42.8833	20.8667	-85316	20171102151500	RTK TV website, Pristina/BBC Monitoring/(c) BBC
703322283	20171102	201711	2017	2017.8274											SCGSRB	SERBIA	SRB								1	030	030	03	1	4.0	4	1	4	4.67289719626168	0								1	Kosovo	KV	KV		42.583333	21	KV	1	Serbia	RI	RI		44	21	RI	20171102151500	RTK TV website, Pristina/BBC Monitoring/(c) BBC
703322284	20171102	201711	2017	2017.8274											SOM	SOMALI	SOM								1	040	040	04	1	1.0	10	1	10	0.98039215686275	0								4	Afgoye, Shabeellaha Hoose, Somalia	SO	SO14	25691	2.1381	45.1212	-3215104	4	Afgoye, Shabeellaha Hoose, Somalia	SO	SO14	25691	2.1381	45.1212	-3215104	20171102151500	Radio Shabeelle, Mogadishu/BBC Monitoring/(c) BBC
703322285	20171102	201711	2017	2017.8274											SOM	SOMALI	SOM								1	192	192	19	4	-9.5	10	1	10	0.98039215686275	0								4	Afgoye, Shabeellaha Hoose, Somalia	SO	SO14	25691	2.1381	45.1212	-3215104	4	Afgoye, Shabeellaha Hoose, Somalia	SO	SO14	25691	2.1381	45.1212	-3215104	20171102151500	Radio Shabeelle, Mogadishu/BBC Monitoring/(c) BBC
703322286	20171102	201711	2017	2017.8274											TUR	ANKARA	TUR								1	043	043	04	1	2.8	3	1	3	0	0								4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171102151500	Yeni Safak website in English/BBC Monitoring/(c) BBC
703322287	20171102	201711	2017	2017.8274	ALB	ALBANIA	ALB								srp	SERBS			srp						0	030	030	03	1	4.0	1	1	1	-0.84643288996372	4	Mitrovica, Mitrovica, Kosovo	KV	KV15	47644	42.8833	20.8667	-85316	4	Mitrovica, Mitrovica, Kosovo	KV	KV15	47644	42.8833	20.8667	-85316	1		RB	RB				RB	20171102151500	RTK TV website, Pristina/BBC Monitoring/(c) BBC
703322288	20171102	201711	2017	2017.8274	ALB	ALBANIA	ALB								srp	SERBS			srp						0	030	030	03	1	4.0	1	1	1	-0.84643288996372	1	Albania	AL	AL		41	20	AL	1		RB	RB				RB	1		RB	RB				RB	20171102151500	RTK TV website, Pristina/BBC Monitoring/(c) BBC
703322289	20171102	201711	2017	2017.8274	ALB	ALBANIAN	ALB								srp	SERBS			srp						0	090	090	09	2	-2.0	2	1	2	-0.84643288996372	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20171102151500	RTK TV website, Pristina/BBC Monitoring/(c) BBC
