704022389	20161105	201611	2016	2016.8356											LAB	STAFF MEMBER						LAB			0	040	040	04	1	1.0	4	1	4	-0.40774719673802	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171105063000	http://beta.latimes.com/world/asia/la-fg-china-tampons-20160318-story.html
704022390	20161105	201611	2016	2016.8356	GOV	CROWN PRINCE						GOV			SAU	SAUDI ARABIA	SAU								1	010	010	01	1	0.0	10	1	10	-1.12359550561798	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20171105063000	https://www.newsbytesapp.com/timeline/World/12556/65535/saudi-arabia-s-anti-corruption-purge
704022391	20161105	201611	2016	2016.8356	LAB	STAFF MEMBER						LAB													0	040	040	04	1	1.0	4	1	4	-0.40774719673802	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171105063000	http://beta.latimes.com/world/asia/la-fg-china-tampons-20160318-story.html
704022392	20161105	201611	2016	2016.8356	LAB	STAFF MEMBER						LAB													0	110	110	11	3	-2.0	4	1	4	-0.40774719673802	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171105063000	http://beta.latimes.com/world/asia/la-fg-china-tampons-20160318-story.html
704022393	20161105	201611	2016	2016.8356	LBNGOV	LEBANON	LBN					GOV			LBN	LEBANON	LBN								0	020	020	02	1	3.0	1	1	1	-7.12530712530712	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105063000	http://ktla.com/2017/11/04/lebanons-prime-minister-unexpectedly-resigns-plunging-nation-into-new-political-crisis/
704022394	20171006	201710	2017	2017.7562	BUS	COMPANY						BUS			MEDBUS	TELECOM						MED	BUS		1	030	030	03	1	4.0	270	1	10	-1.80131004366813	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105063000	http://www.asianage.com/business/companies/051117/moodys-cuts-ril-credit-outlook-to-stable-but-affirms-ratings.html
704022395	20171006	201710	2017	2017.7562	CHL	SANTIAGO	CHL								USAMED	THE ASSOCIATED PRESS	USA					MED			0	042	042	04	1	1.9	5	1	5	-4.29594272076373	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20171105063000	https://wtop.com/latin-america/2017/11/venezuela-opposition-leader-seeks-refuge-in-chilean-embassy/
704022396	20171006	201710	2017	2017.7562	CHL	CHILE	CHL								USAMED	THE ASSOCIATED PRESS	USA					MED			0	042	042	04	1	1.9	2	1	2	-4.29594272076373	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	1	Colombia	CO	CO		4	-72	CO	20171105063000	https://wtop.com/latin-america/2017/11/venezuela-opposition-leader-seeks-refuge-in-chilean-embassy/
704022397	20171006	201710	2017	2017.7562	CHL	SANTIAGO	CHL								USAMED	THE ASSOCIATED PRESS	USA					MED			0	042	042	04	1	1.9	1	1	1	-4.29594272076373	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20171105063000	https://wtop.com/latin-america/2017/11/venezuela-opposition-leader-seeks-refuge-in-chilean-embassy/
704022398	20171006	201710	2017	2017.7562	JPN	JAPANESE	JPN								USA	NEBRASKA	USA								1	010	010	01	1	0.0	10	1	10	0.29498525073746	4	Tsuwano, Shimane, Japan	JA	JA36	36597	34.4667	131.767	-247079	4	Tsuwano, Shimane, Japan	JA	JA36	36597	34.4667	131.767	-247079	4	Tsuwano, Shimane, Japan	JA	JA36	36597	34.4667	131.767	-247079	20171105063000	http://www.omaha.com/opinion/editorial-rural-lessons-to-be-shared-from-neighbors-a-world/article_027e8fb3-4802-5002-9dde-3a0dbe5a3e25.html
704022399	20171006	201710	2017	2017.7562	NZLGOV	NEW ZEALAND	NZL					GOV			GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	10	1	10	-2.42130750605327	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171105063000	http://www.ibtimes.com.au/new-zealands-global-competitiveness-goes-australia-plunges-down-1561357
704022400	20171006	201710	2017	2017.7562	USAMED	THE ASSOCIATED PRESS	USA					MED			CHL	SANTIAGO	CHL								0	043	043	04	1	2.8	5	1	5	-4.29594272076373	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20171105063000	https://wtop.com/latin-america/2017/11/venezuela-opposition-leader-seeks-refuge-in-chilean-embassy/
