705644103	20161110	201611	2016	2016.8493	MKDGOV	MACEDONIA	MKD					GOV			RUS	RUSSIAN	RUS								1	020	020	02	1	3.0	2	1	2	-5.98591549295775	4	Skopje, Macedonia (general), Macedonia	MK	MK00	27270	42	21.4333	-95841	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171110104500	http://english.republika.mk/pm-zaevs-claims-unfounded-and-impermissible-says-the-russian-embassy-in-skopje/
705644104	20161110	201611	2016	2016.8493	TZA	TANZANIA	TZA								CVL	TOURIST						CVL			1	043	043	04	1	2.8	10	1	10	-2.17391304347826	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171110104500	https://24tanzania.com/7-million-tourists-visited-tanzania-from-2001-to-2012/
705644105	20161110	201611	2016	2016.8493	USA	A US	USA																		1	071	071	07	2	7.4	3	1	3	-1.06382978723405	4	Great Wall, China (general), China	CH	CH00	13077	39.9667	119.8	-1930117	0								4	Great Wall, China (general), China	CH	CH00	13077	39.9667	119.8	-1930117	20171110104500	http://www.scmp.com/article/456522/bullish-invesco-keeps-china-faith
705644106	20171011	201710	2017	2017.7699	CVL	SETTLEMENT						CVL			GOV	PRESIDENT						GOV			1	081	081	08	2	5.0	6	1	6	-4.48430493273543	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171110104500	http://business.inquirer.net/240513/philippine-news-updates-tax-tax-evaders-marawi-city-duterte-administration-finance-secretary-carlos-g-dominguez-iii-mighty-corp
705644107	20171011	201710	2017	2017.7699	CVL	SETTLEMENT						CVL			JPN	JAPAN	JPN								1	081	081	08	2	5.0	4	1	4	-4.48430493273543	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171110104500	http://business.inquirer.net/240513/philippine-news-updates-tax-tax-evaders-marawi-city-duterte-administration-finance-secretary-carlos-g-dominguez-iii-mighty-corp
705644108	20171011	201710	2017	2017.7699	GOV	PRESIDENT						GOV													0	051	051	05	1	3.4	1	1	1	-3.42465753424657	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20171110104500	https://www.ndtv.com/karnataka-news/tipu-jayanti-celebrated-amid-protests-heavy-security-across-karnataka-1773814
705644109	20171011	201710	2017	2017.7699	GOV	PRESIDENT						GOV													0	051	051	05	1	3.4	7	1	7	-3.42465753424657	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	0								5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20171110104500	https://www.ndtv.com/karnataka-news/tipu-jayanti-celebrated-amid-protests-heavy-security-across-karnataka-1773814
705644110	20171011	201710	2017	2017.7699	HRI	RIGHTS GROUP						HRI			MED	MEDIA						MED			0	173	173	17	4	-5.0	10	1	10	-5.58659217877095	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171110104500	https://www.independent.co.ug/zimbabwe-frees-us-journalist-jailed-subversion-charges/
705644111	20171011	201710	2017	2017.7699	LEG	SENATE						LEG			CRM	CRIMINAL						CRM			1	010	010	01	1	0.0	5	1	5	-8.66141732283464	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171110104500	https://finance.yahoo.com/m/625e73cc-5a03-3ba6-9a4c-e2b6f3cebb6e/ss_marissa-mayer-apologizes-for.html
705644112	20171011	201710	2017	2017.7699	MED	NEWS ORGANIZATION						MED													1	090	090	09	2	-2.0	10	1	10	0.59523809523809	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	20171110104500	https://www.propublica.org/article/propublica-local-reporting-network-responses
705644113	20171011	201710	2017	2017.7699	MED	WEBSITE						MED			USA	UNITED STATES	USA								1	042	042	04	1	1.9	5	1	5	0	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171110104500	https://www.gsmarena.com/red_sony_xperia_xz_premium_now_available_in_us-news-28192.php
705644114	20171011	201710	2017	2017.7699	MNCJPN	SONY	JPN					MNC			USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	0	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171110104500	https://www.gsmarena.com/red_sony_xperia_xz_premium_now_available_in_us-news-28192.php
705644115	20171011	201710	2017	2017.7699	MNCJPN	SONY	JPN					MNC			USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	0	1	Malaysia	MY	MY		2.5	112.5	MY	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171110104500	https://www.gsmarena.com/red_sony_xperia_xz_premium_now_available_in_us-news-28192.php
705644116	20171011	201710	2017	2017.7699	OPP	DETAINEE						OPP													0	120	120	12	3	-4.0	10	1	10	-6.04651162790698	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20171110104500	http://www.tribuneindia.com/news/world/myanmar-sentences-reporters-to-jail-for-flying-drone/495611.html
705644117	20171011	201710	2017	2017.7699	USA	UNITED STATES	USA								MED	WEBSITE						MED			1	043	043	04	1	2.8	4	1	4	0	1	United States	US	US		39.828175	-98.5795	US	1	Japan	JA	JA		36	138	JA	1	United States	US	US		39.828175	-98.5795	US	20171110104500	https://www.gsmarena.com/red_sony_xperia_xz_premium_now_available_in_us-news-28192.php
705644118	20171011	201710	2017	2017.7699	USA	UNITED STATES	USA								MNCJPN	SONY	JPN					MNC			1	043	043	04	1	2.8	5	1	5	0	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171110104500	https://www.gsmarena.com/red_sony_xperia_xz_premium_now_available_in_us-news-28192.php
705644119	20171011	201710	2017	2017.7699	zul	ZULU			zul																1	010	010	01	1	0.0	6	1	6	-3.75	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171110104500	https://www.iol.co.za/news/south-africa/kwazulu-natal/magaqa-murder-anc-whistle-blowers-live-in-fear-11948622
705644120	20171011	201710	2017	2017.7699	zul	ZULU			zul						AFR	AFRICA	AFR								1	010	010	01	1	0.0	4	1	4	-3.75	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171110104500	https://www.iol.co.za/news/south-africa/kwazulu-natal/magaqa-murder-anc-whistle-blowers-live-in-fear-11948622
705644121	20171103	201711	2017	2017.8301											GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	3	1	3	6.12903225806452	0								5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	20171110104500	http://www.berwick-advertiser.co.uk/news/duke-steps-into-new-role-with-rural-champion-1-4607896
705644122	20171103	201711	2017	2017.8301											GOV	PRIME MINISTER						GOV			1	046	046	04	1	7.0	6	1	6	3.40715502555366	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20171110104500	http://thefinancialexpress.com.bd/national/bangladesh-to-celebrate-recognition-of-bangabandhus-speech-on-nov-25-1510307126
705644123	20171103	201711	2017	2017.8301	AUSLEG	VICTORIA	AUS					LEG			AUS	AUSTRALIA	AUS								1	033	033	03	1	5.2	2	1	2	-0.78125	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171110104500	http://www.perthnow.com.au/news/breaking-news/poll-shows-assisted-dying-support-high/news-story/dc75db1cc120786b8590f9c8c8def818
705644124	20171103	201711	2017	2017.8301	AUSLEG	VICTORIA	AUS					LEG			AUS	AUSTRALIA	AUS								1	040	040	04	1	1.0	2	1	2	-0.78125	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171110104500	http://www.perthnow.com.au/news/breaking-news/poll-shows-assisted-dying-support-high/news-story/dc75db1cc120786b8590f9c8c8def818
705644125	20171103	201711	2017	2017.8301	COP	POLICE						COP			EDU	SCHOOL						EDU			0	173	173	17	4	-5.0	10	1	10	-4.17582417582417	4	Mulanje, Mulanje, Malawi	MI	MI29	42176	-16.0254	35.504	-1485020	4	Mulanje, Mulanje, Malawi	MI	MI29	42176	-16.0254	35.504	-1485020	4	Mulanje, Mulanje, Malawi	MI	MI29	42176	-16.0254	35.504	-1485020	20171110104500	https://zodiakmalawi.com/malawi-national-news/clergy-arrested-for-anti-school-teachings
705644126	20171103	201711	2017	2017.8301	FRA	FRANCE	FRA																		1	040	040	04	1	1.0	4	1	4	-3.28947368421052	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20171110104500	http://www.harpers.co.uk/news/fullstory.php/aid/22630/The_week_that_was_.html
705644127	20171103	201711	2017	2017.8301	GBR	BRITISH	GBR								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	5	1	5	6.12903225806452	5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	20171110104500	http://www.berwick-advertiser.co.uk/news/duke-steps-into-new-role-with-rural-champion-1-4607896
705644128	20171103	201711	2017	2017.8301	GOV	PRESIDENT						GOV													1	040	040	04	1	1.0	3	1	3	6.12903225806452	5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	0								5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	20171110104500	http://www.berwick-advertiser.co.uk/news/duke-steps-into-new-role-with-rural-champion-1-4607896
705644129	20171103	201711	2017	2017.8301	GOV	PRIME MINISTER						GOV													1	046	046	04	1	7.0	6	1	6	3.40715502555366	1	Bangladesh	BG	BG		24	90	BG	0								1	Bangladesh	BG	BG		24	90	BG	20171110104500	http://thefinancialexpress.com.bd/national/bangladesh-to-celebrate-recognition-of-bangabandhus-speech-on-nov-25-1510307126
705644130	20171103	201711	2017	2017.8301	GOV	PRESIDENT						GOV			GBR	BRITISH	GBR								1	040	040	04	1	1.0	5	1	5	6.12903225806452	5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	20171110104500	http://www.berwick-advertiser.co.uk/news/duke-steps-into-new-role-with-rural-champion-1-4607896
705644131	20171103	201711	2017	2017.8301	LBN	LEBANON	LBN								SAU	SAUDI	SAU								0	0831	083	08	2	5.0	1	1	1	-2.60223048327138	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171110104500	http://www.arkansasonline.com/news/2017/nov/10/anti-graft-sweep-nets-201-saudis-201711-1/
705644132	20171103	201711	2017	2017.8301	LBN	LEBANON	LBN								SAU	SAUDI	SAU								0	0831	083	08	2	5.0	1	1	1	-2.60223048327138	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171110104500	http://www.arkansasonline.com/news/2017/nov/10/anti-graft-sweep-nets-201-saudis-201711-1/
705644133	20171103	201711	2017	2017.8301	LEG	SENATOR						LEG													0	030	030	03	1	4.0	3	1	3	-0.19627085377821	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20171110104500	http://www.arkansasonline.com/news/2017/nov/10/ryan-getting-pressure-on-daca-20171110/
705644134	20171103	201711	2017	2017.8301	LEG	CONGRESS						LEG			MNCUSAMED	GOOGLE	USA					MNC	MED		1	040	040	04	1	1.0	10	1	10	-3.75	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171110104500	https://www.direktbroker.de/news/international-investigations-probe-russian-social-media-meddling-in-us-politics-55385091
705644135	20171103	201711	2017	2017.8301	LEG	SENATOR						LEG			USA	UNITED STATES	USA								0	030	030	03	1	4.0	1	1	1	-0.19627085377821	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	20171110104500	http://www.arkansasonline.com/news/2017/nov/10/ryan-getting-pressure-on-daca-20171110/
705644136	20171103	201711	2017	2017.8301	LEG	SENATOR						LEG			USA	UNITED STATES	USA								0	030	030	03	1	4.0	1	1	1	-0.19627085377821	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	20171110104500	http://www.arkansasonline.com/news/2017/nov/10/ryan-getting-pressure-on-daca-20171110/
705644137	20171103	201711	2017	2017.8301	MED	SPOKESMAN						MED			USA	NEW YORK	USA								1	010	010	01	1	0.0	6	1	6	-2.36220472440945	4	Mandalay, Mandalay, Myanmar	BM	BM08	41806	22	96.0833	-427446	4	Mandalay, Mandalay, Myanmar	BM	BM08	41806	22	96.0833	-427446	4	Mandalay, Mandalay, Myanmar	BM	BM08	41806	22	96.0833	-427446	20171110104500	https://lasvegassun.com/news/2017/nov/10/tripadvisor-icon-will-identify-hotels-where-sexual/
705644138	20171103	201711	2017	2017.8301	MNCUSAMED	GOOGLE	USA					MNC	MED		LEG	CONGRESS						LEG			1	040	040	04	1	1.0	10	1	10	-3.75	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171110104500	https://www.direktbroker.de/news/international-investigations-probe-russian-social-media-meddling-in-us-politics-55385091
705644139	20171103	201711	2017	2017.8301	SAU	SAUDI ARABIA	SAU																		0	0831	083	08	2	5.0	6	1	6	-2.60223048327138	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171110104500	http://www.arkansasonline.com/news/2017/nov/10/anti-graft-sweep-nets-201-saudis-201711-1/
705644140	20171103	201711	2017	2017.8301	zul	ZULU			zul						COP	POLICE						COP			0	010	010	01	1	0.0	5	1	5	-3.75	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171110104500	https://www.iol.co.za/news/south-africa/kwazulu-natal/magaqa-murder-anc-whistle-blowers-live-in-fear-11948622
705644141	20171103	201711	2017	2017.8301	zul	ZULU			zul						COP	POLICE						COP			0	0234	023	02	1	3.4	10	1	10	-3.75	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171110104500	https://www.iol.co.za/news/south-africa/kwazulu-natal/magaqa-murder-anc-whistle-blowers-live-in-fear-11948622
705644142	20171103	201711	2017	2017.8301	zul	ZULU			zul						CVL	PRIVATE CITIZEN						CVL			0	072	072	07	2	8.3	10	1	10	-3.75	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171110104500	https://www.iol.co.za/news/south-africa/kwazulu-natal/magaqa-murder-anc-whistle-blowers-live-in-fear-11948622
705644143	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	112	112	11	3	-2.0	20	1	20	-10.3603603603604	1	Zimbabwe	ZI	ZI		-19	29	ZI	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	20171110104500	http://bulawayo24.com/index-id-news-sc-national-byo-121619.html
705644144	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	190	190	19	4	-10.0	20	1	20	-10.3603603603604	1	Zimbabwe	ZI	ZI		-19	29	ZI	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	20171110104500	http://bulawayo24.com/index-id-news-sc-national-byo-121619.html
705644145	20171109	201711	2017	2017.8466	GOV	PRESIDENT						GOV			SAU	RIYADH	SAU								1	042	042	04	1	1.9	4	1	4	-0.45662100456621	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171110104500	https://www.middleeastmonitor.com/20171110-france-lebanons-hariri-free-in-saudi/
705644146	20171109	201711	2017	2017.8466	ISR	ISRAELI	ISR								GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	4	1	4	0	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171110104500	https://www.middleeastmonitor.com/20171110-israeli-minister-many-of-us-are-ideologically-against-two-states/
705644147	20171109	201711	2017	2017.8466	ISRGOV	ISRAELI	ISR					GOV			GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	6	1	6	0	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171110104500	https://www.middleeastmonitor.com/20171110-israeli-minister-many-of-us-are-ideologically-against-two-states/
705644148	20171109	201711	2017	2017.8466	SAU	RIYADH	SAU								GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	2	1	2	-0.45662100456621	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171110104500	https://www.middleeastmonitor.com/20171110-france-lebanons-hariri-free-in-saudi/
705644149	20171110	201711	2017	2017.8493											AFG	AFGHANISTAN	AFG								0	020	020	02	1	3.0	3	1	3	2.9082774049217	0								5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	20171110104500	http://www.cnn.com/interactive/2017/11/health/quadruple-amputee-veteran-cnnphotos/
705644150	20171110	201711	2017	2017.8493											AFG	AFGHANISTAN	AFG								0	043	043	04	1	2.8	4	1	4	2.9082774049217	0								5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	20171110104500	http://www.cnn.com/interactive/2017/11/health/quadruple-amputee-veteran-cnnphotos/
705644151	20171110	201711	2017	2017.8493											AFR	AFRICA	AFR								0	017	017	01	1	0.0	4	1	4	-2.7190332326284	0								4	Bellville, Western Cape, South Africa	SF	SF11	77317	-33.9002	18.6285	-1210113	4	Bellville, Western Cape, South Africa	SF	SF11	77317	-33.9002	18.6285	-1210113	20171110104500	https://www.iol.co.za/capetimes/news/use-slaying-of-cput-residences-head-to-reflect-on-who-weve-become-11940657
705644152	20171110	201711	2017	2017.8493											AFR	AFRICA	AFR								1	040	040	04	1	1.0	10	1	10	0.19607843137255	0								4	Scottsdene, Western Cape, South Africa	SF	SF11	77317	-33.85	18.7	-1282009	4	Scottsdene, Western Cape, South Africa	SF	SF11	77317	-33.85	18.7	-1282009	20171110104500	http://www.702.co.za/articles/280149/24-7-toll-free-maths-and-sciences-helpline-to-assist-high-school-learners
705644153	20171110	201711	2017	2017.8493											AFR	AFRICA	AFR								1	043	043	04	1	2.8	4	1	4	-2.7190332326284	0								4	Bellville, Western Cape, South Africa	SF	SF11	77317	-33.9002	18.6285	-1210113	4	Bellville, Western Cape, South Africa	SF	SF11	77317	-33.9002	18.6285	-1210113	20171110104500	https://www.iol.co.za/capetimes/news/use-slaying-of-cput-residences-head-to-reflect-on-who-weve-become-11940657
705644154	20171110	201711	2017	2017.8493											AFR	AFRICA	AFR								0	060	060	06	2	6.0	6	1	6	0.5611672278339	0								4	Pietermaritzburg, KwaZulu-Natal, South Africa	SF	SF02	77352	-29.6168	30.3928	-1272393	4	Pietermaritzburg, KwaZulu-Natal, South Africa	SF	SF02	77352	-29.6168	30.3928	-1272393	20171110104500	https://www.iol.co.za/news/south-africa/kwazulu-natal/helping-scholars-become-scientists-11938302
705644155	20171110	201711	2017	2017.8493											AFR	AFRICA	AFR								1	190	190	19	4	-10.0	2	1	2	-12.0567375886525	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171110104500	http://www.enca.com/south-africa/man-dies-another-injured-after-truck-overturns
705644156	20171110	201711	2017	2017.8493											AGO	ANGOLA	AGO								1	040	040	04	1	1.0	2	1	2	0	0								4	Ndalatando, Cuanza Norte, Angola	AO	AO05	18585	-9.3	14.9167	-2868891	4	Ndalatando, Cuanza Norte, Angola	AO	AO05	18585	-9.3	14.9167	-2868891	20171110104500	http://allafrica.com/stories/201711100285.html
705644157	20171110	201711	2017	2017.8493											AGO	ANGOLA	AGO								1	046	046	04	1	7.0	2	1	2	0	0								4	Ndalatando, Cuanza Norte, Angola	AO	AO05	18585	-9.3	14.9167	-2868891	4	Ndalatando, Cuanza Norte, Angola	AO	AO05	18585	-9.3	14.9167	-2868891	20171110104500	http://allafrica.com/stories/201711100285.html
