704443377	20161106	201611	2016	2016.8384	BUS	MANUFACTURER						BUS			MNCFINMED	NOKIA	FIN					MNC	MED		1	036	036	03	1	4.0	10	1	10	0.72639225181598	0								0								0								20171106221500	http://www.ibtimes.co.in/ultimate-flagship-nokia-9s-biggest-rivals-will-be-oneplus-5t-xiaomi-mi-7-748425
704443378	20161106	201611	2016	2016.8384	CVL	MIGRANT						CVL			ITA	ITALY	ITA								0	042	042	04	1	1.9	2	1	2	-5.84958217270195	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20171106221500	http://www.arabnews.com/node/1189451/middle-east
704443379	20161106	201611	2016	2016.8384	EDU	SCHOOL						EDU			ITA	ITALIAN	ITA								1	036	036	03	1	4.0	4	1	4	3.7593984962406	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171106221500	http://www.gulf-times.com/story/570214/Top-fashion-school-planned-for-Qatar
704443380	20161106	201611	2016	2016.8384	EDU	SCHOOL						EDU			ITA	ITALIAN	ITA								1	036	036	03	1	4.0	1	1	1	3.7593984962406	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20171106221500	http://www.gulf-times.com/story/570214/Top-fashion-school-planned-for-Qatar
704443381	20161106	201611	2016	2016.8384	GBR	UNITED KINGDOM	GBR																		0	071	071	07	2	7.4	1	1	1	0.14367816091955	1	United Kingdom	UK	UK		54	-4	UK	0								1	Israel	IS	IS		31.5	34.75	IS	20171106221500	https://www.alaraby.co.uk/english/news/2017/11/6/uk-minister-apologises-over-undisclosed-israel-meetings
704443382	20161106	201611	2016	2016.8384	GBR	UNITED KINGDOM	GBR																		1	084	084	08	2	7.0	10	1	10	-1.5552099533437	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20171106221500	http://www.expertreviews.co.uk/mobile-phones/1406108/oneplus-5t-release-date-and-rumours-launch-date-confirmed
704443383	20161106	201611	2016	2016.8384	GBR	UNITED KINGDOM	GBR								PSE	PALESTINIAN	PSE								0	071	071	07	2	7.4	2	1	2	0.14367816091955	1	United Kingdom	UK	UK		54	-4	UK	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171106221500	https://www.alaraby.co.uk/english/news/2017/11/6/uk-minister-apologises-over-undisclosed-israel-meetings
704443384	20161106	201611	2016	2016.8384	ITA	ITALY	ITA								CVL	MIGRANT						CVL			0	043	043	04	1	2.8	2	1	2	-5.84958217270195	1	Italy	IT	IT		42.833333	12.833333	IT	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	1	Italy	IT	IT		42.833333	12.833333	IT	20171106221500	http://www.arabnews.com/node/1189451/middle-east
704443385	20161106	201611	2016	2016.8384	MNCFINMED	NOKIA	FIN					MNC	MED		BUS	MANUFACTURER						BUS			1	036	036	03	1	4.0	10	1	10	0.72639225181598	0								0								0								20171106221500	http://www.ibtimes.co.in/ultimate-flagship-nokia-9s-biggest-rivals-will-be-oneplus-5t-xiaomi-mi-7-748425
704443386	20161106	201611	2016	2016.8384	NMR	NORTH AMERICA	NMR								JPN	JAPAN	JPN								1	060	060	06	2	6.0	2	1	2	-1.1904761904762	1	Japan	JA	JA		36	138	JA	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	1	Japan	JA	JA		36	138	JA	20171106221500	https://www.wfyi.org/news/articles/trump-leans-on-japanese-auto-cos-even-as-us-made-exports-rise
704443387	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA																		1	192	192	19	4	-9.5	4	1	4	4.11899313501144	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	0								3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	20171106221500	http://www.kxlh.com/story/36776455/mr-bean-brings-comfort-happiness-to-families-at-ronald-mcdonald-house
704443388	20171007	201710	2017	2017.7589	BUS	INVESTOR						BUS													1	084	084	08	2	7.0	10	1	10	-5.01567398119122	4	Puebla, Puebla, Mexico	MX	MX21	20772	19.05	-98.2	-1690063	0								4	Puebla, Puebla, Mexico	MX	MX21	20772	19.05	-98.2	-1690063	20171106221500	http://www.newstimes.com/business/article/Navigators-posts-third-quarter-loss-after-recent-12336129.php
704443389	20171007	201710	2017	2017.7589	FJI	FIJI	FJI																		1	051	051	05	1	3.4	5	1	5	3.15315315315315	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	0								4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	20171106221500	http://fijivillage.com/news/Health-Ministry-signs-MOU-with-Live--Learn-Environmental-Education-and-Monash-University-krs529/
704443390	20171007	201710	2017	2017.7589	FJI	FIJI	FJI								GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	5	1	5	3.15315315315315	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	4	Nausori, Western, Fiji	FJ	FJ05	40205	-17.55	178.233	-1192349	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	20171106221500	http://fijivillage.com/news/Health-Ministry-signs-MOU-with-Live--Learn-Environmental-Education-and-Monash-University-krs529/
704443391	20171007	201710	2017	2017.7589	GBRGOV	BRITISH	GBR					GOV			GBRCVL	BRITISH	GBR					CVL			1	010	010	01	1	0.0	3	1	3	-4.52488687782805	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106221500	https://independent.ng/three-british-hostages-kidnapped-in-niger-delta-regain-freedom/
704443392	20171007	201710	2017	2017.7589	GHA	GHANA	GHA								AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	4	1	4	1.47420147420148	4	Gympie, Queensland, Australia	AS	AS04	154693	-26.1892	152.658	-1577181	4	Gympie, Queensland, Australia	AS	AS04	154693	-26.1892	152.658	-1577181	4	Gympie, Queensland, Australia	AS	AS04	154693	-26.1892	152.658	-1577181	20171106221500	https://www.gympietimes.com.au/news/gold-coasts-norwell-motorplex-revved-up-over-luxur/3258706/
704443393	20171007	201710	2017	2017.7589	NGA	NIGER DELTA	NGA								GBRCVL	BRITISH	GBR					CVL			1	0841	084	08	2	7.0	5	1	5	-4.52488687782805	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106221500	https://independent.ng/three-british-hostages-kidnapped-in-niger-delta-regain-freedom/
704443394	20171030	201710	2017	2017.8219	BUS	COMPANIES						BUS			USA	LAS VEGAS	USA								1	040	040	04	1	1.0	5	1	5	-0.9771986970684	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20171106221500	https://dailyreckoning.com/pot-alert-can-afford-miss-gains/
704443395	20171030	201710	2017	2017.8219	CVL	HUNTER						CVL													0	193	193	19	4	-10.0	1	1	1	-4.62555066079296	3	Union County, Oregon, United States	US	USOR	OR061	45.3665	-118.001	1164165	0								3	Union County, Oregon, United States	US	USOR		45.3665	-118.001	1164165	20171106221500	http://www.oregonlive.com/environment/index.ssf/2017/11/third_wolf_illegally_killed_in.html
704443396	20171030	201710	2017	2017.8219	CVL	IMMIGRANT						CVL			USA	UNITED STATES	USA								0	180	180	18	4	-9.0	2	1	2	-2.89532293986637	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106221500	https://www.nbcnews.com/card/house-gop-approves-1-6-billion-trumps-wall-n787561
704443397	20171030	201710	2017	2017.8219	CVL	HUNTER						CVL			USA	UNITED STATES	USA								0	193	193	19	4	-10.0	2	1	2	-4.62555066079296	3	Union County, Oregon, United States	US	USOR	OR061	45.3665	-118.001	1164165	3	Union County, Oregon, United States	US	USOR		45.3665	-118.001	1164165	3	Union County, Oregon, United States	US	USOR		45.3665	-118.001	1164165	20171106221500	http://www.oregonlive.com/environment/index.ssf/2017/11/third_wolf_illegally_killed_in.html
704443398	20171030	201710	2017	2017.8219	GBR	BRITISH	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			1	040	040	04	1	1.0	1	1	1	-0.1131221719457	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171106221500	http://www.nzherald.co.nz/wanganui-chronicle/news/article.cfm?c_id=1503426&objectid=11941165
