704068948	20161105	201611	2016	2016.8356											USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-3.03448275862069	0								3	Piketon, Ohio, United States	US	USOH	OH131	39.0681	-83.0143	1061541	3	Piketon, Ohio, United States	US	USOH	OH131	39.0681	-83.0143	1061541	20171105123000	http://www.dispatch.com/news/20171105/piketon-fights-construction-of-radioactive-waste-dump
704068949	20161105	201611	2016	2016.8356											USA	UNITED STATES	USA								0	040	040	04	1	1.0	3	1	3	-3.03448275862069	0								3	Piketon, Ohio, United States	US	USOH	OH131	39.0681	-83.0143	1061541	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105123000	http://www.dispatch.com/news/20171105/piketon-fights-construction-of-radioactive-waste-dump
704068950	20161105	201611	2016	2016.8356	AFGINSTAL	TALIBAN	AFG	TAL				INS													0	120	120	12	3	-4.0	6	1	6	-9.67741935483868	1	Pakistan	PK	PK		30	70	PK	0								1	Pakistan	PK	PK		30	70	PK	20171105123000	http://www.startribune.com/widow-of-slain-pakistani-spy-blames-popular-news-anchor/455342353/
704068951	20161105	201611	2016	2016.8356	BGD	BANGLADESH	BGD																		1	010	010	01	1	0.0	2	1	2	-0.492610837438423	4	Rooppur, Bangladesh (general), Bangladesh	BG	BG00	5815	24.0667	89.0333	-2733406	0								4	Rooppur, Bangladesh (general), Bangladesh	BG	BG00	5815	24.0667	89.0333	-2733406	20171105123000	https://bdnews24.com/economy/2017/11/05/bangladesh-signs-deal-with-siemens-to-build-its-largest-power-plant
704068952	20161105	201611	2016	2016.8356	BGD	BANGLADESH	BGD																		1	010	010	01	1	0.0	2	1	2	-0.492610837438423	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20171105123000	https://bdnews24.com/economy/2017/11/05/bangladesh-signs-deal-with-siemens-to-build-its-largest-power-plant
704068953	20161105	201611	2016	2016.8356	CVL	VOTER						CVL													1	070	070	07	2	7.0	6	1	6	-2.51908396946565	3	Marshfield, Missouri, United States	US	USMO	MO225	37.3387	-92.9071	721909	0								3	Marshfield, Missouri, United States	US	USMO	MO225	37.3387	-92.9071	721909	20171105123000	https://www.usatoday.com/story/news/politics/2017/11/05/one-year-later-trump-voters-blame-presidents-tweets-his-troubles/828180001/
704068954	20161105	201611	2016	2016.8356	EDU	SCHOOL						EDU			TWN	TAIWAN	TWN								1	043	043	04	1	2.8	2	1	2	1.8348623853211	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20171105123000	http://focustaiwan.tw/news/asoc/201711050012.aspx
704068955	20161105	201611	2016	2016.8356	GOV	PRESIDENT						GOV			HLH	HOSPITAL						HLH			1	036	036	03	1	4.0	6	1	6	0.88008800880088	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171105123000	http://www.dailyindependent.com/news/local-hospitals-working-to-retain-and-recruit-nurses/article_3ee40072-c0d4-11e7-a030-1b41d138edc6.html
704068956	20161105	201611	2016	2016.8356	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	0.88008800880088	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171105123000	http://www.dailyindependent.com/news/local-hospitals-working-to-retain-and-recruit-nurses/article_3ee40072-c0d4-11e7-a030-1b41d138edc6.html
704068957	20161105	201611	2016	2016.8356	HLH	HOSPITAL						HLH			GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	6	1	6	0.88008800880088	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171105123000	http://www.dailyindependent.com/news/local-hospitals-working-to-retain-and-recruit-nurses/article_3ee40072-c0d4-11e7-a030-1b41d138edc6.html
