705344354	20161109	201611	2016	2016.8466											BRN	BRUNEI	BRN								1	036	036	03	1	4.0	10	1	10	3.34448160535117	0								1	Brunei	BX	BX		4.5	114.666667	BX	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171109133000	http://vovworld.vn/en-US/apec-2017/apec-2017-deputy-prime-minister-meets-foreign-counterparts-592704.vov
705344355	20161109	201611	2016	2016.8466											BRN	BRUNEI	BRN								1	040	040	04	1	1.0	2	1	2	3.34448160535117	0								1	Brunei	BX	BX		4.5	114.666667	BX	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171109133000	http://vovworld.vn/en-US/apec-2017/apec-2017-deputy-prime-minister-meets-foreign-counterparts-592704.vov
705344356	20161109	201611	2016	2016.8466											BRN	BRUNEI	BRN								1	040	040	04	1	1.0	8	1	8	3.34448160535117	0								1	Brunei	BX	BX		4.5	114.666667	BX	1	Brunei	BX	BX		4.5	114.666667	BX	20171109133000	http://vovworld.vn/en-US/apec-2017/apec-2017-deputy-prime-minister-meets-foreign-counterparts-592704.vov
705344357	20161109	201611	2016	2016.8466											PTY	DEMOCRATIC PARTY									0	190	190	19	4	-10.0	6	1	6	-2.02275600505689	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109133000	http://www.thedailyworld.com/opinion/election-results-across-country-a-warning-sign-for-gop/
705344358	20161109	201611	2016	2016.8466	BRN	BRUNEI	BRN																		1	040	040	04	1	1.0	2	1	2	3.34448160535117	1	Brunei	BX	BX		4.5	114.666667	BX	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171109133000	http://vovworld.vn/en-US/apec-2017/apec-2017-deputy-prime-minister-meets-foreign-counterparts-592704.vov
705344359	20161109	201611	2016	2016.8466	BRN	BRUNEI	BRN																		1	040	040	04	1	1.0	8	1	8	3.34448160535117	1	Brunei	BX	BX		4.5	114.666667	BX	0								1	Brunei	BX	BX		4.5	114.666667	BX	20171109133000	http://vovworld.vn/en-US/apec-2017/apec-2017-deputy-prime-minister-meets-foreign-counterparts-592704.vov
705344360	20161109	201611	2016	2016.8466	CVLREF	VILLAGE						CVL	REF		SYRREF	SYRIAN	SYR					REF			0	020	020	02	1	3.0	6	1	6	-3.72720063441713	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171109133000	https://www.metrotimes.com/news-hits/archives/2017/11/09/refugee-talk-hits-home-in-an-oakland-county-church
705344361	20161109	201611	2016	2016.8466	CVLREF	VILLAGE						CVL	REF		SYRREF	SYRIAN	SYR					REF			0	130	130	13	3	-4.4	6	1	6	-3.72720063441713	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171109133000	https://www.metrotimes.com/news-hits/archives/2017/11/09/refugee-talk-hits-home-in-an-oakland-county-church
705344362	20161109	201611	2016	2016.8466	KHM	CAMBODIA	KHM								VNM	VIETNAMESE	VNM								1	043	043	04	1	2.8	5	1	5	0.4424778761062	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171109133000	https://en.vietnamplus.vn/cambodia-flow-of-vietnamese-tourist-declines-145-percent/121113.vnp
705344363	20161109	201611	2016	2016.8466	KHM	CAMBODIA	KHM								VNM	VIETNAMESE	VNM								1	043	043	04	1	2.8	3	1	3	0.4424778761062	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171109133000	https://en.vietnamplus.vn/cambodia-flow-of-vietnamese-tourist-declines-145-percent/121113.vnp
705344364	20161109	201611	2016	2016.8466	MED	SPOKESMAN						MED			ITA	ITALY	ITA								1	172	172	17	4	-5.0	2	1	2	-1.15384615384616	1	Vatican City	VT	VT		41.9	12.45	VT	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171109133000	http://www.mirror.co.uk/news/world-news/holy-smokes-no-more-pope-11492494
705344365	20161109	201611	2016	2016.8466	MED	SPOKESMAN						MED			ITA	ITALY	ITA								1	172	172	17	4	-5.0	2	1	2	-1.15384615384616	1	Vatican City	VT	VT		41.9	12.45	VT	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	Vatican City	VT	VT		41.9	12.45	VT	20171109133000	http://www.mirror.co.uk/news/world-news/holy-smokes-no-more-pope-11492494
705344366	20161109	201611	2016	2016.8466	MED	SPOKESMAN						MED			ITA	ROME	ITA								1	172	172	17	4	-5.0	3	1	3	-1.15384615384616	1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	20171109133000	http://www.mirror.co.uk/news/world-news/holy-smokes-no-more-pope-11492494
705344367	20161109	201611	2016	2016.8466	PTY	DEMOCRATIC PARTY																			0	190	190	19	4	-10.0	6	1	6	-2.02275600505689	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109133000	http://www.thedailyworld.com/opinion/election-results-across-country-a-warning-sign-for-gop/
705344368	20161109	201611	2016	2016.8466	PTY	DEMOCRATIC PARTY									USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-2.02275600505689	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109133000	http://www.thedailyworld.com/opinion/election-results-across-country-a-warning-sign-for-gop/
705344369	20161109	201611	2016	2016.8466	PTY	DEMOCRATIC PARTY									USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-2.02275600505689	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109133000	http://www.thedailyworld.com/opinion/election-results-across-country-a-warning-sign-for-gop/
705344370	20161109	201611	2016	2016.8466	SYRREF	SYRIA	SYR					REF			CVLREF	VILLAGE						CVL	REF		0	020	020	02	1	3.0	4	1	4	-3.72720063441713	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171109133000	https://www.metrotimes.com/news-hits/archives/2017/11/09/refugee-talk-hits-home-in-an-oakland-county-church
705344371	20161109	201611	2016	2016.8466	SYRREF	SYRIA	SYR					REF			SYR	SYRIAN	SYR								0	130	130	13	3	-4.4	4	1	4	-3.72720063441713	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171109133000	https://www.metrotimes.com/news-hits/archives/2017/11/09/refugee-talk-hits-home-in-an-oakland-county-church
705344372	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA								PTY	DEMOCRATIC PARTY									0	190	190	19	4	-10.0	2	1	2	-2.02275600505689	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109133000	http://www.thedailyworld.com/opinion/election-results-across-country-a-warning-sign-for-gop/
705344373	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA								PTY	DEMOCRATIC PARTY									0	190	190	19	4	-10.0	2	1	2	-2.02275600505689	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109133000	http://www.thedailyworld.com/opinion/election-results-across-country-a-warning-sign-for-gop/
705344374	20161109	201611	2016	2016.8466	VNM	VIETNAMESE	VNM								KHM	CAMBODIA	KHM								1	042	042	04	1	1.9	3	1	3	0.4424778761062	4	Preah Vihear Temple, Preah Vihé, Cambodia	CB	CB13	27016	14.3909	104.681	-1032240	4	Preah Vihear Temple, Preah Vihé, Cambodia	CB	CB13	27016	14.3909	104.681	-1032240	4	Preah Vihear Temple, Preah Vihé, Cambodia	CB	CB13	27016	14.3909	104.681	-1032240	20171109133000	https://en.vietnamplus.vn/cambodia-flow-of-vietnamese-tourist-declines-145-percent/121113.vnp
705344375	20161109	201611	2016	2016.8466	VNM	VIETNAMESE	VNM								KHM	CAMBODIA	KHM								1	042	042	04	1	1.9	3	1	3	0.4424778761062	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171109133000	https://en.vietnamplus.vn/cambodia-flow-of-vietnamese-tourist-declines-145-percent/121113.vnp
705344376	20161109	201611	2016	2016.8466	VNM	VIETNAMESE	VNM								KHM	CAMBODIA	KHM								1	042	042	04	1	1.9	2	1	2	0.4424778761062	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171109133000	https://en.vietnamplus.vn/cambodia-flow-of-vietnamese-tourist-declines-145-percent/121113.vnp
705344377	20171010	201710	2017	2017.7671											FRA	FRENCH	FRA								1	170	170	17	4	-7.0	2	1	2	-8.09399477806788	0								5	South-West Region, Sud-Ouest, Cameroon	CM	CM09	12513	5.41667	9.33333	-3159189	5	South-West Region, Sud-Ouest, Cameroon	CM	CM09	12513	5.41667	9.33333	-3159189	20171109133000	https://www.msn.com/en-gb/news/world/cameroon-separatists-face-arrest/ar-BBELmbb
705344378	20171010	201710	2017	2017.7671											FRA	FRENCH	FRA								1	170	170	17	4	-7.0	2	1	2	-8.10810810810811	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171109133000	http://www.bbc.com/news/world-africa-41928667
705344379	20171010	201710	2017	2017.7671	ESP	SPAIN	ESP								CVL	VOTER						CVL			0	013	013	01	1	0.4	2	1	2	-5.52584670231729	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171109133000	http://www.ivpressonline.com/news/politics/catalan-lawmakers-testifying-in-separatist-rebellion-probe/article_95f42404-27d6-5d7e-ac7b-14a244ca1163.html
705344380	20171010	201710	2017	2017.7671	GOV	GOVERNMENT						GOV			FRA	FRENCH	FRA								1	141	141	14	3	-6.5	16	2	16	-8.101051443088	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171109133000	http://www.bbc.com/news/world-africa-41928667
705344381	20171010	201710	2017	2017.7671	GOV	GOVERNMENT						GOV			FRA	FRENCH	FRA								1	170	170	17	4	-7.0	8	1	8	-8.09399477806788	5	South-West Region, Sud-Ouest, Cameroon	CM	CM09	12513	5.41667	9.33333	-3159189	5	South-West Region, Sud-Ouest, Cameroon	CM	CM09	12513	5.41667	9.33333	-3159189	5	South-West Region, Sud-Ouest, Cameroon	CM	CM09	12513	5.41667	9.33333	-3159189	20171109133000	https://www.msn.com/en-gb/news/world/cameroon-separatists-face-arrest/ar-BBELmbb
705344382	20171010	201710	2017	2017.7671	GOV	GOVERNMENT						GOV			FRA	FRENCH	FRA								1	170	170	17	4	-7.0	8	1	8	-8.10810810810811	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171109133000	http://www.bbc.com/news/world-africa-41928667
