703851657	20161104	201611	2016	2016.8329											MYS	MALAYSIA	MYS								1	111	111	11	3	-2.0	2	1	2	-3.80047505938242	0								4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	20171104091500	https://www.nst.com.my/news/politics/2017/11/299073/mca-slams-penang-not-owning-errors-committed-over-last-9-years
703851658	20161104	201611	2016	2016.8329											MYS	MALAYSIA	MYS								1	111	111	11	3	-2.0	6	1	6	-3.80047505938242	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171104091500	https://www.nst.com.my/news/politics/2017/11/299073/mca-slams-penang-not-owning-errors-committed-over-last-9-years
703851659	20161104	201611	2016	2016.8329											NGA	NIGERIA	NGA								0	042	042	04	1	1.9	4	1	4	0.34305317324185	0								4	Damaturu, Yobe, Nigeria	NI	NI44	191032	11.747	11.9608	-2004284	4	Damaturu, Yobe, Nigeria	NI	NI44	191032	11.747	11.9608	-2004284	20171104091500	http://www.post-nigeria.com/sad-very-bitter-tales-of-some-boko-haram-oppressed-teenage-mothers-who-survived-the-deadly-sambisa-forest-the-untold-story/
703851660	20161104	201611	2016	2016.8329	BUS	ENTREPRENEUR						BUS													1	0311	031	03	1	5.2	5	1	5	1.06951871657754	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	0								4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20171104091500	https://prague.tv/en/s72/Real-Estate/c141-Real-Estate-Articles-FAQs/n11430-Sekyra-gets-first-permit-for-Smichov-City
703851661	20161104	201611	2016	2016.8329	DZA	ALGERIA	DZA																		1	061	061	06	2	6.4	2	1	2	-0.315457413249212	4	Biskra, Wilaya de Biskra, Algeria	AG	AG19	37929	34.8504	5.72805	-462035	0								4	Biskra, Wilaya de Biskra, Algeria	AG	AG19	37929	34.8504	5.72805	-462035	20171104091500	http://www2.anba.com.br/noticia/21876775/agribusiness/algeria-produces-11-million-tons-of-dates/
703851662	20161104	201611	2016	2016.8329	IRL	LIMERICK	IRL								CHRPRO210	LUTHERAN				CHR	PRO				0	051	051	05	1	3.4	10	1	10	3.862660944206	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171104091500	http://www.pottsmerc.com/lifestyle/20171104/area-congregations-schedule-special-services-and-events
703851663	20161104	201611	2016	2016.8329	NGA	NIGERIA	NGA																		0	043	043	04	1	2.8	4	1	4	0.34305317324185	4	Damaturu, Yobe, Nigeria	NI	NI44	191032	11.747	11.9608	-2004284	0								4	Damaturu, Yobe, Nigeria	NI	NI44	191032	11.747	11.9608	-2004284	20171104091500	http://www.post-nigeria.com/sad-very-bitter-tales-of-some-boko-haram-oppressed-teenage-mothers-who-survived-the-deadly-sambisa-forest-the-untold-story/
703851664	20161104	201611	2016	2016.8329	REL	SAINT									CHRPRO365	UNITED CHURCH OF CHRIST				CHR	PRO				0	051	051	05	1	3.4	10	1	10	3.862660944206	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171104091500	http://www.pottsmerc.com/lifestyle/20171104/area-congregations-schedule-special-services-and-events
703851665	20171028	201710	2017	2017.8164	AUSEDU	VICTORIA	AUS					EDU			LEG	LEGISLATURE						LEG			1	010	010	01	1	0.0	10	1	10	-3.15398886827458	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171104091500	http://www.timescolonist.com/news/local/b-c-looks-for-ways-to-combat-racism-1.23084481
703851666	20171028	201710	2017	2017.8164	GOV	PRESIDENT						GOV			USA	UTAH	USA								1	030	030	03	1	4.0	1	1	1	-5.21739130434782	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171104091500	http://www.allmediany.com/news/92683-environmental-groups-sue-for-access-to-united-states-monuments-documents
